Category,Subtype,Name,Latitude,Longitude
Religious,place_of_worship,Unnamed,24.817676,46.7796
Religious,place_of_worship,Unnamed,24.822247,46.777255
Religious,place_of_worship,Unnamed,24.825356,46.783907
Religious,place_of_worship,Unnamed,24.824231,46.786366
Religious,place_of_worship,Unnamed,24.832916,46.760452
Religious,place_of_worship,Unnamed,24.814574,46.769385
Religious,place_of_worship,Unnamed,24.823539,46.789856
Religious,place_of_worship,Unnamed,24.827461,46.788537
Religious,place_of_worship,Unnamed,24.815999,46.793741
Religious,place_of_worship,Unnamed,24.819363,46.791308
Religious,place_of_worship,جامع ناشي الدوسري,24.81683,46.79041
Religious,place_of_worship,Unnamed,24.816957,46.78714
Religious,place_of_worship,Unnamed,24.815151,46.791214
Religious,place_of_worship,Unnamed,24.813479,46.781926
Religious,place_of_worship,Unnamed,24.810905,46.780352
Religious,place_of_worship,Unnamed,24.835097,46.769183
Religious,place_of_worship,Unnamed,24.830797,46.74145
Religious,place_of_worship,Unnamed,24.824659,46.744518
Religious,place_of_worship,Unnamed,24.81751,46.746908
Religious,place_of_worship,Unnamed,24.818648,46.74967
Religious,place_of_worship,Unnamed,24.817049,46.751711
Religious,place_of_worship,Unnamed,24.812782,46.75292
Religious,place_of_worship,Unnamed,24.807431,46.753055
Religious,place_of_worship,Unnamed,24.807371,46.743363
Religious,place_of_worship,مسجد البابطين,24.805169,46.742351
Religious,place_of_worship,Unnamed,24.834002,46.795652
Religious,place_of_worship,Unnamed,24.836628,46.794778
Religious,place_of_worship,Unnamed,24.819934,46.796794
Religious,place_of_worship,Unnamed,24.818047,46.799285
Religious,place_of_worship,Unnamed,24.801796,46.734452
Religious,place_of_worship,Unnamed,24.80002,46.74311
Religious,place_of_worship,Unnamed,24.800818,46.746783
Religious,place_of_worship,Al Farouq Mosque,24.798231,46.7459
Religious,place_of_worship,Unnamed,24.794989,46.737994
Religious,place_of_worship,Unnamed,24.820082,46.730829
Religious,place_of_worship,Unnamed,24.8237,46.733678
Religious,place_of_worship,Unnamed,24.813011,46.735075
Religious,place_of_worship,Unnamed,24.816513,46.739817
Religious,place_of_worship,Unnamed,24.813748,46.742763
Religious,place_of_worship,Unnamed,24.797549,46.748283
Religious,place_of_worship,Unnamed,24.924921,46.71184
Religious,place_of_worship,Unnamed,24.827115,46.651303
Religious,place_of_worship,جامع خالد بن تركي السديري,24.826335,46.623919
Religious,place_of_worship,Unnamed,24.817467,46.626928
Religious,place_of_worship,Unnamed,24.821315,46.629869
Religious,place_of_worship,Unnamed,24.822072,46.625685
Religious,place_of_worship,Unnamed,24.81896,46.624389
Religious,place_of_worship,Unnamed,24.815116,46.625076
Religious,place_of_worship,Unnamed,24.81334,46.628644
Religious,place_of_worship,Unnamed,24.806568,46.626586
Religious,place_of_worship,Unnamed,24.800521,46.710415
Religious,place_of_worship,Unnamed,24.815221,46.701058
Religious,place_of_worship,Unnamed,24.805317,46.7094
Religious,place_of_worship,Unnamed,24.808226,46.70286
Religious,place_of_worship,Unnamed,24.809488,46.706165
Religious,place_of_worship,Unnamed,24.81463,46.708966
Religious,place_of_worship,جامع والدة الامير بدر بن عبدالله,24.778532,46.724513
Religious,place_of_worship,Unnamed,24.7784,46.721775
Religious,place_of_worship,Unnamed,24.784536,46.720042
Religious,place_of_worship,Unnamed,24.781123,46.718015
Religious,place_of_worship,Unnamed,24.774656,46.716041
Religious,place_of_worship,Unnamed,24.765502,46.712807
Religious,place_of_worship,Unnamed,24.761103,46.718958
Religious,place_of_worship,Unnamed,24.757571,46.723228
Religious,place_of_worship,Unnamed,24.749944,46.710016
Religious,place_of_worship,مسجد الصحابة,24.759287,46.714719
Religious,place_of_worship,Unnamed,24.752475,46.706681
Religious,place_of_worship,Unnamed,24.761584,46.714025
Religious,place_of_worship,جامع الشيخ موسى بن عبد الرحمن إسماعيل,24.754008,46.702542
Religious,place_of_worship,Unnamed,24.751991,46.702819
Religious,place_of_worship,Unnamed,24.742327,46.687344
Religious,place_of_worship,Unnamed,24.743864,46.69486
Religious,place_of_worship,Unnamed,24.745352,46.698396
Religious,place_of_worship,جامع فهد العويضه,24.750827,46.721008
Religious,place_of_worship,Unnamed,24.729228,46.741781
Religious,place_of_worship,Unnamed,24.729948,46.746466
Religious,place_of_worship,Unnamed,24.71606,46.752551
Religious,place_of_worship,Unnamed,24.891006,46.435593
Religious,place_of_worship,Unnamed,24.72696,46.704515
Religious,place_of_worship,Unnamed,24.737789,46.714398
Religious,place_of_worship,Unnamed,24.732443,46.719418
Religious,place_of_worship,Unnamed,24.734165,46.723794
Religious,place_of_worship,Unnamed,24.7369,46.719679
Religious,place_of_worship,Unnamed,24.739387,46.718567
Religious,place_of_worship,Unnamed,24.74105,46.722445
Religious,place_of_worship,Unnamed,24.71799,46.756851
Religious,place_of_worship,Unnamed,24.712782,46.746117
Religious,place_of_worship,Unnamed,24.704666,46.741818
Religious,place_of_worship,Unnamed,24.704411,46.748355
Religious,place_of_worship,Unnamed,24.782338,46.583728
Religious,place_of_worship,مسجد الفاروق,24.782235,46.588254
Religious,place_of_worship,Unnamed,24.786596,46.584324
Religious,place_of_worship,Unnamed,24.773855,46.593462
Religious,place_of_worship,Unnamed,24.770374,46.585992
Religious,place_of_worship,Unnamed,24.766978,46.585818
Religious,place_of_worship,Unnamed,24.767816,46.592882
Religious,place_of_worship,جامع السليم,24.793452,46.638538
Religious,place_of_worship,Unnamed,24.780685,46.632619
Religious,place_of_worship,Unnamed,24.781476,46.635418
Religious,place_of_worship,Unnamed,24.782268,46.638361
Religious,place_of_worship,Unnamed,24.746267,46.590121
Religious,place_of_worship,Unnamed,24.740343,46.594663
Religious,place_of_worship,Unnamed,24.743233,46.588389
Religious,place_of_worship,Unnamed,24.743705,46.595843
Religious,place_of_worship,Unnamed,24.735353,46.596509
Religious,place_of_worship,Unnamed,24.737674,46.599001
Religious,place_of_worship,Unnamed,24.748726,46.612822
Religious,place_of_worship,Unnamed,24.744228,46.619676
Religious,place_of_worship,Unnamed,24.742144,46.610178
Religious,place_of_worship,جامع الفارس,24.744974,46.61472
Religious,place_of_worship,Unnamed,24.739703,46.61718
Religious,place_of_worship,Unnamed,24.739262,46.607957
Religious,place_of_worship,Unnamed,24.734217,46.608019
Religious,place_of_worship,Unnamed,24.733857,46.61161
Religious,place_of_worship,Unnamed,24.773183,46.566214
Religious,place_of_worship,مسجد فوزان الربيعة,24.759593,46.56764
Religious,place_of_worship,Unnamed,24.760199,46.572129
Religious,place_of_worship,Unnamed,24.762387,46.575068
Religious,place_of_worship,Unnamed,24.756463,46.569278
Religious,place_of_worship,مسجد الميدان,24.756024,46.56438
Religious,place_of_worship,Unnamed,24.757908,46.56458
Religious,place_of_worship,Unnamed,24.752238,46.566505
Religious,place_of_worship,Unnamed,24.753956,46.564759
Religious,place_of_worship,Unnamed,24.754373,46.567838
Religious,place_of_worship,Unnamed,24.750929,46.568984
Religious,place_of_worship,Unnamed,24.748849,46.569406
Religious,place_of_worship,Unnamed,24.747009,46.571734
Religious,place_of_worship,Al Salman Masjid,24.748801,46.574186
Religious,place_of_worship,Unnamed,24.744712,46.580844
Religious,place_of_worship,مسجد مصعب بن عمير,24.743453,46.577633
Religious,place_of_worship,Unnamed,24.741425,46.582574
Religious,place_of_worship,Unnamed,24.756854,46.574669
Religious,place_of_worship,Unnamed,24.947813,46.47142
Religious,place_of_worship,Unnamed,24.887507,46.498849
Religious,place_of_worship,Unnamed,24.878952,46.565011
Religious,place_of_worship,Unnamed,24.872217,46.561177
Religious,place_of_worship,Unnamed,24.868588,46.560478
Religious,place_of_worship,Unnamed,24.868373,46.564934
Religious,place_of_worship,Unnamed,24.868596,46.569528
Religious,place_of_worship,Unnamed,24.865849,46.583514
Religious,place_of_worship,Unnamed,24.875401,46.625926
Religious,place_of_worship,Unnamed,25.012408,46.466016
Religious,place_of_worship,Unnamed,25.008755,46.466987
Religious,place_of_worship,Unnamed,25.011664,46.469998
Religious,place_of_worship,Unnamed,25.013734,46.463742
Religious,place_of_worship,Unnamed,24.807867,46.618586
Religious,place_of_worship,Unnamed,24.807144,46.622856
Religious,place_of_worship,Unnamed,24.795537,46.623988
Religious,place_of_worship,Unnamed,24.79324,46.616662
Religious,place_of_worship,Unnamed,24.789807,46.618456
Religious,place_of_worship,Unnamed,24.792382,46.620338
Religious,place_of_worship,Unnamed,24.792594,46.62492
Religious,place_of_worship,Unnamed,24.804144,46.616248
Religious,place_of_worship,مسجد والدة المهيدب,24.807346,46.60906
Religious,place_of_worship,Unnamed,24.795421,46.631445
Religious,place_of_worship,Unnamed,24.78808,46.62761
Religious,place_of_worship,Unnamed,24.787308,46.632398
Religious,place_of_worship,Unnamed,24.785988,46.628424
Religious,place_of_worship,Unnamed,24.791783,46.628817
Religious,place_of_worship,Unnamed,24.790548,46.625849
Religious,place_of_worship,Unnamed,24.78747,46.618708
Religious,place_of_worship,Unnamed,24.782909,46.618839
Religious,place_of_worship,Unnamed,24.801937,46.606413
Religious,place_of_worship,Unnamed,24.800272,46.612204
Religious,place_of_worship,مسجد الشيخ عبدالعزيز ال الشيخ,24.79836,46.616847
Religious,place_of_worship,جامع غادة إبراهيم,24.786426,46.611866
Religious,place_of_worship,Unnamed,24.794208,46.580434
Religious,place_of_worship,Unnamed,24.619965,46.539289
Religious,place_of_worship,Unnamed,24.620228,46.535933
Religious,place_of_worship,Unnamed,24.622988,46.54072
Religious,place_of_worship,Unnamed,24.601031,46.58923
Religious,place_of_worship,Unnamed,24.665366,46.64323
Religious,place_of_worship,Unnamed,24.646867,46.642589
Religious,place_of_worship,Unnamed,24.642927,46.641429
Religious,place_of_worship,Unnamed,24.63917,46.658447
Religious,place_of_worship,مسجد الهيئة العليا لتطوير مدينة الرياض,24.681929,46.622869
Religious,place_of_worship,Unnamed,24.680315,46.61683
Religious,place_of_worship,Unnamed,24.679935,46.626377
Religious,place_of_worship,Unnamed,24.794084,46.874884
Religious,place_of_worship,Unnamed,24.794403,46.868723
Religious,place_of_worship,Unnamed,24.80002,46.870224
Religious,place_of_worship,Unnamed,24.800535,46.866793
Religious,place_of_worship,Unnamed,24.79984,46.873603
Religious,place_of_worship,Unnamed,24.787973,46.879176
Religious,place_of_worship,Unnamed,24.792816,46.882115
Religious,place_of_worship,Unnamed,24.797939,46.886483
Religious,place_of_worship,Unnamed,24.783899,46.876692
Religious,place_of_worship,Unnamed,24.78816,46.874332
Religious,place_of_worship,Unnamed,24.78906,46.868291
Religious,place_of_worship,Unnamed,24.793096,46.866216
Religious,place_of_worship,Unnamed,24.790381,46.862476
Religious,place_of_worship,Unnamed,24.728397,46.872445
Religious,place_of_worship,Unnamed,24.736895,46.886547
Religious,place_of_worship,Unnamed,24.758424,46.859466
Religious,place_of_worship,Unnamed,24.763255,46.865512
Religious,place_of_worship,Unnamed,24.76369,46.868181
Religious,place_of_worship,Unnamed,24.78818,46.901232
Religious,place_of_worship,Unnamed,24.789489,46.900281
Religious,place_of_worship,Unnamed,24.792796,46.897715
Religious,place_of_worship,Unnamed,24.795293,46.902905
Religious,place_of_worship,Unnamed,24.794139,46.8962
Religious,place_of_worship,Unnamed,24.79189,46.893636
Religious,place_of_worship,Unnamed,24.790032,46.895477
Religious,place_of_worship,Unnamed,24.787399,46.896605
Religious,place_of_worship,Unnamed,24.780757,46.901721
Religious,place_of_worship,Unnamed,24.785259,46.903145
Religious,place_of_worship,Unnamed,24.78886,46.90611
Religious,place_of_worship,Unnamed,24.79146,46.906447
Religious,place_of_worship,Unnamed,24.799449,46.903709
Religious,place_of_worship,Unnamed,24.80392,46.898293
Religious,place_of_worship,Unnamed,24.799742,46.900355
Religious,place_of_worship,Unnamed,24.801573,46.897342
Religious,place_of_worship,Unnamed,24.794011,46.905795
Religious,place_of_worship,Unnamed,24.811128,46.904347
Religious,place_of_worship,Unnamed,24.805364,46.900131
Religious,place_of_worship,Unnamed,24.802524,46.895405
Religious,place_of_worship,Unnamed,24.803677,46.90228
Religious,place_of_worship,Unnamed,24.812097,46.895455
Religious,place_of_worship,Unnamed,24.810319,46.893677
Religious,place_of_worship,Unnamed,24.807293,46.891978
Religious,place_of_worship,Unnamed,24.805747,46.886687
Religious,place_of_worship,Unnamed,24.809619,46.886851
Religious,place_of_worship,Unnamed,24.815172,46.886217
Religious,place_of_worship,Unnamed,24.809169,46.881136
Religious,place_of_worship,Khadijah Bint Khuwailed Mosque,24.817208,46.883552
Religious,place_of_worship,Unnamed,24.817393,46.889412
Religious,place_of_worship,Unnamed,24.814165,46.8885
Religious,place_of_worship,Unnamed,24.809296,46.89038
Religious,place_of_worship,Unnamed,24.811451,46.886247
Religious,place_of_worship,Unnamed,24.812383,46.881639
Religious,place_of_worship,Unnamed,24.803155,46.890992
Religious,place_of_worship,Unnamed,24.768801,46.804098
Religious,place_of_worship,Unnamed,24.771069,46.802408
Religious,place_of_worship,Unnamed,24.768491,46.799034
Religious,place_of_worship,Unnamed,24.770433,46.799069
Religious,place_of_worship,Unnamed,24.768776,46.794854
Religious,place_of_worship,Unnamed,24.769546,46.778973
Religious,place_of_worship,Unnamed,24.767293,46.786315
Religious,place_of_worship,Unnamed,24.765884,46.792028
Religious,place_of_worship,Unnamed,24.780241,46.804041
Religious,place_of_worship,Unnamed,24.778859,46.80653
Religious,place_of_worship,Unnamed,24.803134,46.810383
Religious,place_of_worship,Unnamed,24.806051,46.805988
Religious,place_of_worship,Unnamed,24.800023,46.799861
Religious,place_of_worship,Unnamed,24.802512,46.802077
Religious,place_of_worship,Unnamed,24.800343,46.796935
Religious,place_of_worship,Masjid,24.792125,46.788506
Religious,place_of_worship,Masjid,24.790359,46.796047
Religious,place_of_worship,Unnamed,24.787317,46.797371
Religious,place_of_worship,Unnamed,24.800819,46.813601
Religious,place_of_worship,Unnamed,24.791216,46.815618
Religious,place_of_worship,Unnamed,24.789983,46.81848
Religious,place_of_worship,Unnamed,24.789064,46.822153
Religious,place_of_worship,Unnamed,24.786871,46.818852
Religious,place_of_worship,Unnamed,24.786047,46.821351
Religious,place_of_worship,Unnamed,24.783064,46.816242
Religious,place_of_worship,Unnamed,24.783825,46.813873
Religious,place_of_worship,Unnamed,24.784915,46.807902
Religious,place_of_worship,Unnamed,24.786882,46.813466
Religious,place_of_worship,Unnamed,24.80909,46.793629
Religious,place_of_worship,Unnamed,24.811051,46.796931
Religious,place_of_worship,Unnamed,24.807752,46.798985
Religious,place_of_worship,Unnamed,24.809992,46.803883
Religious,place_of_worship,Unnamed,24.805812,46.795717
Religious,place_of_worship,Unnamed,24.813953,46.801452
Religious,place_of_worship,Unnamed,24.82407,46.802762
Religious,place_of_worship,Unnamed,24.743329,46.850594
Religious,place_of_worship,Unnamed,24.750776,46.845555
Religious,place_of_worship,Unnamed,24.752961,46.836707
Religious,place_of_worship,Unnamed,24.749496,46.839714
Religious,place_of_worship,Unnamed,24.747076,46.842107
Religious,place_of_worship,Unnamed,24.744348,46.841458
Religious,place_of_worship,Unnamed,24.745683,46.839732
Religious,place_of_worship,Unnamed,24.742872,46.839078
Religious,place_of_worship,Unnamed,24.744178,46.83757
Religious,place_of_worship,Unnamed,24.7458,46.835602
Religious,place_of_worship,Unnamed,24.744192,46.834405
Religious,place_of_worship,Unnamed,24.741102,46.8335
Religious,place_of_worship,Unnamed,24.73994,46.837518
Religious,place_of_worship,Unnamed,24.738107,46.835735
Religious,place_of_worship,Unnamed,24.740412,46.829855
Religious,place_of_worship,Unnamed,24.744879,46.830727
Religious,place_of_worship,Unnamed,24.745217,46.828156
Religious,place_of_worship,Unnamed,24.747058,46.830767
Religious,place_of_worship,Unnamed,24.744371,46.82618
Religious,place_of_worship,Unnamed,24.739345,46.829252
Religious,place_of_worship,Unnamed,24.738914,46.83109
Religious,place_of_worship,Unnamed,24.735364,46.833574
Religious,place_of_worship,Unnamed,24.734525,46.838437
Religious,place_of_worship,Unnamed,24.735842,46.839043
Religious,place_of_worship,Unnamed,24.73507,46.842091
Religious,place_of_worship,Unnamed,24.73256,46.843743
Religious,place_of_worship,Unnamed,24.729663,46.840599
Religious,place_of_worship,Unnamed,24.728466,46.845202
Religious,place_of_worship,Unnamed,24.730857,46.836146
Religious,place_of_worship,Unnamed,24.733044,46.830311
Religious,place_of_worship,Unnamed,24.740997,46.844062
Religious,place_of_worship,Unnamed,24.738709,46.846499
Religious,place_of_worship,Unnamed,24.736967,46.844272
Religious,place_of_worship,Unnamed,24.724706,46.844273
Religious,place_of_worship,Unnamed,24.721075,46.848381
Religious,place_of_worship,Unnamed,24.721476,46.845852
Religious,place_of_worship,Unnamed,24.705408,46.837735
Religious,place_of_worship,Unnamed,24.723747,46.859478
Religious,place_of_worship,Unnamed,24.724401,46.855846
Religious,place_of_worship,Unnamed,24.720893,46.857995
Religious,place_of_worship,Unnamed,24.72629,46.858171
Religious,place_of_worship,Unnamed,24.67612,46.831159
Religious,place_of_worship,Unnamed,24.628864,46.924795
Religious,place_of_worship,Unnamed,24.70874,46.885224
Religious,place_of_worship,Unnamed,24.697137,46.864138
Religious,place_of_worship,Unnamed,24.756428,46.885011
Religious,place_of_worship,Unnamed,24.758703,46.884305
Religious,place_of_worship,Unnamed,25.061295,46.760292
Religious,place_of_worship,Unnamed,24.629705,46.812629
Religious,place_of_worship,Unnamed,24.629027,46.8065
Religious,place_of_worship,Unnamed,24.625044,46.804255
Religious,place_of_worship,Unnamed,24.629983,46.79338
Religious,place_of_worship,Unnamed,24.630437,46.797945
Religious,place_of_worship,Unnamed,24.63448,46.7933
Religious,place_of_worship,Unnamed,24.61008,46.780945
Religious,place_of_worship,Unnamed,24.574827,46.831468
Religious,place_of_worship,Unnamed,24.57589,46.835383
Religious,place_of_worship,Unnamed,24.579857,46.833829
Religious,place_of_worship,Unnamed,24.577659,46.839372
Religious,place_of_worship,Unnamed,24.580302,46.840126
Religious,place_of_worship,Unnamed,24.575839,46.850071
Religious,place_of_worship,Unnamed,24.587087,46.850963
Religious,place_of_worship,Unnamed,24.594383,46.813007
Religious,place_of_worship,Unnamed,24.488093,46.624881
Religious,place_of_worship,Unnamed,24.486588,46.619512
Religious,place_of_worship,Unnamed,24.489615,46.616093
Religious,place_of_worship,Unnamed,24.489995,46.619568
Religious,place_of_worship,Unnamed,24.489836,46.621779
Religious,place_of_worship,Unnamed,24.492268,46.619123
Religious,place_of_worship,Unnamed,24.48305,46.609696
Religious,place_of_worship,Unnamed,24.480113,46.61561
Religious,place_of_worship,Unnamed,24.481444,46.613863
Religious,place_of_worship,Unnamed,24.482916,46.610917
Religious,place_of_worship,Unnamed,24.48293,46.593254
Religious,place_of_worship,Unnamed,24.483766,46.596828
Religious,place_of_worship,Unnamed,24.479815,46.596668
Religious,place_of_worship,Unnamed,24.472079,46.593357
Religious,place_of_worship,Unnamed,24.468818,46.607143
Religious,place_of_worship,Unnamed,24.498751,46.627882
Religious,place_of_worship,Unnamed,24.504602,46.624357
Religious,place_of_worship,Unnamed,24.500554,46.630589
Religious,place_of_worship,Unnamed,24.504156,46.630156
Religious,place_of_worship,Unnamed,24.523546,46.646421
Religious,place_of_worship,Unnamed,24.540206,46.658513
Religious,place_of_worship,Unnamed,24.55235,46.653399
Religious,place_of_worship,Unnamed,24.549388,46.658056
Religious,place_of_worship,Unnamed,24.549217,46.66403
Religious,place_of_worship,Unnamed,24.549431,46.649895
Religious,place_of_worship,Unnamed,24.545733,46.65405
Religious,place_of_worship,Unnamed,24.546155,46.657039
Religious,place_of_worship,Unnamed,24.546761,46.660189
Religious,place_of_worship,Unnamed,24.545124,46.661627
Religious,place_of_worship,Unnamed,24.552179,46.656814
Religious,place_of_worship,Unnamed,24.550837,46.660336
Religious,place_of_worship,Unnamed,24.551991,46.667897
Religious,place_of_worship,Unnamed,24.556436,46.676676
Religious,place_of_worship,Unnamed,24.547716,46.671792
Religious,place_of_worship,Unnamed,24.550133,46.678653
Religious,place_of_worship,Unnamed,24.545769,46.672502
Religious,place_of_worship,Unnamed,24.533529,46.689097
Religious,place_of_worship,Unnamed,24.533189,46.685837
Religious,place_of_worship,Unnamed,24.536176,46.690808
Religious,place_of_worship,Unnamed,24.536933,46.701341
Religious,place_of_worship,Unnamed,24.541265,46.702653
Religious,place_of_worship,Unnamed,24.530689,46.671414
Religious,place_of_worship,Unnamed,24.530116,46.685374
Religious,place_of_worship,Unnamed,24.52815,46.688236
Religious,place_of_worship,Unnamed,24.525414,46.682683
Religious,place_of_worship,Unnamed,24.5274,46.679647
Religious,place_of_worship,Unnamed,24.526632,46.685254
Religious,place_of_worship,Unnamed,24.527423,46.690492
Religious,place_of_worship,Unnamed,24.528148,46.720636
Religious,place_of_worship,Unnamed,24.53157,46.724443
Religious,place_of_worship,Unnamed,24.555802,46.713844
Religious,place_of_worship,Unnamed,24.560782,46.718121
Religious,place_of_worship,Unnamed,24.559619,46.713205
Religious,place_of_worship,Unnamed,24.5636,46.710465
Religious,place_of_worship,Unnamed,24.581064,46.736705
Religious,place_of_worship,Unnamed,24.567169,46.734103
Religious,place_of_worship,Unnamed,24.586143,46.745991
Religious,place_of_worship,Unnamed,24.594567,46.745578
Religious,place_of_worship,Unnamed,24.596708,46.743324
Religious,place_of_worship,Unnamed,24.593239,46.73976
Religious,place_of_worship,Unnamed,24.593409,46.737168
Religious,place_of_worship,Unnamed,24.597661,46.734574
Religious,place_of_worship,Unnamed,24.585521,46.738686
Religious,place_of_worship,Unnamed,24.60377,46.752905
Religious,place_of_worship,Unnamed,24.603232,46.759972
Religious,place_of_worship,Unnamed,24.600447,46.755363
Religious,place_of_worship,Unnamed,24.599591,46.758464
Religious,place_of_worship,Unnamed,24.606711,46.76511
Religious,place_of_worship,Unnamed,24.594185,46.770279
Religious,place_of_worship,Unnamed,24.597324,46.765755
Religious,place_of_worship,Unnamed,24.593391,46.761438
Religious,place_of_worship,Unnamed,24.611012,46.751014
Religious,place_of_worship,Unnamed,24.614942,46.744384
Religious,place_of_worship,Unnamed,24.551665,46.731386
Religious,place_of_worship,Unnamed,24.549712,46.72398
Religious,place_of_worship,Unnamed,24.546645,46.72726
Religious,place_of_worship,Unnamed,24.582559,46.692204
Religious,place_of_worship,العوده,24.584733,46.694891
Religious,place_of_worship,Unnamed,24.562198,46.680431
Religious,place_of_worship,Unnamed,24.565812,46.686659
Religious,place_of_worship,Unnamed,24.566937,46.685425
Religious,place_of_worship,جامع الحسين بن علي رضي الله عنهما.,24.568665,46.617203
Religious,place_of_worship,جامع الشيخ عبدالعزيز بن محمد آل فريان,24.561968,46.644453
Religious,place_of_worship,Unnamed,24.727611,46.594123
Religious,place_of_worship,Unnamed,24.732022,46.591934
Religious,place_of_worship,Unnamed,24.752132,46.535496
Religious,place_of_worship,Unnamed,24.748308,46.538631
Religious,place_of_worship,Unnamed,24.751814,46.542468
Religious,place_of_worship,Unnamed,24.711522,46.609446
Religious,place_of_worship,Unnamed,24.710382,46.614439
Religious,place_of_worship,Unnamed,24.803226,46.423224
Religious,place_of_worship,Unnamed,24.625432,46.926105
Religious,place_of_worship,Unnamed,24.620135,46.927781
Religious,place_of_worship,Unnamed,24.622652,46.92728
Religious,place_of_worship,Unnamed,24.427936,46.856564
Religious,place_of_worship,Unnamed,24.422599,46.85653
Religious,place_of_worship,Abu Bakr AlSdeeq Mosque,24.402994,46.839288
Religious,place_of_worship,Unnamed,24.440509,46.980566
Religious,place_of_worship,Unnamed,24.785972,46.763512
Religious,place_of_worship,Unnamed,24.788988,46.768265
Religious,place_of_worship,Unnamed,24.793267,46.782458
Religious,place_of_worship,Unnamed,24.796923,46.789532
Religious,place_of_worship,Unnamed,24.708478,46.820653
Religious,place_of_worship,Unnamed,24.690721,46.824416
Religious,place_of_worship,Omar Al Shikh Mosque,24.688651,46.825568
Religious,place_of_worship,Masjid Jami' Hunain,24.686592,46.820392
Religious,place_of_worship,Unnamed,24.682236,46.822839
Religious,place_of_worship,Unnamed,24.685045,46.83191
Religious,place_of_worship,Al Jaser Mosque,24.687638,46.83079
Religious,place_of_worship,Unnamed,24.678899,46.823696
Religious,place_of_worship,Unnamed,24.686239,46.839844
Religious,place_of_worship,Unnamed,24.686221,46.836181
Religious,place_of_worship,Unnamed,24.686224,46.843053
Religious,place_of_worship,Unnamed,24.688789,46.842401
Religious,place_of_worship,Unnamed,24.677407,46.81613
Religious,place_of_worship,Al Rajhi Mosque,24.677406,46.778945
Religious,place_of_worship,جامع العمر,24.68332,46.793884
Religious,place_of_worship,Unnamed,24.672718,46.792033
Religious,place_of_worship,Unnamed,24.672709,46.787191
Religious,place_of_worship,Unnamed,24.670149,46.793663
Religious,place_of_worship,Masjid,24.672479,46.795986
Religious,place_of_worship,Unnamed,24.66984,46.788234
Religious,place_of_worship,Unnamed,24.669844,46.784133
Religious,place_of_worship,Unnamed,24.675494,46.78624
Religious,place_of_worship,Unnamed,24.676496,46.798629
Religious,place_of_worship,Unnamed,24.678842,46.806372
Religious,place_of_worship,Unnamed,24.671287,46.8122
Religious,place_of_worship,Unnamed,24.671993,46.80914
Religious,place_of_worship,Unnamed,24.670632,46.805355
Religious,place_of_worship,Unnamed,24.679602,46.814692
Religious,place_of_worship,Unnamed,24.675366,46.804115
Religious,place_of_worship,Unnamed,24.6732,46.814909
Religious,place_of_worship,Unnamed,24.676147,46.789983
Religious,place_of_worship,Unnamed,24.675982,46.792743
Religious,place_of_worship,Unnamed,24.678002,46.794302
Religious,place_of_worship,Unnamed,24.675283,46.795853
Religious,place_of_worship,Unnamed,24.663795,46.789824
Religious,place_of_worship,Unnamed,24.666433,46.802941
Religious,place_of_worship,Unnamed,24.662312,46.802076
Religious,place_of_worship,Unnamed,24.663271,46.798975
Religious,place_of_worship,Unnamed,24.662097,46.794739
Religious,place_of_worship,Unnamed,24.660952,46.792212
Religious,place_of_worship,Unnamed,24.658432,46.797483
Religious,place_of_worship,Unnamed,24.657204,46.793756
Religious,place_of_worship,Unnamed,24.658792,46.804994
Religious,place_of_worship,Unnamed,24.654654,46.798654
Religious,place_of_worship,Unnamed,24.660096,46.799809
Religious,place_of_worship,Unnamed,24.647396,46.807111
Religious,place_of_worship,جامع محمد المطوع,24.757695,46.759391
Religious,place_of_worship,Unnamed,24.746639,46.757989
Religious,place_of_worship,Unnamed,24.788999,46.730483
Religious,place_of_worship,Unnamed,24.791182,46.733976
Religious,place_of_worship,Unnamed,24.616942,46.737702
Religious,place_of_worship,Unnamed,24.640534,46.709128
Religious,place_of_worship,Unnamed,24.583913,46.786738
Religious,place_of_worship,Unnamed,24.58764,46.759974
Religious,place_of_worship,Unnamed,24.552139,46.762356
Religious,place_of_worship,Unnamed,24.639303,46.714107
Religious,place_of_worship,Unnamed,24.803748,46.778986
Religious,place_of_worship,Unnamed,24.80298,46.771821
Religious,place_of_worship,Unnamed,24.799512,46.78027
Religious,place_of_worship,Unnamed,24.800363,46.77714
Religious,place_of_worship,مسجد,24.802492,46.776071
Religious,place_of_worship,Unnamed,24.797578,46.775451
Religious,place_of_worship,Unnamed,24.837825,46.767198
Religious,place_of_worship,Unnamed,24.837334,46.770496
Religious,place_of_worship,Unnamed,24.840524,46.771494
Religious,place_of_worship,Unnamed,24.836928,46.773842
Religious,place_of_worship,Unnamed,24.827175,46.772884
Religious,place_of_worship,Unnamed,24.827718,46.766542
Religious,place_of_worship,Unnamed,24.804563,46.786996
Religious,place_of_worship,Unnamed,24.804681,46.787248
Religious,place_of_worship,Unnamed,24.647477,46.712258
Religious,place_of_worship,jawhara,24.637962,46.701859
Religious,place_of_worship,المسجد,24.7585,46.691843
Religious,place_of_worship,مسجد,24.650234,46.710224
Religious,place_of_worship,Unnamed,24.802877,46.87159
Religious,place_of_worship,Unnamed,24.784579,46.85224
Religious,place_of_worship,Unnamed,24.799504,46.808829
