site_id,latitude,longitude
RUHTE312,24.7251035336184,46.846419274807
RUHTE313,24.7251863658135,46.8465641140938
RUHTE315,24.6141750770559,46.8200236558914
RUHTE316,24.6142896999613,46.8201014399529
RUHTE317,24.6667255799159,46.5599271655083
RUHTE318,24.8014076405187,46.7830601334572
RUHTE319,24.8013516499019,46.7829152941704
RUHTE320,24.5822390462004,46.800848543644
RUHTE321,24.5821049042435,46.8009102344513
RUHTE325,24.8405124734256,46.6326740384102
RUHTE326,24.84056807361,46.632821559906
RUHTE327,25.0019957881179,46.5249887108803
RUHTE329,24.7977018282743,46.6402861475945
RUHTE330,24.7980061369433,46.6402700543404
RUHTE331,24.5881342040044,46.6691654920578
RUHTE332,24.6438528149027,46.5914431214333
RUHTE333,24.643733326556,46.5916550159454
RUHTE334,24.6315966143575,46.8755158782005
RUHTE335,24.6308021511539,46.8756607174873
RUHTE336,24.9054087603904,46.5742716193199
RUHTE337,24.9053406696483,46.5741160511971
