lat,lon,external_id,title,price,rooms,baths,area,purpose,rent_frequency,location
24.683254039166,46.675510259758,87828158,New Studio with Hotel Level Finishing at La Cordia Suite,80000.0,0,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.683304985649,46.675592786036,87828374,New Studio with Hotel Level Finishing at La Cordia Suite,50000.0,0,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.683304985649,46.675592786036,87828379,New Studio with Hotel Level Finishing at La Cordia Suite,50000.0,0,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.683304985649,46.675592786036,87829230,Satel at La Cordia – Residential Living with Hotel-Level Standards,70000.0,0,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.813169556,46.609155250555,87838027,3 Bedrooms Apartment in Al Malqa with Private Rooftop & Sunlit Windows - Satel,115000.0,3,4,156.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.714590417581,46.679549815248,87818803,3 Bedrooms in Al Olaya - SATEL 102,125000.0,3,3,120.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.81982010584,46.677550993537,87819056,Satel at Opal - Unurnished 2-Bedroom with a Backyard Apartment,125000.0,2,4,113.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.819961616288,46.67755671546,87819481,Satel at Opal Thoumamah Road - Furnished 3-Bedroom Apartment,150000.0,3,3,130.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.81982010584,46.677550993537,87819508,Satel at Opal on Thoumamah Road - Furnished 2-Bedroom Apartment,130000.0,2,4,113.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.819986809237,46.677430146114,87819532,Satel at Opal on Thoumamah Road - Unurnished 3-Bedroom with Rooftop Apartment,125000.0,3,3,147.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.819961616288,46.67755671546,87819540,Satel at Opal on Thoumamah Road - Unurnished 3-Bedroom with Rooftop Apartment,155000.0,3,3,130.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.812799971893,46.648890623452,87819560,3-Bedroom Duplex for Rent in Al Yasmin,130000.0,3,4,108.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Yasmin
