EJARID,BORDERNAME,BORDERTYPE,DIMENSIONS,TOP_IMAGE_URL,LANDUSESTATUS,ISACTIVE,DEEDDATEHIJRI,OBJECTID,SUBTYPE,DETAILSLANDUSE,MAINLANDUSE,DATASOURCE,DESCRIPTION,CREATED_DATE,CREATED_USER,LAST_EDITED_DATE,LAST_EDITED_USER,REGION_ID,SECTOR_ID,AMANA_ID,GOVERNORATE_ID,MUNICIPALITY_ID,CITY_ID,DISTRICT_ID,SUBDISTRICTNAME_ID,SUBDIVISIONPLAN_ID,BLOCK_ID,PARCEL_ID,PARCELIDOLD,PARCELSTATUS,MEASUREDAREA,SUBDIVISIONPLANPARTNUMBER,STREET_ID,DEEDNUMBER,SUBDIVISIONPLANNAME_AR,SUBDIVISIONPLANNAME_EN,OWNERSHIPTYPE,SUBDIVISIONPARCELNUMBER,ASBUILTREMARKS,ISLICENSED,ISBUILT,DATEOFLICENSEHIJRI,LICENSENUMBER,NOOFFLOORS,MAINLANDUSEDESCRIPTION,SUBTYPEDESCRIPTION,DETAILSLANDUSEDESCRIPTION,SUBDIVISIONPARCEL_UNIFIED_ID,ISCOMMERCIAL,BUILDINGCONDITION,SUBMUNICIPALITY_ID,LANDUSEDESCRIPTION,GLOBALID,POSTALCODE,AREATYPE,STREETNAME,MUNICIPALITYUNIQUECODE,HEIGHTCONDITION,DATAOWNER,AMANATRACKING,AMANABALADI,MUNICIPALITYBALADI,DISTRICTBALADI,DATEOFLICENSE,BUILDINGCONDITION_ID,PARCELDVELOPED,PARCELINVESTED,PARCELPROPERTY,UNITSNUMBER,PARCELNAME,BLOCKED,UNBLOCKREASON,BLOCKREASON,WATERSERVICE,ELECTRICITYSERVICE,TELECOMESERVICE,WASTEWATERSERVICE,OWNERNAME,BLOCKHDATE,UNBLOCKHDATE,RESIDENTIALUNITS,COMMERCIALUNITS,BUILDINGSTATUS,BUILDINGMATERIAL,RE_PARCELID,IN_PARCELID,FRONTDEFECTION,SIDEDEFECTION,CONSTRUCTIONPERCENTAGE,REARDEFECTION,SHAPE.AREA,SHAPE.LEN
,,,,,,1,,32482758,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,35,14405840,,2,624.11360438,,001000010006405,,,,,269/7,,,,1412,343,2,,,,001000010034650,,,001022008,,{FF5AA390-F1D8-4257-8A46-36E6CC89E2D6},,,,,,أمانة منطقة الرياض FME,HADY_BRAKAT 2019-09-03T08:50:28 \\ FACADES_SINGE 2023-04-08T06:44:12,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113763105830,1137631058300001,,,,,5.5683618379000003e-08,0.000945455103545256
,,,,,,1,,32482770,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,13768594,,1,480.12621206,,001000010011912,,,,,1151/2,,,,03/11/1441,16917,,,,,001000010034728,,,001022008,,{D8F7A547-AA9B-4817-9DBD-F0E1D8FAD884},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ MOHAMED_MOSTAFA 2023-09-26T07:37:09,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113752466208,1137524662080001,,,,,4.2839772841e-08,0.000862951187354185
,,,,,,1,,32482797,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,79,3420352,,2,306.36075612,,001000010048584,,,,,2343/2,,,,1417,1043,,,,,001000010034820,,,001022008,,{DDB82403-93D5-46C8-A095-2F21D07140D0},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:37:43,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113759166566,1137591665660001,,,,,2.7346458226499997e-08,0.000683703240489973
,,,,,,1,,32482895,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1392931,,2,935.59359178,,001000010000098,,,,,755,,,,0,0,2,,,,001000010034484,,,001022008,,{3A6C3A7C-A438-47C7-840E-262BE81A4BDB},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:53:09,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754566092,1137545660920001,,,,,8.34796116485e-08,0.0011576670703778201
,,,,,,1,,32482907,101000,101011,100000,AMANA / Parcel,The Zone,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,0,1404134,,3,631.32378927,,001000010033553,,,,,3195,,,,0,0,,,,,001000010034529,,,001022008,,{C00F270B-83B9-45B7-B295-E8D8C418A593},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:48:21,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113756005998,1137560059980001,,,,,5.63309317865e-08,0.0009512326763056061
,,,,,,1,,32482939,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,1405489,,2,1456.9260105,,001000010033480,,,,,458,,,,0,0,,,,,001000010034658,,,001022008,,{F2461707-D4A8-4B0B-8F74-923E9588B6BD},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:10,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113755385608,1137553856080001,,,,,1.3000170314e-07,0.00147520046831825
,,,,,1,1,,32482972,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,3509792,,1,900.04738025,,001000010007400,,,,,1114,,,,0,0,2,,,,001000010034789,,,001022008,,{D9D9DEB5-1F74-405E-835C-1D0FFAFCABEF},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:31:25,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113752786320,1137527863200001,,,,,8.03208921215e-08,0.0011350928180132202
,,,,,,1,,32483049,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,42,13968400,,2,324.02570911,,001000010000863,,,,,2530/5,,,,1400,5346,2,,,,001000010033800,,,001022008,,{CB7526E4-7F47-4B24-AB91-D0C007DD9EF8},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:44:16,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113759106308,1137591063080001,,,,,2.89182273255e-08,0.000681311741394137
,,,,,,1,,32483149,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3422012,,2,730.89644265,,001000010001770,,,,,427/2,,,,1408,56,2,,,,001000010033509,,,001022008,,{A404190D-5B3F-4E5B-8247-595E75982D2C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:37:38,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113755145506,1137551455060001,,,,,6.5220411888e-08,0.00103133326269497
,,,,,,1,,32483151,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405026,,2,521.22426595,,001000010001134,,,,,1174/2,,,,1424,2019,,,,,001000010033544,,,001022008,,{62CC1490-877E-4308-A8EF-8A26EB30798C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ HADY_BRAKAT 2023-08-20T06:33:59,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113751866236,1137518662360001,,,,,4.65244391255e-08,0.0009122471001776701
,,,,,,1,,32483159,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,14544271,,1,450.02369013,,001000010011912,,,,,1153/2,,,,15/01/1442,10386,,,,,001000010033552,,,001022008,,{623F7D07-DBEC-4E7C-9F8E-22EFB41E452D},,,,,,أمانة منطقة الرياض FME,AWES_GIS 2021-01-27T04:48:24 \\ FACADES_SINGE 2023-04-08T07:13:36,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113752326200,1137523262000001,,,,,4.0161989193e-08,0.0008434797691973321
,,,,,,1,,32483280,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3422078,,2,706.9586288,,001000010001640,,,,,510/1,,,,1408,186,,,,,001000010034065,,,001022008,,{0EAFFDC2-02C6-4C42-9A21-A1B346A4ACAB},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:48:52,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113755865694,1137558656940001,,,,,6.308504273800001e-08,0.0010558228097688799
,,,,,,1,,32483326,101000,101011,100000,AMANA / Parcel,المحضر مفقود وتم الاستدلال عليه بالمعاملة 4300132295,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,27,14627099,,2,448.00483836,,001000010008408,,,,,2847/6,,,,1403,333,2,,,,001000010033557,,,001022008,,{78D8D18E-964C-4F84-A5C5-D9B7C3C8D1D4},,,,,,أمانة منطقة الرياض FME,HADY_BRAKAT 2022-01-17T06:48:17 \\ FACADES_SINGE 2023-04-08T06:37:16,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757946234,1137579262340001,,,,,3.9983416635e-08,0.0008393789617444719
,,,,,,1,,32483408,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405703,,2,940.67677213,,001000010033222,,,,,915,,,,0,0,2,,,,001000010033865,,,001022008,,{0031BA37-5DBA-4D12-9383-8388B667E560},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:09:42,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754505996,1137545059960001,,,,,8.39472485075e-08,0.00116457155605289
,,,,,,1,,32483429,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,80,3371456,,2,646.71753402,,001000010009354,,,,,2357/1,,,,1403,60,2,,,,001000010033951,,,001022008,,{A5BC3B7E-FA23-40D9-93E7-B12FB311E5A8},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:01:49,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113758666602,1137586666020001,,,,,5.7706212672e-08,0.0009671660811291409
,,,,,,1,,32483464,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3422042,,2,896.51438965,,001000010000029,,,,,533/1,,,,1409,141,2,,,,001000010034085,,,001022008,,{28F1B46E-6CE0-42A8-B793-6BB5AAEDBE8C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:48:43,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756225766,1137562257660001,,,,,8.0009186158e-08,0.00115569074701882
,,,,,,1,,32483541,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,1411473,,2,664.85114903,,001000010000135,,,,,241/2/أ,,,,1420,1520,2,,,,001000010033705,,,001022008,,{7BD5E620-A4AB-4D8F-A400-E60A8A5859EC},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:46:48,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757985550,1137579855500001,,,,,5.9325070573499995e-08,0.000988087850874974
,,,,,,1,,32483602,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,1405196,,1,1471.92319508,,001000010002837,,,,,434,,,,0,0,4,,,,001000010033961,,,001022008,,{C6B490DF-C9BF-46BF-B49E-59A08AE171FC},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:05:03,004001,004001017,10014250,,193,,,,32,,1,,,,,,,,,,26,6,,,113754545596,1137545455960001,,,,,1.313320695425e-07,0.00148837386044594
,,,,,,1,,32483680,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405366,,2,999.11532069,,001000010016093,,,,,1053,,,,0,0,,,,,001000010033671,,,001022008,,{59088FD4-631C-4D33-9459-4772A38C41C7},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:23:14,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113755465858,1137554658580001,,,,,8.9155042635e-08,0.0012046419249560302
,,,,,,1,,32483750,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,0,1411676,,2,215.40427369,,001000010031029,,,,,41/42/4,,,,1422,1412,,,,,001000010035899,,,001022008,,{36D42FCA-8368-45CC-AE48-203091BBADE1},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:46:09,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113760426256,1137604262560001,,,,,1.9216790716e-08,0.000555800239389869
,,,,,,1,,32483761,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,62,14571007,,2,624.1496553,,001000010030854,,,,,2742,,,,0,0,2,,,,001000010035941,,,001022008,,{ED9C237E-862D-4961-9F5A-5DF9F4E7A18F},,,,,,أمانة منطقة الرياض FME,AWES_GIS 2021-06-13T09:01:51 \\ FACADES_SINGE 2023-04-08T06:38:37,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757386360,1137573863600001,,,,,5.5691902546e-08,0.0009473725107353429
,,,,,,1,,32483766,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,17,1404927,,2,577.68001366,,001000010005117,,,,,132,,,,0,0,,,,,001000010035946,,,001022008,,{D5830942-6921-4DC5-BD58-6B6672D7A721},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:19:49,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113762445920,1137624459200001,,,,,5.15493156115e-08,0.0009169848075209981
,,,,,,1,,32483774,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405437,,2,989.66997848,,001000010004210,,,,,914,,,,0,0,2,,,,001000010035987,,,001022008,,{30F1910B-EB7B-4B57-B767-93D8C80319D1},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:45:23,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113753505978,1137535059780001,,,,,8.83130049655e-08,0.0011921388326457199
,,,,,,1,,32483853,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405436,,2,988.62450167,,001000010008881,,,,,904,,,,0,0,2,,,,001000010035610,,,001022008,,{03248D7B-C5C6-4C5F-A020-DF727F3A26EC},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:42:47,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754126010,1137541260100001,,,,,8.82253361245e-08,0.00119263097926371
,,,,,,1,,32483856,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,116,1398704,,2,636.04646038,,001000010002077,,,,,3146,,,,0,0,2,,,,001000010035646,,,001022008,,{6CC4DA9F-4B6B-4C92-868E-2C1079B8C750},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:51,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113755846064,1137558460640001,,,,,5.67509917245e-08,0.000955173612287807
,,,,,,1,,32483884,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,60,13914473,,2,377.45317917,,001000010000923,,,,,2602/2,,,,30/04/1436,11840,,,,,001000010035740,,,001022008,,{F3D6321E-9D3B-49A3-8F45-6F9B9058EDA8},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:00:13,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113757966392,1137579663920001,,,,,3.3681586346000006e-08,0.000838471796906572
,,,,,,1,,32483969,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,104,1404056,,2,551.7954499,,001000010004565,,,,,2951,,,,0,0,2,,,,001000010036085,,,001022008,,{F6CE34A1-3D18-4E3D-9128-3F07EFC2D71A},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:21,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754306354,1137543063540001,,,,,4.9248247255000005e-08,0.000889761772037905
,,,,,,1,,32484114,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,92,1404622,,2,737.71006737,,001000010002815,,,,,2239,,,,0,0,2,,,,001000010035971,,,001022008,,{9FD60AB8-B480-4859-8569-808AAEFBBB63},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:01:18,004001,004001017,10014250,,8,,,,8,,1,,,,,,,,,,4,4,,,113758486634,1137584866340001,,,,,6.584126930700001e-08,0.00104692309363776
,,,,,,1,,32484161,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,62,14570998,,2,676.09903746,,001000010030854,,,,,2734,,,,0,0,2,,,,001000010036177,,,001022008,,{3FD4124A-7F32-472F-8E1F-F6F53353FCF0},,,,,,أمانة منطقة الرياض FME,AWES_GIS 2021-06-13T09:01:51 \\ FACADES_SINGE 2023-04-08T06:38:30,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757166404,1137571664040001,,,,,6.0333492869e-08,0.000984098234259499
,,,,,,1,,32484195,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1411428,,2,449.9876392,,001000010032249,,,,,797/2,,,,1419,350,2,,,,001000010035583,,,001022008,,{EE664F60-2FB3-45E7-B10C-FCFE66DA2E2C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:09:20,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754246296,1137542462960001,,,,,4.0157182455e-08,0.0008437921749275191
,,,,,,1,,32484196,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,102,1398711,,1,289.77733087,,001000010011850,,,,,810/1,,,,1442,41715,,,,,001000010035584,,,001022008,,{AA06280C-03FC-4C89-9988-0CB1583F3908},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:48:43,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113753906334,1137539063340001,,,,,2.5850648382e-08,0.00069038686285506
,,,,,,1,,32484203,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405133,,2,720.69403103,,001000010007400,,,,,1129,,,,0,0,2,,,,001000010035624,,,001022008,,{60B8CC84-0457-49E8-B671-266DDA4AC6AE},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:01:32,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113752286322,1137522863220001,,,,,6.43155938335e-08,0.00101632372624102
,,,,,,1,,32484329,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,58,4023038,,2,375.07381816,,001000010033156,,,,,441/2,,,,1402,246,2,,,,001000010036110,,,001022008,,{78DC64D9-D916-4F42-9190-5926B6E4DF50},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:10:38,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113759565680,1137595656800001,,,,,3.34652929095e-08,0.000751452325810024
,,,,,,1,,32484358,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,5,1404909,,2,537.87979305,,001000010009557,,,,,35,,,,0,0,2,,,,001000010035551,,,001022008,,{292222C6-D265-4C64-BF6E-3C1F9C1CE62C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:21,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113761125940,1137611259400001,,,,,4.7991641724999996e-08,0.000878499724775362
,,,,,,1,,32484367,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,14543647,,2,600.06763776,,001000010007993,,,,,1253,,,,0,0,2,,,,001000010035593,,,001022008,,{2816832C-9506-412D-8986-22AEB33197F8},,,,,,أمانة منطقة الرياض FME,MOHAMED_MOSTAFA 2021-01-24T06:16:18 \\ FACADES_SINGE 2023-04-08T07:13:32,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757785598,1137577855980001,,,,,5.3544280792e-08,0.0009406044930750261
,,,,,,1,,32484540,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,104,1403743,,2,579.08599972,,001000010004565,,,,,2949,,,,0,0,2,,,,001000010034997,,,001022008,,{5B2714F1-319B-42AF-A542-4193D1221232},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:10:38,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754266364,1137542663640001,,,,,5.1677473494e-08,0.0009109935495355771
,,,,,,1,,32484555,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,7,1405258,,2,900.04738025,,001000010033786,,,,,58/1,,,,1430,492,2,,,,001000010035045,,,001022008,,{3A0640AA-B059-48C8-B117-2233523CDFDD},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:28:26,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113760745904,1137607459040001,,,,,8.03178695495e-08,0.00113574733900867
,,,,,,1,,32484764,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,25,14549582,,2,519.96248359,,001000010031582,,,,,188,,,,0,0,2,,,,001000010035224,,,001022008,,{ED98B872-69ED-46ED-9E6E-C92BB2143899},,,,,,أمانة منطقة الرياض FME,AWES_GIS 2021-02-11T11:30:55 \\ FACADES_SINGE 2023-04-08T07:13:36,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113761285836,1137612858360001,,,,,4.640651948e-08,0.000873871089104087
,,,,,,1,,32484792,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,26,1403784,,2,654.7929411,,001000010029034,,,,,2865,,,,0,0,2,,,,001000010035316,,,001022008,,{76C4C643-3BBD-42C6-B6DA-4CCF65344B4F},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:08:05,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113758046168,1137580461680001,,,,,5.84278835405e-08,0.000971430550797761
,,,,,,1,,32484940,101000,101011,100000,AMANA / Parcel,المحضر مفقود وتم الاستدلال عليه بالمعاملة 4300132295,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,27,14618100,,2,531.96744144,,001000010008408,,,,,2847/8,,,,1403,333,2,,,,001000010035237,,,001022008,,{DE33DF84-BD0F-4E7E-AC40-81C3DD8354DD},,,,,,أمانة منطقة الرياض FME,HADY_BRAKAT 2022-01-06T06:41:36 \\ FACADES_SINGE 2023-04-08T07:16:10,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757866248,1137578662480001,,,,,4.74803174135e-08,0.000894483751774302
,,,,,,1,,32484954,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,102,1404646,,2,728.15657239,,001000010002815,,,,,2934/1,,,,1416,212,2,,,,001000010035284,,,001022008,,{9C0918EB-0D30-4AA5-9696-7CB72F9ABD2C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:58:59,004001,004001017,10014250,,193,,,,17,,1,,,,,,,,,,14,3,,,113753586400,1137535864000001,,,,,6.498856894600001e-08,0.00102128266389732
,,,,,,1,,32484955,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,25,1404568,,2,802.70988419,,001000010007250,,,,,2884,,,,0,0,2,,,,001000010035285,,,001022008,,{13D212D2-43E3-45CB-8E23-E52505329813},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:42:47,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757386194,1137573861940001,,,,,7.164049489100001e-08,0.00109132146223149
