EJARID,BORDERNAME,BORDERTYPE,DIMENSIONS,TOP_IMAGE_URL,LANDUSESTATUS,ISACTIVE,DEEDDATEHIJRI,OBJECTID,SUBTYPE,DETAILSLANDUSE,MAINLANDUSE,DATASOURCE,DESCRIPTION,CREATED_DATE,CREATED_USER,LAST_EDITED_DATE,LAST_EDITED_USER,REGION_ID,SECTOR_ID,AMANA_ID,GOVERNORATE_ID,MUNICIPALITY_ID,CITY_ID,DISTRICT_ID,SUBDISTRICTNAME_ID,SUBDIVISIONPLAN_ID,BLOCK_ID,PARCEL_ID,PARCELIDOLD,PARCELSTATUS,MEASUREDAREA,SUBDIVISIONPLANPARTNUMBER,STREET_ID,DEEDNUMBER,SUBDIVISIONPLANNAME_AR,SUBDIVISIONPLANNAME_EN,OWNERSHIPTYPE,SUBDIVISIONPARCELNUMBER,ASBUILTREMARKS,ISLICENSED,ISBUILT,DATEOFLICENSEHIJRI,LICENSENUMBER,NOOFFLOORS,MAINLANDUSEDESCRIPTION,SUBTYPEDESCRIPTION,DETAILSLANDUSEDESCRIPTION,SUBDIVISIONPARCEL_UNIFIED_ID,ISCOMMERCIAL,BUILDINGCONDITION,SUBMUNICIPALITY_ID,LANDUSEDESCRIPTION,GLOBALID,POSTALCODE,AREATYPE,STREETNAME,MUNICIPALITYUNIQUECODE,HEIGHTCONDITION,DATAOWNER,AMANATRACKING,AMANABALADI,MUNICIPALITYBALADI,DISTRICTBALADI,DATEOFLICENSE,BUILDINGCONDITION_ID,PARCELDVELOPED,PARCELINVESTED,PARCELPROPERTY,UNITSNUMBER,PARCELNAME,BLOCKED,UNBLOCKREASON,BLOCKREASON,WATERSERVICE,ELECTRICITYSERVICE,TELECOMESERVICE,WASTEWATERSERVICE,OWNERNAME,BLOCKHDATE,UNBLOCKHDATE,RESIDENTIALUNITS,COMMERCIALUNITS,BUILDINGSTATUS,BUILDINGMATERIAL,RE_PARCELID,IN_PARCELID,FRONTDEFECTION,SIDEDEFECTION,CONSTRUCTIONPERCENTAGE,REARDEFECTION,SHAPE.AREA,SHAPE.LEN
,,,,,,1,,32503534,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405246,,2,1160.01059658,,001000010002837,,,,,958/4,,,,1407,368,2,,,,001000010054291,,,001022008,,{28C82446-E5F0-4CD8-B8F0-11940A04183F},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:09:31,004001,004001017,10014250,,193,,,,1,,1,,,,,,,,,,0,1,,,113752485880,1137524858800001,,,,,1.03514745383e-07,0.00130440746881452
,,,,,,1,,32503586,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,0,1404953,,2,599.49082297,,001000010009557,,,,,63,,,,0,0,2,,,,001000010054508,,,001022008,,{4F6A2819-D8C1-4A82-AB70-74FED8440A0B},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:45:04,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756705748,1137567057480001,,,,,5.350055424149999e-08,0.0009369748859696671
,,,,,,1,,32503664,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,0,14602590,,2,209.88848225,,001000010012080,,,,,40/3,,,,1442,41802,,,,,001000010054128,,,001022008,,{E7E6849E-F8D5-4DF3-A6AB-DEF39002A069},,,,,,أمانة منطقة الرياض FME,AMUZAYIL_GIS 2021-10-27T05:41:29 \\ FACADES_SINGE 2023-04-08T07:14:10,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113760746214,1137607462140001,,,,,1.8741957877499997e-08,0.000548270616183371
,,,,,,1,,32503691,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1411427,,2,487.2642951,,001000010001165,,,,,1034/1,,,,1419,464,,,,,001000010054253,,,001022008,,{2DF0D64A-B344-4D54-AECE-2D75C44FEB48},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:31:29,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113754225908,1137542259080001,,,,,4.3477003351e-08,0.0009273477876512651
,,,,,,1,,32503693,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,13907459,,1,418.0104692,,001000010000676,,,,,1165/2,,,,12/07/1437,12630,,,,,001000010054255,,,001022008,,{39979A2E-E1EF-49AB-82A8-F92EB8397BAA},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:08:50,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113752146298,1137521462980001,,,,,3.7301380271000005e-08,0.0008400278362700731
,,,,,,1,,32503733,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,60,1404172,,2,388.55686391,,001000010002864,,,,,2603/1,,,,1420,384,,,,,001000010054427,,,001022008,,{D0B2288E-A3A5-4C15-B4D6-A8E57C5191BA},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:37:47,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113758166388,1137581663880001,,,,,3.4689993743e-08,0.000853645357883624
,,,,,,1,,32503742,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3999767,,2,750.07553447,,001000010033480,,,,,492/2,,,,1409,28,2,,,,001000010054436,,,001022008,,{698C5C4D-72FD-4C56-88AA-D1245E5B2AEA},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:04:10,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113755605656,1137555856560001,,,,,6.69314291815e-08,0.00104360811921905
,,,,,,1,,32503818,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,92,1404624,,2,763.95514039,,001000010002815,,,,,2235,,,,0,0,2,,,,001000010054055,,,001022008,,{4AC77094-8437-4691-9A71-FDA0B487F69B},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:50:13,004001,004001017,10014250,,193,,,,7,,1,,,,,,,,,,4,3,,,113758686642,1137586866420001,,,,,6.817992184e-08,0.0010625929310843802
,,,,,,1,,32503878,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,108,1404588,,2,1003.83799179,,001000010007250,,,,,3028,,,,0,0,2,,,,001000010054309,,,001022008,,{6774ED9A-1BEE-4DA0-A75E-3BB5705A53A1},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:42:47,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756486300,1137564863000001,,,,,8.9583141121e-08,0.0012096549941031
,,,,,,1,,32503912,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3999655,,2,1500.29527263,,001000010033480,,,,,490,,,,0,0,2,,,,001000010054442,,,001022008,,{D65BB0E6-4436-4692-9EA5-3C68104D220D},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:11:03,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113755685638,1137556856380001,,,,,1.3386212557249998e-07,0.0015028210099763601
,,,,,,1,,32503975,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,46,1402290,,2,618.81411848,,001000010009816,,,,,2862,,,,0,0,2,,,,001000010054016,,,001022008,,{24718DAC-85A0-4DF8-BAD7-6705E0EAAC3C},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:17,004001,004001017,10014250,,193,,,,4,,1,,,,,,,,,,4,0,,,113757966186,1137579661860001,,,,,5.52287863205e-08,0.0009414841172178611
,,,,,,1,,32503979,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,109,4023434,,2,625.05092841,,001000010016092,,,,,3035,,,,0,0,2,,,,001000010054020,,,001022008,,{55B57614-639A-4AF4-95F1-D0520E0137BB},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:30:23,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756146294,1137561462940001,,,,,5.5781081532000004e-08,0.0009462574084648421
,,,,,,1,,32504132,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,84,1404190,,2,678.55050032,,001000010000923,,,,,2578,,,,0,0,2,,,,001000010053989,,,001022008,,{A514AD2F-3622-4895-83A2-0578BFD835D8},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:50:13,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757266538,1137572665380001,,,,,6.055253474500001e-08,0.00099707629340123
,,,,,,1,,32504135,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,13,1411725,,2,367.86363326,,001000010012080,,,,,2476/1,,,,1420,74,,,,,001000010054024,,,001022008,,{17AC4F14-B921-429A-8F4D-FF305D1A433A},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:32:43,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113760286280,1137602862800001,,,,,3.28277402505e-08,0.00077110778236651
,,,,,,1,,32504186,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,75,1402776,,2,576.8508424,,001000010049177,,,,,2301,,,,0,0,2,,,,001000010056174,,,001022008,,{488C90E0-FF38-44E8-9F71-AC5C142FEA4A},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:39:44,004001,004001017,10014250,,193,,,,4,,1,,,,,,,,,,4,0,,,113759506582,1137595065820001,,,,,5.1479726958e-08,0.000938329487732114
,,,,,,1,,32504198,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,26,1405117,,2,715.82715622,,001000010007720,,,,,196,,,,0,0,2,,,,001000010056219,,,001022008,,{9926DA93-60F7-46D5-82C5-101647FEFDA3},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:48:56,004001,004001017,10014250,,193,,,,5,,1,,,,,,,,,,5,0,,,113760925834,1137609258340001,,,,,6.3872721308e-08,0.00101932460459165
,,,,,,1,,32504210,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,90,1402449,,2,389.53023887,,001000010007181,,,,,2671/1,,,,1417,41,2,,,,001000010056261,,,001022008,,{01A374EB-673A-4ECF-B128-EC10DC858EB3},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:05:41,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756986548,1137569865480001,,,,,3.4763482934e-08,0.000781216931275897
,,,,,,1,,32504227,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,45,1404427,,2,513.72567366,,001000010002844,,,,,4845/1,,,,1425,1811,,,,,001000010056344,,,001022008,,{15FAC18E-927C-43AC-B7DC-3734BE28F9E7},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:09:50,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113757206254,1137572062540001,,,,,4.5842841256e-08,0.000885224387362546
,,,,,1,1,,32504301,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405652,,1,856.42576164,,001000010002815,,,,,1122,,,,0,0,,,,,001000010056648,,,001022008,,{A682A2AB-1992-407B-A1ED-3BB6A4CF48F6},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:07:53,004001,004001017,10014250,,193,,,,0,,1,,,,,,,,,,0,0,,,113752746360,1137527463600001,,,,,7.64241207855e-08,0.00110810098934251
,,,,,,1,,32504389,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,0,13561715,,2,600.03158683,,001000010009873,,,,,74,,,,1409,444,2,,,,001000010056312,,,001022008,,{C801E21B-C14B-428E-B23C-726FE6DDED93},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:56:13,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113757325794,1137573257940001,,,,,5.3545671881e-08,0.0009407614880509931
,,,,,,1,,32504423,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,1405484,,2,1441.7485713,,001000010033480,,,,,459,,,,0,0,2,,,,001000010056444,,,001022008,,{B20E4E92-A474-4D94-B9B4-4077411A450D},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:21,004001,004001017,10014250,,193,,,,10,,1,,,,,,,,,,10,0,,,113755525614,1137555256140001,,,,,1.28656866327e-07,0.00146959142505029
,,,,,,1,,32504532,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,101,3527968,,2,441.7319775,,001000010030886,,,,,2924/2,,,,1423,405,2,,,,001000010056195,,,001022008,,{909F846E-00E8-46BB-B9F4-F1484A7064B5},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:18:55,004001,004001017,10014250,,193,,,,4,,1,,,,,,,,,,4,0,,,113754426424,1137544264240001,,,,,3.9414794934000003e-08,0.0008651509636765951
,,,,,1,1,,32504606,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,0,1402593,,1,5187.65592899,,001000010002916,,,,,2676/2,,,,1419,187,,,,,001000010056497,,,001022008,,{925A4C99-793B-4185-A498-B8B46E639720},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:30:45,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113758166062,1137581660620001,,,,,4.6292223562149997e-07,0.00276362855735035
,,,,,,1,,32504648,101000,101011,100000,AMANA / Parcel,The Zone,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,0,1403507,,3,572.70498609,,001000010033553,,,,,3216,,,,0,0,,,,,001000010056669,,,001022008,,{D1B8DF00-9590-4966-8C66-422D5FB1B75A},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:21,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113755505952,1137555059520001,,,,,5.1102802086000004e-08,0.000907835195828359
,,,,,,1,,32504653,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,93,1404602,,2,698.5587634,,001000010002815,,,,,2221,,,,0,0,2,,,,001000010056674,,,001022008,,{CB6F1A0A-1CB6-4879-A484-1EC0577EADDC},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:35:57,004001,004001017,10014250,,193,,,,10,,1,,,,,,,,,,10,0,,,113759386676,1137593866760001,,,,,6.233184424e-08,0.00102981478069199
,,,,,,1,,32504676,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,17,1404928,,2,577.75211551,,001000010005117,,,,,133,,,,0,0,,,,,001000010056035,,,001022008,,{A189052F-42A4-4127-8DD6-4B1E4BE8BF82},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:01:22,004001,004001017,10014250,,1,,,,,,1,,,,,,,,,,,,,,113762345914,1137623459140001,,,,,5.1552611129000005e-08,0.000917011959068541
,,,,,,1,,32504679,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,49,3547306,,2,274.96040091,,001000010033743,,,,,402/409/13,,,,1435,395,,,,,001000010056071,,,001022008,,{6BC81224-4536-415E-9896-E776ACA38A9E},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:54:16,004001,004001017,10014250,,1,,,,,,1,,,,,,,,,,,,,,113758825702,1137588257020001,,,,,2.4541464881e-08,0.000688966098069587
,,,,,,1,,32504700,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,102,3355480,,2,355.89472634,,001000010011850,,,,,811/4/1,,,,1420,1122,2,,,,001000010056157,,,001022008,,{E54D3780-243C-492B-9EDF-ABC3CADFF490},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:46:16,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113753786360,1137537863600001,,,,,3.17656718865e-08,0.000745275022722069
,,,,,,1,,32504704,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1405675,,2,1117.10999647,,001000010007698,,,,,1037/1,,,,1413,611,2,,,,001000010056161,,,001022008,,{C6F063E0-0C76-490C-A9E5-7AAB25D64DE2},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:00:09,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754645948,1137546459480001,,,,,9.96870267625e-08,0.00139650261994035
,,,,,,1,,32504805,101000,101011,100000,AMANA / Parcel,The Zone,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,0,1404269,,3,709.95085553,,001000010033553,,,,,3193,,,,0,0,,,,,001000010056555,,,001022008,,{A1DB2C2C-521A-4D26-9D92-4244B6CA9061},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:31:03,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113756126004,1137561260040001,,,,,6.334436156200001e-08,0.0010118498064461301
,,,,,,1,,32504901,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,89,1402453,,2,780.06990362,,001000010007181,,,,,2762,,,,0,0,1,,,,001000010055652,,,001022008,,{87AED6AC-9E14-4604-9855-01E8D8393027},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:05:41,004001,004001017,10014250,,193,,,,1,,1,,,,,,,,,,1,0,,,113756186506,1137561865060001,,,,,6.96141302805e-08,0.0010573911529469001
,,,,,3,1,,32504982,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,15,1405605,,1,873.22549245,,001000010003186,,,,,108,,,,0,0,,,,,001000010055311,,,001022008,,{A8728B2D-5084-475B-B503-C8A82B0792B9},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:04:45,004001,004001017,10014250,,193,,,,0,,1,,,,,,,,,,0,0,,,113758065780,1137580657800001,,,,,7.791343596100001e-08,0.0011357961838968401
,,,,,,1,,32505004,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,57,1405374,,2,810.74924034,,001000010034778,,,,,516,,,,0,0,2,,,,001000010055396,,,001022008,,{7785F8D4-B546-4929-BE6E-AE72ADCA32E0},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:42:47,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113759505624,1137595056240001,,,,,7.235727811850001e-08,0.0010790502077189501
,,,,,,1,,32505031,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,3999669,,2,900.08343117,,001000010033480,,,,,486/1/1,,,,1424,1755,2,,,,001000010055488,,,001022008,,{5CFD44DB-A1A2-4655-A155-9F3BA809A5AB},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:09:50,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113755865598,1137558655980001,,,,,8.0316884669e-08,0.0011354463371657502
,,,,,,1,,32505080,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,13779028,,2,1020.13300965,,001000010033222,,,,,1101,,,,0,0,2,,,,001000010055700,,,001022008,,{3472013E-0153-4350-8F4A-99B0C5F55288},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:44:16,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113753366230,1137533662300001,,,,,9.103395498e-08,0.00120900882556479
,,,,,,1,,32505095,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,14618074,,2,1160.11874936,,001000010000135,,,,,416/4,,,,1408,277,2,,,,001000010055748,,,001022008,,{473F974F-8201-4750-9743-C58BFFC4B120},,,,,,أمانة منطقة الرياض FME,HADY_BRAKAT 2022-01-06T06:10:30 \\ FACADES_SINGE 2023-04-08T07:16:10,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113756345480,1137563454800001,,,,,1.03517428623e-07,0.0012996653058389201
,,,,,,1,,32505174,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,50,1404298,,2,750.00343262,,001000010002864,,,,,2528,,,,0,0,2,,,,001000010055372,,,001022008,,{7DD44E61-6AEB-4350-8395-1A0AE51175A8},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:04:54,004001,004001017,10014250,,193,,,,4,,1,,,,,,,,,,3,1,,,113758466382,1137584663820001,,,,,6.69252169005e-08,0.00103784592545179
,,,,,,1,,32505209,1001000,1001001,1000000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1578/ب,0,1398729,,2,840.09469286,,001000010007698,,,,,732,,,,1413,631,,,,,001000010055538,,,001022008,,{9FA52B9C-129F-4B35-AB18-6837912F1FA6},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:51,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113755146012,1137551460120001,,,,,7.49577454295e-08,0.00110864837627636
,,,,,,1,,32505214,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,208,0,1411470,,2,341.40225471,,001000010000135,,,,,241/1/أ,,,,1420,1520,,,,,001000010055543,,,001022008,,{26BB153E-40D4-4F56-999D-FBA428FB80FA},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:31:29,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113758125558,1137581255580001,,,,,3.0465053536e-08,0.000788514926915615
,,,,,,1,,32505253,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,17,1396976,,2,411.19684447,,001000010002579,,,,,2650/4/1,,,,1426,1513,,,,,001000010055713,,,001022008,,{9EE78420-7769-4C51-A3FC-3C841C1BD2EF},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:59:21,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113759106160,1137591061600001,,,,,3.6688863064499995e-08,0.000852161356122434
,,,,,,1,,32505391,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,209,0,1404707,,2,969.40935893,,001000010001293,,,,,975,,,,0,0,2,,,,001000010055556,,,001022008,,{08F2C87E-811B-4303-8AF3-5966FC9A3F8D},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:46:48,004001,004001017,10014250,,193,,,,2,,1,,,,,,,,,,2,0,,,113754265784,1137542657840001,,,,,8.650919238149999e-08,0.0011855402796372499
,,,,,1,1,,32505435,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,38,1405193,,1,788.75817642,,001000010002874,,,,,296,,,,0,0,,,,,001000010055731,,,001022008,,{E5016746-36B3-4C0A-A760-B9FA48C8AB7D},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T06:28:26,004001,004001017,10014250,,193,,,,0,,1,,,,,,,,,,0,0,,,113762645774,1137626457740001,,,,,7.0379271754e-08,0.00106267367319347
,,,,,,1,,32505464,101000,101011,100000,AMANA / Parcel,,1657695512000,SDE,1657695512000,SDE,001,,001001,00100,00100100,00100001,00100001063,,1324/ب,49,1404816,,2,449.9876392,,001000010035274,,,,,402/409/1,,,,1435,395,,,,,001000010055858,,,001022008,,{8FA3431A-EF94-4E90-830B-65659A115919},,,,,,أمانة منطقة الرياض FME,GIS 2018-01-07T23:12:12 \\ FACADES_SINGE 2023-04-08T07:04:49,004001,004001017,10014250,,193,,,,,,1,,,,,,,,,,,,,,113758785742,1137587857420001,,,,,4.0158765234e-08,0.0008175588685041651
