Unnamed: 0.1,Unnamed: 0,location,clientindex,region_code,typeofplace,speedallowed,constantdevice,constantplace,geolatitude,geolongitude,geoformat,city_name_arabic,city_name_english,nic_code,Streat_Name_Arabic,Streat_Name_English,Direction,Province_arabic,Province_english,address09,Bus_Speed,Car_Speed,Truck_Speed,address13,address14,address15,ingestion_date,number_of_lanes
196,75721,RUHSM227,CL01,R1,CCTV,,,,24.76363333333333,46.83388333333333,,الرياض,Riyadh,1,طريق ابن الهيثم,Ibn Al Haitham,S,طريق ابن الهيثم,Ibn Al Haitham,,,,,,,80227.0,2025-02-12 11:47:27,3.0
197,75722,RUHSM232,CL01,R1,CCTV,,,,24.468966666666667,46.61193333333333,,الرياض,Riyadh,1,ديراب طريق,Dirab Rd,E,ديراب طريق,Dirab Rd,,,,,,,80232.0,2024-12-08 14:06:27,2.0
198,75723,RUHSM233,CL01,R1,CCTV,,,,24.54788333333333,46.6873,,الرياض,Riyadh,1,طريق الخليل بن أحمد,Al khalil Ibn Ahmad,E,طريق الخليل بن أحمد,Al khalil Ibn Ahmad,,,,,,,80233.0,2024-12-08 14:06:27,3.0
199,75724,RUHSM235,CL01,R1,CCTV,,,,24.6668,46.78471666666667,,الرياض,Riyadh,1,طريق عمر بن الخطاب,Omar Ibn Al Khattab Rd,W,طريق عمر بن الخطاب,Omar Ibn Al Khattab Rd,,,,,,,80235.0,2025-01-27 11:20:42,4.0
200,75725,RUHSM257,CL01,R1,CCTV,,,,24.541716666666662,46.69608333333333,,الرياض,Riyadh,1,شارع الخليل بن أحمد,Al Khalil Ibn Ahmad,N,شارع الخليل بن أحمد,Al Khalil Ibn Ahmad,,,,,,,80257.0,2024-12-08 14:06:27,4.0
201,75726,RUHSM265,CL01,R1,CCTV,,,,24.628266666666665,46.55445,,الرياض,Riyadh,1,شارع النجران,Al Najran Street,S,شارع النجران,Al Najran Street,,,,,,,80265.0,2025-01-27 11:20:42,4.0
202,75727,RUHSM266,CL01,R1,CCTV,,,,24.621866666666666,46.532066666666665,,الرياض,Riyadh,1,شارع الشفاء,Al Shafa Street,S,شارع الشفاء,Al Shafa Street,,,,,,,80266.0,2025-01-27 11:20:48,4.0
203,75728,RUHSM274,CL01,R1,CCTV,,,,24.816416666666665,46.637683333333335,,الرياض,Riyadh,1,طريق انس بن مالك,Anas Ibn Malik Rd,E,طريق انس بن مالك,Anas Ibn Malik Rd,,,,,,,80274.0,2024-12-08 14:06:33,5.0
204,75730,RUHSM290,CL01,R1,CCTV,,,,24.61555,46.71543333333334,,الرياض,Riyadh,1,ال فريان,Al Farian,N,ال فريان,Al Farian,,,,,,,80290.0,2024-12-08 14:06:33,3.0
205,75731,RUHSM292,CL01,R1,CCTV,,,,24.699816666666667,46.7232,,الرياض,Riyadh,1,صلاح الدين الايوبي,Salah Ad Din Ayyubi Rd,N,صلاح الدين الايوبي,Salah Ad Din Ayyubi Rd,,,,,,,80292.0,2025-01-27 11:20:46,5.0
206,75733,RUHSM337,CL01,R1,CCTV,,,,24.906816666666668,46.9778,,الرياض,Riyadh,1,طريق خريص,Khurais Rd,E,طريق خريص,Khurais Rd,,,,,,,80337.0,2025-02-12 11:47:28,3.0
207,75734,RUHSM350,CL01,R1,CCTV,,,,24.764233333333333,46.69311666666667,,الرياض,Riyadh,1,طريق ابي بكر الصديق,Abi Bakr As Siddiq Rd,N,طريق ابي بكر الصديق,Abi Bakr As Siddiq Rd,,,,,,,80350.0,2025-02-12 11:47:28,3.0
208,75740,RUHSM459,CL01,R1,CCTV,,,,24.584953,46.655223,,الرياض,Riyadh,1,عائشة بنت ابي بكر,Ayesha Bint Abi Bakar,E,عائشة بنت ابي بكر,Ayesha Bint Abi Bakar,,,,,,,,2025-02-12 11:47:28,3.0
209,75743,RUHSM543,CL01,R1,CCTV,,,,24.906995,46.643326,,الرياض,Riyadh,1,طريق عثمان بن عفان,Othman Bin Affan Rd,E,طريق عثمان بن عفان,Othman Bin Affan Rd,,,,,,,,2025-02-12 11:47:27,4.0
210,75744,RUHSM556,CL01,R1,CCTV,,,,24.871935,46.660699,,الرياض,Riyadh,1,طريق عثمان بن عفان,Uthman Ibn Affan Rd,S,طريق عثمان بن عفان,Uthman Ibn Affan Rd,,,,,,,,2025-02-12 11:47:27,4.0
211,75745,RUHTE330,CL01,R1,CCTV,,,,24.798016666666665,46.64018333333333,,الرياض,Riyadh,1,طريق الامام سعود بن فيصل,Al Imam Saud Ibn Faysal Rd,W,طريق الامام سعود بن فيصل,Al Imam Saud Ibn Faysal Rd,,,,,,,84330.0,2024-12-08 14:06:33,5.0
212,75746,RUHTE331,CL01,R1,CCTV,,,,24.588083333333334,46.66896666666667,,الرياض,Riyadh,1,السويدي العام,Al Souweidi Al Aam,W,السويدي العام,Al Souweidi Al Aam,,,,,,,84331.0,2025-02-12 11:47:28,4.0
213,76710,RUHSM018,CL01,R1,CCTV,,,,24.828416666666666,46.61958333333333,,الرياض,Riyadh,1,طريق الملك سلمان شرق,King Salman Rd,E,,,,,,,,,80018.0,2025-01-27 11:20:47,4.0
214,76711,RUHSM035,CL01,R1,CCTV,,,,24.62033333333333,46.57425,,الرياض,Riyadh,1,طريق مكة المكرمة,Makkah Rd,E,,,,,,,,,80035.0,2024-12-08 14:06:29,5.0
215,76713,RUHSM053,CL01,R1,CCTV,,,,24.67288333333333,46.69168333333333,,الرياض,Riyadh,1,طريق الملك فهد,King Fahad Rd,S,طريق الملك فهد,King Fahad Rd,24\24,,,,,,80053.0,2024-12-08 14:06:27,4.0
216,76714,RUHSM060,CL01,R1,CCTV,,,,24.832266666666666,46.7234,,الرياض,Riyadh,1,طريق المطار,Airport Road,S,طريق المطار,Airport Road,,,,,,,80060.0,2024-12-08 14:06:29,5.0
217,76715,RUHSM074,CL01,R1,CCTV,,,,24.686916666666665,46.63178333333333,,الرياض,Riyadh,1,شارع عمرو الضميري (السفارات),Amr Aldamri St(Al Safarat),E,شارع عمرو الضميري (السفارات),Amr Aldamri St(Al Safarat),,,,,,,80074.0,2025-02-12 11:47:27,3.0
218,76717,RUHSM093,CL01,R1,CCTV,,,,24.83325,46.8204,,الرياض,Riyadh,1,طريق الدمام,Dammam Road,W,طريق الدمام,Dammam Road,,,,,,,80093.0,2024-12-08 14:06:29,4.0
219,76720,RUHSM128,CL01,R1,CCTV,,,,24.69815,46.678916666666666,,الرياض,Riyadh,1,طريق الملك فهد,King Fahd Rd,S,طريق الملك فهد,King Fahd Rd,,,,,,,80128.0,2025-01-27 11:20:46,4.0
220,76721,RUHSM136,CL01,R1,CCTV,,,,24.620266666666662,46.58083333333333,,الرياض,Riyadh,1,الطريق الدائري الغربي,Western Ring Road,N,الطريق الدائري الغربي,Western Ring Road,,,,,,,80136.0,2025-02-12 11:47:27,4.0
221,76722,RUHSM156,CL01,R1,CCTV,,,,24.72555,46.77981666666667,,الرياض,Riyadh,1,طريق خريص,Khurais Rd,E,طريق خريص,Khurais Rd,,,,,,,80156.0,2024-12-08 14:06:30,4.0
222,76723,RUHSM161,CL01,R1,CCTV,,,,24.633466666666667,46.811933333333336,,الرياض,Riyadh,1,طريق الدائري الجنوبي,Southern Ring Rd,E,طريق الدائري الجنوبي,Southern Ring Rd,,,,,,,80161.0,2025-02-12 11:47:27,5.0
223,76724,RUHSM165,CL01,R1,CCTV,,,,24.57985,46.55166666666667,,الرياض,Riyadh,1,شارع بلال بن رباح,Bilal Ibn Rabah Rd,W,شارع بلال بن رباح,Bilal Ibn Rabah Rd,,,,,,,80165.0,2025-01-27 11:20:42,4.0
224,76725,RUHSM169,CL01,R1,CCTV,,,,24.59786666666667,46.61736666666667,,الرياض,Riyadh,1,طريق حمزة بن عبدالمطلب,Hamzah Ibn Abdul Muttalib Rd,N,طريق حمزة بن عبدالمطلب,Hamzah Ibn Abdul Muttalib Rd,,,,,,,80169.0,2025-02-12 11:47:27,4.0
225,76726,RUHSM174,CL01,R1,CCTV,,,,24.50808333333333,46.9287,,الرياض,Riyadh,1,طريق الخرج,Al Kharj Road,S,طريق الخرج,Al Kharj Road,,,,,,,80174.0,2025-01-27 11:20:46,3.0
226,76728,RUHSM189,CL01,R1,CCTV,,,,24.6013,46.63955,,الرياض,Riyadh,1,شارع ابن الجوزي,Ibn Al Jauzi Street,S,شارع ابن الجوزي,Ibn Al Jauzi Street,,,,,,,80189.0,2025-01-27 11:20:42,4.0
227,76729,RUHSM211,CL01,R1,CCTV,,,,24.743166666666667,46.80018333333334,,الرياض,Riyadh,1,طريق عبدالرحمن الناصر,Abdulrahaman An Nasir,N,طريق عبدالرحمن الناصر,Abdulrahaman An Nasir,,,,,,,80211.0,2024-12-08 14:06:29,3.0
228,76731,RUHSM216,CL01,R1,CCTV,,,,24.5873,46.588683333333336,,الرياض,Riyadh,1,طريق خديجه بنت خويلد,Khadijah bint khuwailid Rd,W,طريق خديجه بنت خويلد,Khadijah bint khuwailid Rd,,,,,,,80216.0,2025-01-27 11:20:42,4.0
229,76732,RUHSM228,CL01,R1,CCTV,,,,24.73953333333333,46.595933333333335,,الرياض,Riyadh,1,الطريق الدائري الشمالي,Northern Ring Road,W,الطريق الدائري الشمالي,Northern Ring Road,,,,,,,80228.0,2025-01-27 11:20:42,6.0
230,76733,RUHSM251,CL01,R1,CCTV,,,,24.796266666666668,46.77818333333333,,الرياض,Riyadh,1,طريق الإمام عبدالله بن سعود بن أشبيلية,Imam Abdullah Bin Saud Bin Abdulaziz Rd,W,طريق الإمام عبدالله بن سعود بن أشبيلية,Imam Abdullah Bin Saud Bin Abdulaziz Rd,,,,,,,80251.0,2025-02-12 11:47:28,3.0
231,76734,RUHSM260,CL01,R1,CCTV,,,,24.618266666666667,46.535266666666665,,الرياض,Riyadh,1,"شارع الشفاء, ظهرة لبن",Al Shafa Rd,W,"شارع الشفاء, ظهرة لبن",Al Shafa Rd,,,,,,,80260.0,2024-12-08 14:06:27,4.0
232,76735,RUHSM261,CL01,R1,CCTV,,,,24.82205,46.83245,,الرياض,Riyadh,1,طريق الإمام عبدالله بن سعود بن عبدالعزيز,Imam Abdullah Ibn Saud Ibn Abdulaziz Rd,W,طريق الإمام عبدالله بن سعود بن عبدالعزيز,Imam Abdullah Ibn Saud Ibn Abdulaziz Rd,,,,,,,80261.0,2025-02-12 11:47:27,5.0
233,76736,RUHSM270,CL01,R1,CCTV,,,,24.642316666666662,46.7355,,الرياض,Riyadh,1,طريق الخرج,Al Kharj Rd,S,طريق الخرج,Al Kharj Rd,,,,,,,80270.0,2024-12-08 14:06:27,5.0
234,76737,RUHSM278,CL01,R1,CCTV,,,,24.676033333333333,46.8503,,الرياض,Riyadh,1,طريق شبه الجزيرة,Shibh Al Jazirah Rd,N,طريق شبه الجزيرة,Shibh Al Jazirah Rd,,,,,,,80278.0,2024-12-08 14:06:27,5.0
235,76738,RUHSM296,CL01,R1,CCTV,,,,24.778033333333333,46.78086666666667,,الرياض,Riyadh,1,طريق الملك عبدالله ,King Abdullah Road,W,طريق الملك عبدالله ,King Abdullah Road,,,,,,,80296.0,2024-12-08 14:06:30,4.0
236,76739,RUHSM305,CL01,R1,CCTV,,,,24.83785,46.65596666666666,,الرياض,Riyadh,1,طريق ابو بكر الصديق,Abi Bakr As Siddiq Rd,S,طريق ابو بكر الصديق,Abi Bakr As Siddiq Rd,,,,,,,80305.0,2025-01-27 11:20:46,4.0
237,76740,RUHSM316,CL01,R1,CCTV,,,,24.54188333333333,46.70388333333333,,الرياض,Riyadh,1,الخليفة المامون,Al Khalifah Al Maamoun,N,الخليفة المامون,Al Khalifah Al Maamoun,,80.0,80.0,80.0,,,80316.0,2024-12-08 14:06:33,4.0
238,76741,RUHSM326,CL01,R1,CCTV,,,,24.57881666666667,46.74155,,الرياض,Riyadh,1,طريق النصر,An Nasr Rd,W,طريق النصر,An Nasr Rd,,,,,,,80326.0,2025-02-12 11:47:28,3.0
239,76745,RUHSM380,CL01,R1,CCTV,,,,24.84143333333333,46.80636666666667,,الرياض,Riyadh,1,شارع وادي الساحل,Al Sahel Valley St,N,شارع وادي الساحل,Al Sahel Valley St,,,,,,,80380.0,2025-02-12 11:47:28,5.0
240,76751,RUHSM433,CL01,R1,CCTV,,,,24.890686,46.807975,,الرياض,Riyadh,1,طريق الثمامة,Ath Thumamah Rd,S,طريق الثمامة,Ath Thumamah Rd,,,,,,,,2024-12-08 14:06:34,3.0
241,76753,RUHSM467,CL01,R1,CCTV,,,,24.626622,46.520031,,الرياض,Riyadh,1,طريق الطايف,Taif Rd,W,طريق الطايف,Taif Rd,,,,,,,,2025-01-27 11:20:47,4.0
242,76756,RUHSM526,CL01,R1,CCTV,,,,25.012967,46.681,,الرياض,Riyadh,1,طريق المطار بنبان,Airport Banban Rd,N,طريق المطار بنبان,Airport Banban Rd,,,,,,,,2025-02-12 11:47:28,2.0
243,76757,RUHSM530,CL01,R1,CCTV,,,,24.607167,46.659944,,الرياض,Riyadh,1,طريق معاوية بن ابي سفيان,Muawiyah Ibn Abi Sufyan Road,N,طريق معاوية بن ابي سفيان,Muawiyah Ibn Abi Sufyan Road,,,,,,,,2025-02-12 11:47:27,3.0
244,76758,RUHTE305,CL01,R1,CCTV,,,,24.59018333333333,46.76831666666666,,الرياض,Riyadh,1,طريق النصر,An Nasr Rd,E,طريق النصر,An Nasr Rd,,,,,,,84305.0,2024-12-08 14:06:33,3.0
245,76759,RUHTE312,CL01,R1,CCTV,,,,24.724816666666666,46.8466,,الرياض,Riyadh,1,شارع أبي هريرة,Abi Hourairah Street,S,شارع أبي هريرة,Abi Hourairah Street,,,,,,,84312.0,2025-02-12 11:47:28,4.0
246,76760,RUHTE318,CL01,R1,CCTV,,,,24.8014,46.78305,,الرياض,Riyadh,1,طريق الصحابة,Al Sahaba Rd,N,طريق الصحابة,Al Sahaba Rd,,,,,,,84318.0,2024-12-08 14:06:33,5.0
247,76761,RUHTE319,CL01,R1,CCTV,,,,24.8014,46.78305,,الرياض,Riyadh,1,طريق الصحابة,Al Sahaba Rd,S,طريق الصحابة,Al Sahaba Rd,,,,,,,84319.0,2024-12-08 14:06:33,5.0
25,42947,RUHSM196,CL01,R1,CCTV,,,,24.795667,46.650467,,الرياض,Riyadh,1,طريق الثمامة,Ath Thumamah Rd,E,طريق الثمامة,Ath Thumamah Rd,,,,,,,,2025-09-02 11:50:00,4.0
0,42900,RUHSM300,CL01,R1,CCTV,,,,,,,الرياض,Riyadh,1,,,,,,,,,,,,80001.0,2025-02-12 11:47:27,3.0
