Unnamed: 0.1,Unnamed: 0,location,clientindex,region_code,typeofplace,speedallowed,constantdevice,constantplace,geolatitude,geolongitude,geoformat,city_name_arabic,city_name_english,nic_code,Streat_Name_Arabic,Streat_Name_English,Direction,Province_arabic,Province_english,address09,Bus_Speed,Car_Speed,Truck_Speed,address13,address14,address15,ingestion_date,number_of_lanes
98,62946,RUHSM072,CL01,R1,CCTV,,,,24.6713,46.62246666666667,,الرياض,Riyadh,1,شارع عبدالله السهمي (السفارات),Abdullah AlSahmi St(Al Safarat),S,شارع عبدالله السهمي (السفارات),Abdullah AlSahmi St(Al Safarat),,,,,,,80072.0,2025-02-12 11:47:27,3.0
99,62947,RUHSM080,CL01,R1,CCTV,,,,24.55901666666667,46.62278333333333,,الرياض,Riyadh,1,الشيخ اسحاق بن عبد الرحمن بن حسن,Shaikh Abdul Rahman Ibn Hassan,W,الشيخ اسحاق بن عبد الرحمن بن حسن,Shaikh Abdul Rahman Ibn Hassan,,,,,,,80080.0,2025-01-27 11:20:46,3.0
100,62948,RUHSM095,CL01,R1,CCTV,,,,24.780066666666663,46.85296666666667,,الرياض,Riyadh,1,طريق خريص,Khurais Rd,E,طريق خريص,Khurais Rd,,,,,,,80095.0,2025-01-27 11:20:46,4.0
101,62949,RUHSM096,CL01,R1,CCTV,,,,24.53495,46.69826666666667,,الرياض,Riyadh,1,طريق الخليفة المأمون,Al Khalifah Al Mamoon,N,طريق الخليفة المأمون,Al Khalifah Al Mamoon,,,,,,,80096.0,2025-02-12 11:47:27,4.0
102,62951,RUHSM106,CL01,R1,CCTV,,,,24.708783333333333,46.765883333333335,,الرياض,Riyadh,1,طريق الدائري الشرقي,Eastern Ring Rd,N,طريق الدائري الشرقي,Eastern Ring Rd,,,,,,,80106.0,2025-02-12 11:47:27,5.0
103,62952,RUHSM113,CL01,R1,CCTV,,,,24.5972,46.60825,,الرياض,Riyadh,1,شارع الإمام أبي حنيفة,Al Imam Abi Hanifah,E,شارع الإمام أبي حنيفة,Al Imam Abi Hanifah,,,,,,,80113.0,2024-12-08 14:06:28,3.0
104,62954,RUHSM121,CL01,R1,CCTV,,,,24.6461,46.68585,,الرياض,Riyadh,1,طريق الأميرطلال بن عبدالعزيز,Prince Talal bin Abdulaziz Rd,E,طريق الأميرطلال بن عبدالعزيز,Prince Talal bin Abdulaziz Rd,,,,,,,80121.0,2025-01-27 11:20:42,3.0
105,62955,RUHSM122,CL01,R1,CCTV,,,,24.79585,46.72963333333333,,الرياض,Riyadh,1,طريق الدمام,Dammam Rd,W,طريق الدمام,Dammam Rd,,,,,,,80122.0,2025-02-12 11:47:27,6.0
106,62958,RUHSM168,CL01,R1,CCTV,,,,24.584416666666662,46.75488333333333,,الرياض,Riyadh,1,شارع النصر,An Nasr Rd,E,شارع النصر,An Nasr Rd,,,,,,,80168.0,2024-12-08 14:06:30,4.0
107,62959,RUHSM178,CL01,R1,CCTV,,,,25.0158,46.76663333333333,,الرياض,Riyadh,1,طريق الجنادرية,Al Janadriyah Road,N,طريق الجنادرية,Al Janadriyah Road,,,,,,,80178.0,2025-02-12 11:47:27,2.0
108,62961,RUHSM192,CL01,R1,CCTV,,,,24.812933333333334,46.676033333333336,,الرياض,Riyadh,1,شارع الثمامة الندى,Ath Thumamah Rd,N,شارع الثمامة الندى,Ath Thumamah Rd,,,,,,,80192.0,2024-12-08 14:06:27,4.0
109,62962,RUHSM198,CL01,R1,CCTV,,,,24.769416666666668,46.66835,,الرياض,Riyadh,1,طريق الملك عبدالعزيز,King Abdulaziz Rd,S,طريق الملك عبدالعزيز,King Abdulaziz Rd,,,,,,,80198.0,2025-02-12 11:47:27,5.0
110,62965,RUHSM250,CL01,R1,CCTV,,,,24.796266666666668,46.77818333333333,,الرياض,Riyadh,1,طريق الإمام عبدالله بن سعود بن أشبيلية,Imam Abdullah Bin Saud Bin Abdulaziz Rd,E,طريق الإمام عبدالله بن سعود بن أشبيلية,Imam Abdullah Bin Saud Bin Abdulaziz Rd,,,,,,,80250.0,2025-02-12 11:47:28,3.0
111,62968,RUHSM313,CL01,R1,CCTV,,,,25.02113333333333,46.613166666666665,,الرياض,Riyadh,1,طريق بنبان المطار,Banban Airport Rd,W,طريق بنبان المطار,Banban Airport Rd,,,,,,,80313.0,2025-01-27 11:20:48,3.0
112,62970,RUHSM345,CL01,R1,CCTV,,,,24.6961,46.85628333333333,,الرياض,Riyadh,1,طريق الدائري الثاني,Second Ring Road,S,طريق الدائري الثاني,Second Ring Road,,,,,,,80345.0,2025-01-27 11:20:48,5.0
113,62971,RUHSM358,CL01,R1,CCTV,,,,24.7911,46.63208333333333,,الرياض,Riyadh,1,طريق الملك فهد,King Fahd Rd,N,طريق الملك فهد,King Fahd Rd,,,,,,,80358.0,2024-12-08 14:06:33,3.0
114,62972,RUHSM369,CL01,R1,CCTV,,,,24.63518333333333,46.62235,,الرياض,Riyadh,1,طريق الأمير أحمد بن عبدالعزيز,Prince Ahmed Bin Abdulaziz Rd,E,طريق الأمير أحمد بن عبدالعزيز,Prince Ahmed Bin Abdulaziz Rd,,,,,,,80369.0,2025-01-27 11:20:48,3.0
115,62975,RUHSM396,CL01,R1,CCTV,,,,24.32938333333333,46.8736,,الرياض,Riyadh,1,طريق الحاير حوطة بني تميم,Al Haeer Hawtat Bni Tamim Rd,S,طريق الحاير حوطة بني تميم,Al Haeer Hawtat Bni Tamim Rd,,,,,,,,2024-12-08 14:06:34,3.0
116,62977,RUHSM452,CL01,R1,CCTV,,,,24.643596,46.692947,,الرياض,Riyadh,1,الامام عبدالعزيز بن محمد بن سعود,Al Imam AbdulAziz Bin Muhammad Bin Saud,N,الامام عبدالعزيز بن محمد بن سعود,Al Imam AbdulAziz Bin Muhammad Bin Saud,,,,,,,,2024-12-08 14:06:34,3.0
117,62978,RUHSM458,CL01,R1,CCTV,,,,24.819466666666667,46.75208333333333,,الرياض,Riyadh,1,عبد الرحمن الناصر,Abd Al Rahman Al Naser,N,عبد الرحمن الناصر,Abd Al Rahman Al Naser,,,,,,,,2025-01-27 11:20:50,3.0
118,62979,RUHSM460,CL01,R1,CCTV,,,,24.584953,46.655223,,الرياض,Riyadh,1,عائشة بنت ابي بكر,Ayesha Bint Abi Bakar,W,عائشة بنت ابي بكر,Ayesha Bint Abi Bakar,,,,,,,,2024-12-08 14:06:34,3.0
119,62981,RUHSM525,CL01,R1,CCTV,,,,25.012967,46.681,,الرياض,Riyadh,1,طريق المطار بنبان,Airport Banban Rd,S,طريق المطار بنبان,Airport Banban Rd,,,,,,,,2025-02-12 11:47:28,2.0
120,62982,RUHSM540,CL01,R1,CCTV,,,,24.6255,46.684805,,الرياض,Riyadh,1,الأمير فهد بن فيصل بن فرحان,Prince Fahad Bin Faisal Bin Farhan,W,الأمير فهد بن فيصل بن فرحان,Prince Fahad Bin Faisal Bin Farhan,,,,,,,,2025-01-27 11:20:47,2.0
121,62983,RUHSM541,CL01,R1,CCTV,,,,24.6255,46.684805,,الرياض,Riyadh,1,الأمير فهد بن فيصل بن فرحان,Prince Fahad Bin Faisal Bin Farhan,E,الأمير فهد بن فيصل بن فرحان,Prince Fahad Bin Faisal Bin Farhan,,,,,,,,2025-02-12 11:47:27,2.0
122,62984,RUHSM576,CL01,R1,CCTV,,,,24.856315,46.737353,,الرياض,Riyadh,1,طريق السدر,AL SIDR ROAD,N,طريق السدر,AL SIDR ROAD,,,,,,,,2025-02-12 11:47:27,3.0
123,62985,RUHTE309,CL01,R1,CCTV,,,,24.652466666666665,46.837066666666665,,الرياض,Riyadh,1,طريق الأمير محمد بن عبدالرحمن بن عبدالعزيز,Prince Mohammed Bin Abdulrahman Bin Abdulaziz,S,طريق الأمير محمد بن عبدالرحمن بن عبدالعزيز,Prince Mohammed Bin Abdulrahman Bin Abdulaziz,,,,,,,84309.0,2024-12-08 14:06:33,5.0
124,62986,RUHTE313,CL01,R1,CCTV,,,,24.72488333333333,46.84673333333333,,الرياض,Riyadh,1,شارع أبي هريرة,Abi Hourairah Street,N,شارع أبي هريرة,Abi Hourairah Street,,,,,,,84313.0,2024-12-08 14:06:33,4.0
125,62987,RUHTE316,CL01,R1,CCTV,,,,24.6132,46.82175,,الرياض,Riyadh,1,امتداد الطريق الدائري الشرقي,Eastern Ring Rd Ext,N,امتداد الطريق الدائري الشرقي,Eastern Ring Rd Ext,,,,,,,84316.0,2025-01-27 11:20:48,3.0
126,62988,RUHTE326,CL01,R1,CCTV,,,,24.84293333333333,46.6314,,الرياض,Riyadh,1,طريق الملك عبدالعزيز,King Abdul Aziz Rd,N,طريق الملك عبدالعزيز,King Abdul Aziz Rd,,,,,,,84326.0,2025-01-27 11:20:48,3.0
127,62989,RUHTE335,CL01,R1,CCTV,,,,24.631066666666666,46.87553333333334,,الرياض,Riyadh,1,الطريق الدائري الثاني,Second Ring Rd,S,الطريق الدائري الثاني,Second Ring Rd,,,,,,,84335.0,2025-02-12 11:47:28,4.0
128,66991,RUHSM022,CL01,R1,CCTV,,,,24.6703,46.66043333333333,,الرياض,Riyadh,1,طريق الملك خالد مع شارع ام الحمام باتجاه الشمال,King Khaled Road North,N,طريق الملك خالد مع شارع ام الحمام باتجاه الشمال ,King Khaled Road North,,,,,,,80022.0,2024-12-08 14:06:27,3.0
129,66992,RUHSM025,CL01,R1,CCTV,,,,24.76493333333333,46.65618333333333,,الرياض,Riyadh,1,الدائري الشمالي قبل مخرج 4,North Ring Road before Exit 4,W,الدائري الشمالي قبل مخرج 4,North Ring Road before Exit 4,,,,,,,80025.0,2024-12-08 14:06:27,6.0
130,66993,RUHSM026,CL01,R1,CCTV,,,,24.77313333333333,46.73193333333333,,الرياض,Riyadh,1,الدائري الشرقي قبل مخرج 10,Eastern Ring Road Before Exit 10,S,الدائري الشرقي قبل مخرج 10 ,Eastern Ring Road Before Exit 10,,,,,,,80026.0,2025-01-27 11:20:44,5.0
131,66995,RUHSM055,CL01,R1,CCTV,,,,24.611083333333333,46.70705,,الرياض,Riyadh,1,طريق الملك فهد,King Fahad Rd,N,طريق  الملك فهد,King Fahad Rd,24\24,,,,,,80055.0,2025-02-12 11:47:27,4.0
132,66996,RUHSM057,CL01,R1,CCTV,,,,24.665766666666663,46.61925,,الرياض,Riyadh,1,طريق مكة المكرمة,Makkah Al Mukarramah Rd ,E,طريق مكة المكرمة ,Makkah Al Mukarramah Rd ,,,,,,,80057.0,2024-12-08 14:06:27,5.0
133,66998,RUHSM110,CL01,R1,CCTV,,,,24.84088333333333,46.55308333333333,,الرياض,Riyadh,1,طريق صلبوخ ,Salbukh Rd,S,طريق صلبوخ ,Salbukh Rd,,,,,,,80110.0,2025-02-12 11:47:27,3.0
134,66999,RUHSM125,CL01,R1,CCTV,,,,24.77188333333333,46.73256666666666,,الرياض,Riyadh,1,طريق الدائري الشرقي,Eastern Ring Rd,S,طريق الدائري الشرقي,Eastern Ring Rd,,,,,,,80125.0,2025-02-12 11:47:27,5.0
135,67001,RUHSM141,CL01,R1,CCTV,,,,24.87698333333333,46.8059,,الرياض,Riyadh,1,طريق الثمامة,Ath Thumamah Rd,N,طريق الثمامة,Ath Thumamah Rd,,,,,,,80141.0,2025-02-12 11:47:27,3.0
136,67002,RUHSM142,CL01,R1,CCTV,,,,24.567416666666663,46.655483333333336,,الرياض,Riyadh,1,الطريق الدائري الجنوبي,Southern Ring Road,W,الطريق الدائري الجنوبي,Southern Ring Road,,,,,,,80142.0,2025-01-27 11:20:46,6.0
137,67003,RUHSM148,CL01,R1,CCTV,,,,24.60365,46.6192,,الرياض,Riyadh,1,"طريق الإمام أبي حنيفة, العريجاء الأوسط",Al Imam Abi Hanifah Road,W,"طريق الإمام أبي حنيفة, العريجاء الأوسط",Al Imam Abi Hanifah Road,,,,,,,80148.0,2024-12-08 14:06:28,3.0
138,67006,RUHSM207,CL01,R1,CCTV,,,,24.743,46.604866666666666,,الرياض,Riyadh,1,الطريق الدائري الشمالي,Northern Ring Rd,E,الطريق الدائري الشمالي,Northern Ring Rd,,,,,,,80207.0,2025-01-27 11:20:44,5.0
139,67009,RUHSM240,CL01,R1,CCTV,,,,24.648816666666665,46.7142,,الرياض,Riyadh,1,الامير عبدالعزيز بن مساعد بن جلوي,Prince Abdulaziz Ibn Musaid Ibn Jalawi St,S,الامير عبدالعزيز بن مساعد بن جلوي,Prince Abdulaziz Ibn Musaid Ibn Jalawi St,,,,,,,80240.0,2025-02-12 11:47:27,4.0
140,67010,RUHSM242,CL01,R1,CCTV,,,,24.562183333333333,46.53111666666667,,الرياض,Riyadh,1,طريق أحمد بن الخطاب,Ahmad Ibn Alkhattab,S,طريق أحمد بن الخطاب,Ahmad Ibn Alkhattab,,,,,,,80242.0,2025-01-27 11:20:43,3.0
141,67011,RUHSM263,CL01,R1,CCTV,,,,24.762016666666668,46.81105,,الرياض,Riyadh,1,طريق سلمان الفارسي,Salman Al Farsi,S,طريق سلمان الفارسي,Salman Al Farsi,,,,,,,80263.0,2024-12-08 14:06:27,4.0
142,67012,RUHSM275,CL01,R1,CCTV,,,,24.8343,46.790866666666666,,الرياض,Riyadh,1,شارع الشيخ جابر الأحمد الصباح,Ashaikh Jaber Alahmed Alsabah Rd,N,شارع الشيخ جابر الأحمد الصباح,Ashaikh Jaber Alahmed Alsabah Rd,,,,,,,80275.0,2025-02-12 11:47:27,3.0
143,67014,RUHSM286,CL01,R1,CCTV,,,,24.67193333333333,46.55823333333333,,الرياض,Riyadh,1,الطريق الدائري الغربي,Western Ring Road,S,الطريق الدائري الغربي,Western Ring Road,,,,,,,80286.0,2025-02-12 11:47:27,5.0
144,67015,RUHSM315,CL01,R1,CCTV,,,,24.54188333333333,46.70388333333333,,الرياض,Riyadh,1,الخليفة المامون,Al Khalifah Al Maamoun,S,الخليفة المامون,Al Khalifah Al Maamoun,,80.0,80.0,80.0,,,80315.0,2025-01-27 11:20:48,4.0
145,67016,RUHSM340,CL01,R1,CCTV,,,,24.928733333333334,46.71673333333333,,الرياض,Riyadh,1,طريق المطار,Airport Road,S,طريق المطار,Airport Road,,,,,,,80340.0,2025-02-12 11:47:27,3.0
146,67017,RUHSM397,CL01,R1,CCTV,,,,24.32938333333333,46.8736,,الرياض,Riyadh,1,طريق الحاير حوطة بني تميم,Al Haeer Hawtat Bni Tamim Rd,N,طريق الحاير حوطة بني تميم,Al Haeer Hawtat Bni Tamim Rd,,,,,,,,2024-12-08 14:06:34,3.0
147,67020,RUHSM451,CL01,R1,CCTV,,,,24.643596,46.692947,,الرياض,Riyadh,1,الامام عبدالعزيز بن محمد بن سعود,Al Imam AbdulAziz Bin Muhammad Bin Saud,S,الامام عبدالعزيز بن محمد بن سعود,Al Imam AbdulAziz Bin Muhammad Bin Saud,,,,,,,,2025-02-12 11:47:28,3.0
148,67021,RUHSM455,CL01,R1,CCTV,,,,24.55205,46.6119,,الرياض,Riyadh,1,طريق نجم الدين الايوبي الفرعي,Najm Al Din Al Ayoubi,E,طريق نجم الدين الايوبي الفرعي,Najm Al Din Al Ayoubi,,,,,,,,2025-01-27 11:20:50,3.0
149,67025,RUHSM542,CL01,R1,CCTV,,,,24.906995,46.643326,,الرياض,Riyadh,1,طريق عثمان بن عفان,Othman Bin Affan Rd,W,طريق عثمان بن عفان,Othman Bin Affan Rd,,,,,,,,2025-01-27 11:20:47,4.0
150,67026,RUHSM560,CL01,R1,CCTV,,,,24.544083,46.880639,,الرياض,Riyadh,1,شارع محمد ابي نقطة,Street Muhammad Abi Naqta,W,شارع محمد ابي نقطة,Street Muhammad Abi Naqta,,,,,,,,2025-01-27 11:20:47,2.0
151,67027,RUHTE306,CL01,R1,CCTV,,,,24.59018333333333,46.76831666666666,,الرياض,Riyadh,1,طريق النصر,An Nasr Rd,W,طريق النصر,An Nasr Rd,,,,,,,84306.0,2025-01-27 11:20:48,3.0
152,67028,RUHTE320,CL01,R1,CCTV,,,,24.58223333333333,46.80088333333333,,الرياض,Riyadh,1,طريق عرفات,Arafat Rd,E,طريق عرفات,Arafat Rd,,,,,,,84320.0,2024-12-08 14:06:32,4.0
153,67029,RUHTE327,CL01,R1,CCTV,,,,25.00195,46.525016666666666,,الرياض,Riyadh,1,طريق الملك فهد,King Fahd Rd,S,طريق الملك فهد,King Fahd Rd,,,,,,,84327.0,2025-02-12 11:47:28,3.0
154,67030,RUHTE329,CL01,R1,CCTV,,,,24.79765,46.64035,,الرياض,Riyadh,1,طريق الامام سعود بن فيصل,Al Imam Saud Ibn Faysal Rd,E,طريق الامام سعود بن فيصل,Al Imam Saud Ibn Faysal Rd,,,,,,,84329.0,2024-12-08 14:06:33,5.0
155,67031,RUHTE336,CL01,R1,CCTV,,,,24.90545,46.5742,,الرياض,Riyadh,1,طريق الملك فهد,King Fahd Rd,N,طريق الملك فهد,King Fahd Rd,,,,,,,84336.0,2025-01-27 11:20:48,4.0
156,68215,RUHSM002,CL01,R1,CCTV,,,,24.74018333333333,46.62716666666667,,الرياض,Riyadh,1,طريق الامير تركي الاول باتجاه الشمال,Prince Turki  Road North,N,,,,,,,,,80002.0,2025-01-27 11:20:41,3.0
157,68217,RUHSM024,CL01,R1,CCTV,,,,24.68005,46.65436666666667,,الرياض,Riyadh,1,طريق ام الحمام,Um Al Hamam Road,S,طريق ام الحمام,Um Al Hamam Road,,,,,,,80024.0,2024-12-08 14:06:27,3.0
158,68218,RUHSM030,CL01,R1,CCTV,,,,25.00143333333333,46.77085,,الرياض,Riyadh,1,طريق الثمامه باتجاه الجنوب,Thumammah Road South ,S,طريق الثمامه باتجاه الجنوب ,Thumammah Road South ,,,,,,,80030.0,2025-01-27 11:20:42,3.0
159,68219,RUHSM038,CL01,R1,CCTV,,,,24.68463333333333,46.70228333333333,,الرياض,Riyadh,1,طريق مكة المكرمة,Makkah Al Mukarramah Rd,W,,,,,,,,,80038.0,2025-02-12 11:47:27,4.0
160,68222,RUHSM044,CL01,R1,CCTV,,,,24.84,46.60716666666666,,الرياض,Riyadh,1,طريق الملك فهد,King Fahad Road,S,,,,,,,,,80044.0,2025-02-12 11:47:27,4.0
161,68223,RUHSM054,CL01,R1,CCTV,,,,24.612366666666667,46.70673333333333,,الرياض,Riyadh,1,طريق الملك فهد,King Fahad Rd,S,طريق  الملك فهد,King Fahad Rd,24\24,,,,,,80054.0,2025-02-12 11:47:27,4.0
162,68226,RUHSM069,CL01,R1,CCTV,,,,24.565566666666665,46.6251,,الرياض,Riyadh,1,طريق الدائري الغربي,Western Ring Rd,E,طريق الدائري الغربي,Western Ring Rd,,,,,,,80069.0,2025-01-27 11:20:43,5.0
163,68227,RUHSM078,CL01,R1,CCTV,,,,24.810866666666666,46.734633333333335,,الرياض,Riyadh,1,طريق سعيد بن زيد,Said Ibn Zayd Rd,S,طريق سعيد بن زيد,Said Ibn Zayd Rd,,,,,,,80078.0,2024-12-08 14:06:30,3.0
164,68228,RUHSM079,CL01,R1,CCTV,,,,24.55901666666667,46.62278333333333,,الرياض,Riyadh,1,الشيخ اسحاق بن عبد الرحمن بن حسن,Shaikh Abdul Rahman Ibn Hassan,E,الشيخ اسحاق بن عبد الرحمن بن حسن,Shaikh Abdul Rahman Ibn Hassan,,,,,,,80079.0,2025-02-12 11:47:27,2.0
165,68229,RUHSM097,CL01,R1,CCTV,,,,24.597966666666668,46.74375,,الرياض,Riyadh,1,طريق الدائري الجنوبي,Southern Ring Rd,S,طريق الدائري الجنوبي,Southern Ring Rd,,,,,,,80097.0,2025-01-27 11:20:46,5.0
166,68230,RUHSM188,CL01,R1,CCTV,,,,24.6013,46.63955,,الرياض,Riyadh,1,شارع ابن الجوزي,Ibn Al Jauzi Street,N,شارع ابن الجوزي,Ibn Al Jauzi Street,,,,,,,80188.0,2025-01-27 11:20:46,4.0
167,68236,RUHSM221,CL01,R1,CCTV,,,,24.640366666666665,46.75481666666667,,الرياض,Riyadh,1,طريق المدينة المنورة,Al Madinah Al Munawwarah Rd,E,طريق المدينة المنورة,Al Madinah Al Munawwarah Rd,,,,,,,80221.0,2024-12-08 14:06:27,4.0
168,73856,RUHSM224,CL01,R1,CCTV,,,,24.74643333333333,46.82353333333333,,الرياض,Riyadh,1,طريق حسان بن ثابت,Hassan Ibn Thabit Road,N,طريق حسان بن ثابت,Hassan Ibn Thabit Road,,,,,,,80224.0,2024-12-08 14:06:27,3.0
169,73857,RUHSM239,CL01,R1,CCTV,,,,24.495066666666663,46.94385,,الرياض,Riyadh,1,طريق الخرج,Al Kharj Rd,N,طريق الخرج,Al Kharj Rd,,,,,,,80239.0,2025-01-27 11:20:43,3.0
170,73858,RUHSM243,CL01,R1,CCTV,,,,24.562183333333333,46.53111666666667,,الرياض,Riyadh,1,طريق أحمد بن الخطاب,Ahmad Ibn Alkhattab,N,طريق أحمد بن الخطاب,Ahmad Ibn Alkhattab,,,,,,,80243.0,2025-01-27 11:20:43,3.0
171,73859,RUHSM249,CL01,R1,CCTV,,,,24.559183333333333,46.5683,,الرياض,Riyadh,1,"شارع أحمد بن الخطاب, ظهرة نمار",Ahmad Ibn Alkhatab street,N,"شارع أحمد بن الخطاب, ظهرة نمار",Ahmad Ibn Alkhatab street,,,,,,,80249.0,2025-02-12 11:47:27,4.0
172,73860,RUHSM253,CL01,R1,CCTV,,,,24.6505,46.78478333333334,,الرياض,Riyadh,1,"طريق المدينة المنورة, الفيصلية",Al Madinah Al Munawwarah Rd,E,"طريق المدينة المنورة, الفيصلية",Al Madinah Al Munawwarah Rd,,,,,,,80253.0,2024-12-08 14:06:29,3.0
173,73861,RUHSM255,CL01,R1,CCTV,,,,24.6013,46.69815,,الرياض,Riyadh,1,شارع السويدي العام,Al Suwaidi  Al Am St ,W,شارع السويدي العام,Al Suwaidi  Al Am St ,,,,,,,80255.0,2024-12-08 14:06:27,4.0
174,73863,RUHSM268,CL01,R1,CCTV,,,,24.5687,46.52791666666667,,الرياض,Riyadh,1,سليمان بن عبدالملك بن مروان,Sulayman Ibn Abdulmalik Ibn Marwan,S,سليمان بن عبدالملك بن مروان,Sulayman Ibn Abdulmalik Ibn Marwan,,,,,,,80268.0,2025-02-12 11:47:27,3.0
175,73864,RUHSM269,CL01,R1,CCTV,,,,24.5687,46.52791666666667,,الرياض,Riyadh,1,سليمان بن عبدالملك بن مروان,Sulayman Ibn Abdulmalik Ibn Marwan,N,سليمان بن عبدالملك بن مروان,Sulayman Ibn Abdulmalik Ibn Marwan,,,,,,,80269.0,2024-12-08 14:06:27,3.0
176,73865,RUHSM287,CL01,R1,CCTV,,,,24.64325,46.5462,,الرياض,Riyadh,1,طريق الطائف,Taif Rd,W,طريق الطائف,Taif Rd,,,,,,,80287.0,2025-02-12 11:47:27,4.0
177,73871,RUHSM360,CL01,R1,CCTV,,,,24.593366666666668,46.703633333333336,,الرياض,Riyadh,1,طريق الملك فهد,King Fahd Rd,S,طريق الملك فهد,King Fahd Rd,,,,,,,80360.0,2025-01-27 11:20:48,4.0
178,73882,RUHSM546,CL01,R1,CCTV,,,,24.790639,46.854116,,الرياض,Riyadh,1,طريق السلطان قابوس بن سعيد,Sultan Qabus Ibn Saeed Rd,W,طريق السلطان قابوس بن سعيد,Sultan Qabus Ibn Saeed Rd,,,,,,,,2025-01-27 11:20:47,3.0
179,73883,RUHTE311,CL01,R1,CCTV,,,,24.60645,46.73066666666666,,الرياض,Riyadh,1,البطحاء,Al Bathaa,N,البطحاء,Al Bathaa,,,,,,,,2024-12-08 14:06:32,4.0
180,73885,RUHTE317,CL01,R1,CCTV,,,,24.666733333333333,46.55993333333333,,الرياض,Riyadh,1,الطريق الدائري الغربي,Western Ring Rd,N,الطريق الدائري الغربي,Western Ring Rd,,,,,,,84317.0,2025-01-27 11:20:47,5.0
181,73886,RUHTE321,CL01,R1,CCTV,,,,24.582116666666668,46.800916666666666,,الرياض,Riyadh,1,طريق عرفات,Arafat Rd,W,طريق عرفات,Arafat Rd,,,,,,,84321.0,2025-01-27 11:20:48,4.0
182,73887,RUHTE325,CL01,R1,CCTV,,,,24.84293333333333,46.6314,,الرياض,Riyadh,1,طريق الملك عبدالعزيز,King Abdul Aziz Rd,S,طريق الملك عبدالعزيز,King Abdul Aziz Rd,,,,,,,84325.0,2025-02-12 11:47:28,3.0
183,73888,RUHTE332,CL01,R1,CCTV,,,,24.64385,46.5915,,الرياض,Riyadh,1,طريق جدة,Jeddah Rd,W,طريق جدة,Jeddah Rd,,,,,,,84332.0,2024-12-08 14:06:33,4.0
184,75697,RUHSM003,CL01,R1,CCTV,,,,24.754166666666663,46.63236666666667,,الرياض,Riyadh,1,الدائري الشمالي باتجاه الشرق,North Ring to the east,E,,,,,,,,,80003.0,2024-12-08 14:06:27,5.0
185,75699,RUHSM007,CL01,R1,CCTV,,,,24.6727,46.65658333333333,,الرياض,Riyadh,1,شارع الملك خالد مع ام الحمام باتجاه الجنوب,King Khaled Rd,S,,,,,,,,,80007.0,2024-12-08 14:06:28,3.0
186,75701,RUHSM034,CL01,R1,CCTV,,,,24.675466666666665,46.69051666666667,,الرياض,Riyadh,1,طريق الملك فهد,King Fahad Rd,N,طريق الملك فهد,King Fahad Rd,24\24,,,,,,80034.0,2024-12-08 14:06:29,5.0
187,75702,RUHSM049,CL01,R1,CCTV,,,,24.8067,46.75538333333333,,الرياض,Riyadh,1,طريق الدمام,Dammam Rd,W,طريق الدمام,Dammam Rd,,,,,,,80049.0,2024-12-08 14:06:27,5.0
188,75705,RUHSM118,CL01,R1,CCTV,,,,24.53763333333333,46.69106666666666,,الرياض,Riyadh,1,طريق الامام مسلم,Al Imam Muslim,N,طريق الامام مسلم,Al Imam Muslim,,,,,,,80118.0,2025-01-27 11:20:42,3.0
189,75707,RUHSM130,CL01,R1,CCTV,,,,24.6635,46.73083333333334,,الرياض,Riyadh,1,طريق الجامعة,Al Jamiah Rd,W,طريق الجامعة,Al Jamiah Rd,,,,,,,80130.0,2024-12-08 14:06:29,4.0
190,75708,RUHSM131,CL01,R1,CCTV,,,,24.6636,46.73055,,الرياض,Riyadh,1,طريق الجامعة,Al Jamiah Rd,E,طريق الجامعة,Al Jamiah Rd,,,,,,,80131.0,2025-02-12 11:47:27,3.0
191,75711,RUHSM157,CL01,R1,CCTV,,,,24.640816666666662,46.82875,,الرياض,Riyadh,1,طريق الدائري الجنوبي,Southern Ring Rd,E,طريق الدائري الجنوبي,Southern Ring Rd,,,,,,,80157.0,2024-12-08 14:06:29,5.0
192,75712,RUHSM175,CL01,R1,CCTV,,,,24.50808333333333,46.9287,,الرياض,Riyadh,1,طريق الخرج,Al Kharj Road,N,طريق الخرج,Al Kharj Road,,,,,,,80175.0,2025-02-12 11:47:27,3.0
193,75714,RUHSM180,CL01,R1,CCTV,,,,24.66745,46.794916666666666,,الرياض,Riyadh,1,طريق ابي عبيدة عامر بن الجراح,Abu Ubaydah Amir Ibn Aljarrah,W,طريق ابي عبيدة عامر بن الجراح,Abu Ubaydah Amir Ibn Aljarrah,,,,,,,80180.0,2025-02-12 11:47:27,3.0
194,75715,RUHSM181,CL01,R1,CCTV,,,,24.66745,46.794916666666666,,الرياض,Riyadh,1,طريق ابي عبيدة عامر بن الجراح,Abu Ubaydah Amir Ibn Aljarrah,E,طريق ابي عبيدة عامر بن الجراح,Abu Ubaydah Amir Ibn Aljarrah,,,,,,,80181.0,2025-02-12 11:47:27,3.0
195,75720,RUHSM226,CL01,R1,CCTV,,,,24.76363333333333,46.83388333333333,,الرياض,Riyadh,1,طريق ابن الهيثم,Ibn Al Haitham,N,طريق ابن الهيثم,Ibn Al Haitham,,,,,,,80226.0,2025-02-12 11:47:27,3.0
