node_id,lat,lon
1,24.701475446932697,46.8493022483241
2,24.7029460895643,46.8484666275181
3,24.798601240897497,46.6321256210345
4,24.798381547100398,46.631779644388196
5,24.7187566460973,46.762446107687
6,24.720208020784398,46.7647480298131
7,24.652710569155897,46.7297074277533
8,24.652666391381803,46.7296234620138
9,24.5909357386753,46.5932055366729
10,24.5863153290418,46.5931723667519
11,24.645511965058603,46.747106582781704
12,24.646553098316197,46.747058093734395
13,24.604224412656304,46.84275449950599
14,24.604757394969802,46.842241742358894
15,24.831287568387605,46.6155754671051
16,24.833118155813604,46.6199289453304
17,24.663215382547897,46.7187160336652
18,24.663492800289397,46.718735272283496
19,24.729859825057602,46.8163281305166
20,24.7273380820814,46.8122689562315
21,24.6649963389185,46.6912710895014
22,24.664908749271603,46.6948367424557
23,24.7741715010658,46.846225376682206
24,24.773048228610396,46.8450654090181
25,24.8302515277904,46.80046850889399
26,24.8296350094174,46.7989960305346
27,24.6481089707233,46.7286517991788
28,24.6489945402744,46.7283910849965
29,24.8768804090486,46.71384957872851
30,24.8734501585039,46.715562667493295
31,24.607737889171,46.79199656604
32,24.604843484538897,46.805274683575895
33,24.691273278297896,46.635831530859
34,24.691641352256497,46.6349901282111
35,24.688796980942502,46.6374940501495
36,24.94611980493,46.92392409130429
37,24.9417222592088,46.914186838669394
38,24.6302430193989,46.5798977859326
39,24.629582837162104,46.5797820615304
40,24.741792890269103,46.7515047415893
41,24.7434582811089,46.7509596089482
42,24.8632748213943,46.88517879391971
43,24.8676837151294,46.8958014090876
44,24.5659899794154,46.7591685123802
45,24.5667353962845,46.7587358912522
46,24.3282830921845,46.9050665256684
47,24.301151333606896,46.918212731662294
48,24.6964447407779,46.7809714425374
49,24.6951467719202,46.794999707179095
50,24.551144860641898,46.9122015677781
51,24.556690751661,46.9164482150074
52,24.889349014188298,46.63334374104979
53,24.892648646012503,46.6411990662849
54,24.578881748752302,46.7164518677401
55,24.575103334123696,46.7108781206533
56,24.639932427614102,46.743973477150796
57,24.6401114413554,46.7474123743679
58,24.7684850671355,46.688716083440504
59,24.7671067795127,46.6854329905397
60,24.494589391472896,46.7603400566356
61,24.484410921968497,46.774856795105705
62,24.6490721836488,46.6924136355727
63,24.6486459397957,46.6905753068429
64,24.6474582882867,46.6734616998707
65,24.6551057913748,46.671035068862494
66,24.702769456686397,46.6888158627619
67,24.7011117531592,46.6848797185332
68,24.7633389167567,46.777255983514394
69,24.758951122898697,46.770194983471
70,24.831523650328602,46.7834098606347
71,24.830619617140897,46.7812377076328
72,24.7505714624118,46.52232406737821
73,24.7558772476583,46.5310822504646
74,24.6198861103797,46.727547400427504
75,24.6208433586298,46.7326335434227
76,24.786398312669398,46.719246632975796
77,24.783839638437602,46.7185722453312
78,24.6564311763238,46.7386411026339
79,24.6557640125903,46.73914250849171
80,24.6867084150152,46.70962851405479
81,24.690619845405504,46.7076745190477
82,24.6209043640404,46.796694758533896
83,24.6325337537464,46.7981661133281
84,24.6034590880329,46.7160112145234
85,24.602553488351802,46.716446342252
86,24.598193613068,46.726611889752796
87,24.6022236370226,46.726142566788795
88,24.698970735254196,46.6469611791979
89,24.702653536972605,46.645410946087296
90,24.6473402285653,46.7664228992667
91,24.6467854065761,46.7650400942623
92,24.647095505114102,46.7661193881816
93,24.651323354839697,46.683911914934995
94,24.6529429918786,46.6819917015337
95,24.686050879167,46.7691051002454
96,24.6874375738295,46.77324668006761
97,24.5866909256357,46.7823696942259
98,24.5870305860012,46.782321847425
99,24.6929627213281,46.7146143763734
100,24.693172453224303,46.7148284871033
101,24.7408708547039,46.7973530564955
102,24.7421666684009,46.796393576266496
103,24.5920252383909,46.809956953800004
104,24.595359309979,46.8157469477254
105,24.696769050463,46.75014390361301
106,24.697291881631397,46.74886026956679
107,24.678034170518398,46.7812588197083
108,24.678713761191897,46.7808627288424
109,24.8142057895257,46.8397784226481
110,24.8180518941226,46.837388802055905
111,24.729543103425797,46.6919587502703
112,24.729095800733102,46.6921918046461
113,24.610272749207397,46.7304799623032
114,24.609774215557103,46.7306490177938
115,24.775583727252602,46.6336058077972
116,24.770366255253002,46.63493495876929
117,24.752805446669303,46.714245788109295
118,24.753069596209198,46.71488564493771
119,24.674383388965996,46.854793144694995
120,24.6904343001943,46.8457688946906
121,24.8129201459858,46.6404743160143
122,24.8111636949612,46.6435876272986
123,24.5303905936005,46.650607388606396
124,24.5299551981809,46.6505831889736
125,24.798280719766602,46.6100405215549
126,24.8016180515455,46.617889873759204
127,24.603508943159298,46.7605495062216
128,24.6065314936935,46.7628496196188
129,24.7776858922336,46.733118613644706
130,24.7755267685775,46.734202381841705
131,24.5974591282797,46.590458802903605
132,24.597480224018803,46.590385003641
133,24.6807403194093,46.7236462910241
134,24.6793147655587,46.7274872494172
135,24.761326145331,46.540138970501204
136,24.7576939064163,46.5425724242976
137,24.5950243759805,46.727799670224
138,24.597042408252502,46.7287766094409
139,24.5634013937174,46.89303404004729
140,24.568465315237102,46.8851957430554
141,24.7022754836348,46.587255664567394
142,24.6913381867006,46.5817568604144
143,24.9358179555847,46.5194250040062
144,24.943425682859804,46.525764696125
145,24.5909042819421,46.6129080244861
146,24.5897739811037,46.6103199271328
147,24.7602595731342,46.780916946068494
148,24.756593300701603,46.7836294252736
149,24.832276162668098,46.758570228675204
150,24.8230432479307,46.7632717961559
151,24.744564953570002,46.6459437312124
152,24.744683837692104,46.6460120333076
153,24.609653648642396,46.6522195519115
154,24.605162845538697,46.6448987106382
155,24.5692535250671,46.765375853700895
156,24.5689581494627,46.764770718518804
157,24.6339635129767,46.796762966387206
158,24.638886441989303,46.794868900014706
159,24.7334837568822,46.768655417412994
160,24.736236445334395,46.773328940172995
161,24.8496584044352,46.7746018605503
162,24.8563795536687,46.771226369196704
163,24.592771954742304,46.76372156074039
164,24.5922840388348,46.76169280172339
165,24.6068199231658,46.725305713035496
166,24.6065339773023,46.724258050215504
167,24.8640953475168,46.64607559950979
168,24.8674257617973,46.653949793357604
169,24.5778197427529,46.8091128405227
170,24.5757998748279,46.8058905225684
171,24.7415006355407,46.664450030127
172,24.733732806695198,46.668368348083895
173,24.7262908199185,46.8371178071862
174,24.7307210694439,46.8338361498596
175,24.642357248343803,46.7049652996241
176,24.642195494489002,46.7027070781024
177,24.629796405309,46.736076449962596
178,24.630671317739395,46.739278379581606
179,24.5339764581962,46.442454845727994
180,24.532276300339497,46.443665562224204
181,24.6905097227458,46.748026272857295
182,24.6882303671395,46.7443047498983
183,24.599567175938102,46.778845218642395
184,24.599289497284197,46.7782759508704
185,24.7336663538822,46.802781032800894
186,24.740491796698798,46.7977177146799
187,24.869179552726603,46.59630174739839
188,24.8716375766609,46.595046077179205
189,24.566177737857103,46.760008843078296
190,24.5663729140399,46.7601242717291
191,24.528161930364,46.712228844414994
192,24.5362769029109,46.7189637207542
193,24.693138224737503,46.71584839486871
194,24.6927796948985,46.7150263209539
195,24.7429166821538,46.667833446938104
196,24.6292719785446,46.7099413178169
197,24.6296033520627,46.7121621105163
198,24.7199735335178,46.6134123500667
199,24.7186081188677,46.6150677681717
200,24.7022669936978,46.61994454696361
201,24.7053940530241,46.621340325823404
202,24.837555491672397,46.8498148524754
203,24.834972675570103,46.8491445238947
204,24.776926066721803,46.743543569349
205,24.7759908667626,46.743994052424604
206,24.9418132945026,47.0239246228794
207,24.922441404696198,47.02499600322639
208,24.615855403801397,46.7290586620749
209,24.6155557806856,46.729203922266905
210,24.697299906963895,46.78061608996221
211,24.970600211781502,46.9543152619366
212,24.9653635119734,46.9576244329491
213,24.631067141647502,46.70889031438661
214,24.6306292415333,46.706902649523705
215,24.598223354051104,46.800740966586396
216,24.8494155828867,46.7119480539911
217,24.8491894720712,46.711515111960495
218,24.6896147742018,46.7953540196015
219,24.6897631740101,46.795401850463
220,24.6476307036449,46.7682101117504
221,24.643783032042197,46.770057534201605
222,25.012632624064302,46.4771298389776
223,25.005727900889998,46.4770955488881
224,24.719601627058395,46.7481069019005
225,24.7198188842175,46.7499935661249
226,24.6663108862571,46.6823524667873
227,24.6678959831526,46.683314246197995
228,24.6250228982717,46.7539306605688
229,24.6244529254493,46.7557709447955
230,24.679041633109602,46.662297471550204
231,24.6796108227568,46.6636915431896
232,24.608934650549998,46.6646151476643
233,24.604874091292,46.6594803087025
234,24.7519370659574,46.71083266260101
235,24.750925227091102,46.708512625242996
236,24.758579833031398,46.643922726647794
237,24.7598051099052,46.6441656617665
238,24.731820492565,46.7114594144351
239,24.7306456943835,46.7111560379685
240,24.606574933245202,46.7287545333369
241,24.604417065005396,46.730322244936
242,24.6921098709025,46.800155394939296
243,24.692284153491002,46.800510647280504
244,24.6867340241528,46.7859454031954
245,24.686262405201003,46.7844162677005
246,24.5985863866786,46.8234563337053
247,24.6047640483392,46.8229107775916
248,24.599379701011,46.584291070190496
249,24.598124711796498,46.587068188919105
250,24.6426934775107,46.70457595425079
251,24.697437295594202,46.810634093026295
252,24.7010607238348,46.8079532462895
253,24.7745214393914,46.668529948569706
254,24.772935856716,46.6647675987265
