object_id,parcel_id,parcel_name,mainlanduse_code,mainlanduse_name,subtype_code,subtype_name,detailslanduse,is_apartment,parcel_type,residential_units,commercial_units,floors,area_sqm,district_id,street_name,postal_code,is_built,is_licensed,building_status,latitude,longitude
32448872,3198156,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,459.46903234,00100001033,,,,,,24.797415959800002,46.669968437599984
32448873,14471728,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,500.06237329,00100001148,,,,,,24.8191391652,46.64013923320001
32448874,14471771,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.03721768,00100001083,,,,,,24.713478891000012,46.6663519426
32448875,14471808,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,312.59756606,00100001045,,,,,,24.743341057800013,46.694217538999986
32448876,14471847,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,779.99780177,00100001134,,,,,,24.756113115200016,46.724297762200024
32448877,14471851,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,True,شقق (Apartment),100,0,2,779.96175085,00100001134,,,,,,24.756015104000006,46.72406418920002
32448878,14471852,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,649.99816815,00100001134,,,,,,24.75634280800001,46.72418217220002
32448879,14471858,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,625.05092841,00100001037,,,,,,24.753332969999995,46.7061822772
32448880,14471859,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,1575.06488998,00100001037,,,,,,24.752970468599994,46.706430972199996
32448881,14471874,ممر مشاة,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405053,False,غير شقق (Non-Apartment),,,,500.02632236,00100001134,,,,,,24.763951679833326,46.72273252416667
32448882,14471799,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,625.05092841,00100001032,,,,,,24.737115170800006,46.672897889399984
32448883,14471801,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,600.06763776,00100001032,,,,,,24.737645498399992,46.6726321478
32448884,14471804,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,500.06237329,00100001032,,,,,,24.7373742518,46.6724962806
32448885,14471843,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,1440.12627969,00100001037,,,,,,24.749903469999992,46.70221036079998
32448886,14471727,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,500.06237329,00100001148,,,,,,24.818934162000005,46.6402426976
32448887,14471770,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,400.34551621,00100001083,,,,,,24.71270963950001,46.66637731983332
32448888,14471774,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.10931953,00100001083,,,,,,24.713054383999996,46.666237897400016
32448889,14471781,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,690.08679615,00100001083,,,,,,24.71265625959999,46.666697217
32448890,14471844,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),0,0,,1035.0941433,00100001037,,,,,,24.749986014599983,46.70240818679999
32448891,14471855,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,780.06990362,00100001134,,,,,,24.755819080800006,46.7235970448
32448892,14471778,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,1,570.00116675,00100001083,,,,,,24.713366563600005,46.66608213679999
32448893,14471784,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,690.12284708,00100001083,,,,,,24.713691887200003,46.6659198178
32448894,14471806,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,625.01487749,00100001032,,,,,,24.737021247799998,46.672673167999996
32448895,14471845,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,6600.31140425,00100001134,,,,,,24.758384943400007,46.72271159200001
32448896,14471856,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,780.0338527,00100001134,,,,,,24.75591709240001,46.723830616800015
32448897,14471865,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,327.9913108,00100001134,,,,,,24.754348945000004,46.72146153219999
32448899,14471871,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,1440.01812692,00100001134,,,,,,24.764096006600006,46.72253542580002
32448901,14471775,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,689.94259246,00100001083,,,,,,24.713804215200003,46.6661896244
32448902,14447481,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,405.06818731,00100001148,,,,,,24.829376583500004,46.62430827233333
32448903,14447482,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,404.99608547,00100001148,,,,,,24.8294964726,46.624556547400005
32448904,14448098,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),10,1,2,875.10014052,00100001136,,,,,,24.756296219000014,46.6568638934
32448906,14447485,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,405.06818731,00100001148,,,,,,24.8294454214,46.62443527280001
32448907,14447486,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,359.86032803,00100001148,,,,,,24.82967118119999,46.624971575999986
32448908,14465714,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,337.43665301,00100001136,,,,,,24.750170508199993,46.665378956199994
32448909,14448088,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),0,2,2,1050.09132788,00100001136,,,,,,24.756099134600014,46.656397267
32448910,14448091,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,375.00171631,00100001136,,,,,,24.756727705799996,46.65710830300001
32448911,14448158,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1200.17132644,00100001059,,,,,,24.749024088399995,46.64621619720001
32448912,14448172,ممر مشاة,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405053,False,غير شقق (Non-Apartment),,,,550.0289546,00100001059,,,,,,24.7506130448,46.6509448626
32448913,14448174,مسجد,300000,خدمات عامة (Public Services),303000,ديني (Religious),303006,False,غير شقق (Non-Apartment),0,0,1,2200.26002209,00100001059,,,,,,24.75097240680001,46.650759469
32448914,14448191,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,364.11433712,00100001097,,,,,,24.791587382399996,46.683089001400006
32448915,14465715,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,337.58085671,00100001136,,,,,,24.75037548140001,46.6652754796
32448916,14447484,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,404.99608547,00100001148,,,,,,24.82933404033335,46.62420721016667
32448917,14448095,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),11,1,2,875.13619144,00100001136,,,,,,24.756201467000018,46.65663955360001
32448918,14448148,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1400.10975354,00100001059,,,,,,24.748752922000005,46.6463513522
32448919,14448159,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1170.10485543,00100001059,,,,,,24.74914538559999,46.6467466536
32448920,14448162,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1750.20028104,00100001059,,,,,,24.7485883576,46.645955431000004
32448921,14457534,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,384.55521129,00100001080,,,,,,24.8073732132,46.6322955018
32448922,14471734,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,554.607422,00100001181,,,,,,24.721892248000017,46.68771370500001
32448923,14471776,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.00116675,00100001083,,,,,,24.71363498080001,46.66627406280001
32448924,14471853,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,780.06990362,00100001134,,,,,,24.756222517166673,46.72449731366668
32448925,14471860,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,675.1256625,00100001037,,,,,,24.753046180800006,46.706610480200005
32448926,14471863,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,1665.1200993,00100001134,,,,,,24.762747908799987,46.71770245900001
32448927,14471864,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),0,0,4,584.99835133,00100001134,,,,,,24.762832837199994,46.717905632599994
32448928,14471877,ارض جمعية اصدقاء المرضي,300000,خدمات عامة (Public Services),304050,Unknown (304050),,False,غير شقق (Non-Apartment),0,0,2,8060.22964147,00100001037,,,,,,24.75028183720001,46.70309882860001
32448929,14471772,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.03721768,00100001083,,,,,,24.71332280119999,46.66642982299999
32448930,14471783,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,True,شقق (Apartment),3,0,2,630.02595599,00100001083,,,,,,24.712571864799997,46.666413476399995
32448931,14471800,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,300.05184434,00100001032,,,,,,24.737560967400007,46.67242989779999
32448932,14471803,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,500.02632236,00100001032,,,,,,24.7372100638,46.672578553799994
32448933,14471849,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,650.03421907,00100001134,,,,,,24.756440819199998,46.72441574560001
32448934,14471769,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.03721768,00100001083,,,,,,24.71301062120001,46.6665855824
32448935,14471773,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.03721768,00100001083,,,,,,24.713210473799982,46.666160016999996
32448936,14471802,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,499.95422051,00100001032,,,,,,24.737303987000008,46.672803275599996
32448937,14471805,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,300.05184434,00100001032,,,,,,24.737523398200018,46.672340008999996
32448938,14471807,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,500.09842421,00100001032,,,,,,24.73746817519999,46.67272100240001
32448939,14471848,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,650.03421907,00100001134,,,,,,24.75604877300001,46.72348145320001
32448940,14471857,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,624.97882656,00100001037,,,,,,24.753408682199996,46.706361785599995
32448941,14471866,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),,,,1312.10944691,00100001134,,,,,,24.75428328700001,46.72130307939999
32448942,14471873,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,810.02822186,00100001134,,,,,,24.764187537399994,46.722746138000005
32448943,14471878,ممر مشاة,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405053,False,غير شقق (Non-Apartment),,,,1100.74287676,00100001037,,,,,,24.7504145224,46.70341711600001
32448944,14448089,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),8,4,2,875.20829329,00100001136,,,,,,24.756485722800004,46.65731257440001
32448945,14448092,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,900.19158395,00100001136,,,,,,24.75636954260001,46.656260296599996
32448946,14448102,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,750.07553447,00100001136,,,,,,24.7565666274,46.65672692419999
32448947,14448150,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,1170.06880451,00100001059,,,,,,24.749761666000005,46.64643948879998
32448948,14448151,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1500.07896708,00100001059,,,,,,24.749106038800004,46.64569740659999
32448949,14448157,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,1500.18711986,00100001059,,,,,,24.748859523600004,46.645820275199995
32448950,14448161,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1500.15106893,00100001059,,,,,,24.749685702199997,46.646972676600015
32448951,14448170,سكن إمام,300000,خدمات عامة (Public Services),303000,ديني (Religious),303010,False,غير شقق (Non-Apartment),2,0,2,412.49467775,00100001059,,,,,,24.75073221539999,46.65094349140001
32448952,14465713,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,337.54480579,00100001136,,,,,,24.750073530999988,46.66539851966667
32448953,14448093,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,750.11158539,00100001136,,,,,,24.756661379399997,46.6569512646
32448954,14448096,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),8,3,2,874.99198775,00100001136,,,,,,24.75658047400001,46.6575369152
32448955,14448099,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),12,3,2,1050.16342973,00100001136,,,,,,24.756663854800003,46.657734335
32448956,14448101,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,360.00453173,00100001136,,,,,,24.756894931400005,46.657617289399994
32448957,14448154,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1750.20028104,00100001059,,,,,,24.7493689882,46.6455663458
32448958,14448165,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1170.17695728,00100001059,,,,,,24.74951515560001,46.64656235460001
32448959,14448167,ممر مشاة,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405053,False,غير شقق (Non-Apartment),,,,385.09597516,00100001059,,,,,,24.750807427199994,46.65084458120001
32448960,14472879,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,306.39680705,00100001080,,,,,,24.80112679639999,46.63241488780001
32448961,14457533,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,384.66336407,00100001080,,,,,,24.8072822696,46.6320796598
32448962,14471779,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.0732686,00100001083,,,,,,24.713522653000005,46.666004256600004
32448963,14471780,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,570.03721768,00100001083,,,,,,24.71285453119999,46.66666346139999
32448964,14471782,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,569.9290649,00100001083,,,,,,24.713166711200007,46.66650770299999
32448965,14471842,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,625.05092841,00100001037,,,,,,24.750273651600004,46.7019794852
32448966,14471846,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,750.11158539,00100001037,,,,,,24.7503787086,46.70223126400002
32448967,14471850,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,650.07026999,00100001134,,,,,,24.756244796600004,46.72394859880002
32448968,14471854,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,650.10632092,00100001134,,,,,,24.756146785,46.723715026000015
32448969,14448087,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,375.07381816,00100001136,,,,,,24.756765606600005,46.6571980396
32448970,14448090,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,750.11158539,00100001136,,,,,,24.75685088240001,46.65739994679999
32448971,14448100,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),0,2,2,875.06408959,00100001136,,,,,,24.75639097100001,46.657088233399996
32448973,14447489,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,405.06818731,00100001148,,,,,,24.82929226640001,46.6240714496
32448974,14458980,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,313.96750119,00100001097,,,,,,24.78515127679999,46.69704061780002
32448975,14458988,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,649.99816815,00100001032,,,,,,24.735720215599997,46.6771786786
32448976,14458992,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,650.07026999,00100001032,,,,,,24.73550663279999,46.6772852994
32448977,14448332,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,647.58275621,00100001063,,,,,,24.73555474760001,46.6560423574
32448978,14448367,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,337.90531503,00100001148,,,,,,24.831957943399992,46.649936435200004
32448979,14460988,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,1,650.07026999,00100001148,,,,,,24.821001919333327,46.632307687166666
32448980,14460412,ساحة,5555,غير محدد (Undefined),304000,حكومي (Government),5555,True,شقق (Apartment),6,0,1,7068.25240383,00100001027,,,,,,24.802479952478258,46.714748470173916
32448981,14458986,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,True,شقق (Apartment),4,0,2,775.0227742,00100001032,,,,,,24.734841241399987,46.677617462600004
32448982,14447483,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,360.04058265,00100001148,,,,,,24.829544121000005,46.62466973679999
32448983,14447487,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,360.04058265,00100001148,,,,,,24.8295894996,46.62477753659999
32448984,14448094,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,287.97478464,00100001136,,,,,,24.75702509859999,46.65764286120001
32448985,14448097,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,750.07553447,00100001136,,,,,,24.75647187520001,46.6565025836
32448986,14448153,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),1,0,2,1500.11501801,00100001059,,,,,,24.74931593199999,46.647156974799984
32448987,14448156,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1250.17395868,00100001059,,,,,,24.749094067399994,46.64726755439998
32448988,14448163,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,445.1207644,00100001059,,,,,,24.748887966,46.64707854685714
32448989,14448166,سكن مؤذن,300000,خدمات عامة (Public Services),303000,ديني (Religious),303011,False,غير شقق (Non-Apartment),,,,412.60283053,00100001059,,,,,,24.750647566199994,46.65074672840001
32448990,14448175,ممر مشاة,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405053,False,غير شقق (Non-Apartment),,,,1250.10185683,00100001059,,,,,,24.750504946000007,46.65058533616667
32448991,14447488,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,359.96848081,00100001148,,,,,,24.82963487819999,46.62488533619999
32448992,14448149,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,974.99725222,00100001059,,,,,,24.748923521400002,46.646857233999995
32448993,14448152,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,1500.18711986,00100001059,,,,,,24.74993221300001,46.6468498116
32448994,14448155,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,450.1318429,00100001059,,,,,,24.74851395514286,46.64617872642857
32448995,14448160,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1200.24342829,00100001059,,,,,,24.749270603800007,46.646093328800006
32448996,14448164,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,1400.10975354,00100001059,,,,,,24.749533553599996,46.64596226860001
32448997,14448168,مواقف سيارات,400000,مرافق عامة (Public Facilities),405000,نقل (Transportation),405055,False,غير شقق (Non-Apartment),,,,1875.26093802,00100001059,,,,,,24.750663608599996,46.651224782
32448998,14448169,حديقة,300000,خدمات عامة (Public Services),306000,حديقة عامة (Public Park),306011,False,غير شقق (Non-Apartment),0,0,,2915.22195612,00100001059,,,,,,24.750364903399998,46.65095266059999
32448999,14465644,غرفة كهرباء,400000,مرافق عامة (Public Facilities),401000,كهرباء (Electricity),,False,غير شقق (Non-Apartment),,,,9.98610608,00100001027,,,,,,24.805726805571428,46.712173678142854
32449000,14458989,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,650.14237184,00100001032,,,,,,24.7350794684,46.67749854060001
32449001,14449785,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,438.41529245,00100001083,,,,,,24.717902404000007,46.6509454844
32449002,14448333,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,605.97998937,00100001063,,,,,,24.735901430000002,46.6559306838
32449003,14460981,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,675.1256625,00100001148,,,,,,24.821246236166683,46.6321678885
32449004,14460983,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,527.10056664,00100001148,,,,,,24.82143839820001,46.63201332360002
32449005,14460990,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,672.06133392,00100001148,,,,,,24.8209216956,46.6325446642
32449006,14460402,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),,,,850.00869709,00100001083,,,,,,24.719381393599996,46.666074626999986
32449007,14460406,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,True,شقق (Apartment),4,0,2,690.3031017,00100001083,,,,,,24.71922743119999,46.66642317719999
32449008,14460410,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),2,0,1,884.04076979,00100001083,,,,,,24.7192861784,46.6658462364
32449009,14460426,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),,,,366.52974906,00100001083,,,,,,24.717990504799992,46.65434255219999
32449010,14460407,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,692.93481919,00100001083,,,,,,24.71913319419999,46.666198644999994
32449011,14460409,,1000000,سكني متعدد الوحدات (Multi-Unit Residential/Apartments),1001000,عمارة سكنية (Apartment Building),1001001,True,شقق (Apartment),,,,850.04474801,00100001083,,,,,,24.71955007979999,46.666479256399995
32449012,14460411,غرفة كهرباء,400000,مرافق عامة (Public Facilities),401000,كهرباء (Electricity),,False,غير شقق (Non-Apartment),,,,10.022157,00100001027,,,,,,24.803003878166653,46.714457984000006
32449013,14458987,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,387.47533617,00100001032,,,,,,24.734890680399996,46.6778100656
32449014,14458991,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,387.5113871,00100001032,,,,,,24.735011269200005,46.67780418919999
32449015,14460986,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),2,0,2,649.99816815,00100001148,,,,,,24.820817768599987,46.632329274599996
32449016,14458976,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,313.96750119,00100001097,,,,,,24.785025040999994,46.6967384822
32449017,14458983,,100000,سكني (Residential),101000,سكني فردي (Single Residential/Villa),101011,False,غير شقق (Non-Apartment),0,0,,313.96750119,00100001097,,,,,,24.784934872200004,46.696522671000004
