name,lat,lon,address,category,types,rating
السعودية,24.5049415,46.6254248,"7543 Al Janena, 3381, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
مطعم بيت الطهي الجميع للوجبات السريعة - Bat Al Tahi Restaurant,24.5006476,46.62014970000001,"Al Wadi Al Akhdar, RKDC7059, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.5
Maha Al mslkiminimarket,24.50050160000001,46.6201246,"RKDC7059، 7059 الوادي الأخضر، 2851, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4
رزان للاسماك الطازجة,24.5054709,46.6283335,"Wadi Al Ashab, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
مطعم ليالي الشرق,24.5051026,46.62905749999999,"Al Fawwaz, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.8
بطاطس,24.5053978,46.6295051,"7611 Wadi Al Ashab, RKDA3786، 3786, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",5
أفراح للوجبات السريعة,24.5345058,46.6307511,"RKHB3760، 3760 النعمان بن بشير، 6976, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",5
Bangladeshi Restaurant আমজাদ হোটেল,24.5300973,46.6339485,"2935, 2935, 8194, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",3.6
مطاعم دره الرياض البخاري,24.5303168,46.6340443,"GJJM+4JF, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.5
البيتزا اللذيذه,24.5304286,46.63410270000001,"Al Quaaiyd, GJJM+5JH, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.8
فوال اماني النخيل,24.505295,46.63025220000001,"RKDB3875، 3875 يحيى بن بكير، 7597, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",5
TASALI🍔 تسالي دبل,24.5046116,46.6297727,"7525 Al Hadira, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.7
بوفية زاوية زاد,24.5306106,46.6342232,Riyadh,Restaurants,"restaurant,food,point_of_interest,establishment",3.6
فرن البيتزا,24.5049899,46.63028689999999,Riyadh,Restaurants,"meal_takeaway,restaurant,food,point_of_interest,establishment",4.4
فوال النخيل,24.5048703,46.6301728,"3898-3828 Wadi Al Ashab, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.7
درة احد للوجبات السريعة,24.4981494,46.618564,"2684 Al Wadi Al Akhdar, RKDA6773، 6773, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",2.6
جلسات شاهي,24.5067915,46.625873,"GJ4G+P89, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.6
قهوى,24.502032,46.6265908,"GJ2G+RJ8, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",
Coffee Corner Althamrah,24.52581820000001,46.6367462,"8440 2973, الرياض",Restaurants,"cafe,point_of_interest,food,establishment",3.6
مقهى ديوانية الحزم,24.53206329999999,46.6348701,"GJJM+RWH, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",4.3
تحلو كافيه,24.52696,46.6371794,"تميم بن بشر, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
زهرة البن,24.5012517,46.6278642,"Wadi Ash Shawki, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",4.4
blu cup | بلو كب,24.5013295,46.62822920000001,"Wadi Ara Rasha, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
شنكورة,24.5038713,46.63135080000001,"شارع الأعشاب, Riyadh",Restaurants,"cafe,bakery,store,point_of_interest,food,establishment",4.7
4Cups Coffee | فوركبز كوفي,24.5076653,46.6355769,"7867 ضياء الدين الشافعي, RKDB4390، 4390, الرياض",Restaurants,"cafe,store,point_of_interest,food,establishment",
Dunkin' - دانكن,24.5085852,46.6361805,"7963 Dirab Branch Road, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",3.1
كيان|kyan,24.5079375,46.63581249999999,"GJ5P+583, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",1.5
Starbucks,24.5038418,46.6331599,"Hazm Plaza - Drive Thru, Dirab Branch Road, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.3
DADN COFFEE 2,24.5248815,46.639752,"Muhammad Ibn Awjan, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
سنو كافية SNÖO CAFÈ,24.494694,46.61916489999999,"2736 Al Haweya, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
تقاطيع الحزم,24.5145004,46.6292236,"GJ7H+RM5, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4.9
ركن الطلعة 3,24.5146027,46.629275,"GJ7H+RPR, الرياض",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",5
شارع صالح بن عبدالله السناري,24.5144486,46.62928309999999,"3738 أم ظهران, RKDA8607، 8607, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",5
تموينات درة الرقي,24.5144431,46.62928770000001,"شارع عبدالله السناري, GJ7H+QPF, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",2.7
متجر بقالة,24.514356,46.6294564,"8568 صالح بن عبدالله السناري, 3797, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",3.4
صيدلية امواج الخليج,24.5067025,46.6260312,"RKDC3431، 3431 وادي الأعشاب، 7737, Riyadh",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",5
صيدلية امواج الخليج,24.5070425,46.6264323,"7724 Wadi Al Ashab, 3453, Riyadh",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",4.5
سلة لارا,24.5061428,46.62708779999999,3549 وادي الاعشاب، ديراب، الرياض 14969 7666،,Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",4
تموينات القحطاني,24.502169,46.62113,"2938 الوادي الاخضر, حي, 7213, الرياض",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",2.5
انوار الهضبة للتجارة,24.5021333,46.6211084,"Wadi Bijan, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",3.3
تموينات لارء,24.5060389,46.6273309,"ديراب،, RKDC3549، 3549 وادي الأعشاب، 7666، حي, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",3.4
موسسة نشمية للاكترونيات وخدمات التلفزيون,24.505885,46.62755170000001,"7642 Wadi Al Ashab, RKDA3589، 3589, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",4.5
وردة لدن,24.5058069,46.6277085,"شارع وادي الأعشاب, Riyadh",Other Stores,"store,point_of_interest,establishment",4.5
أسواق ومخابز ديلي فود 2,24.5279484,46.6328708,"السائب ابن عثمان, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4
اسواق ومخابز تفاحة,24.5057109,46.6278941,"3607 7632 وادي الاعشاب،, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3.9
السراق,24.5121878,46.632717,"8003 عبدالقادر أسعد مفتي, 4332, الرياض",Other Stores,"book_store,store,point_of_interest,establishment",5
Innova pharmacy | صيدلية انوفا,24.5055625,46.6281875,"7612 وادي الاعشاب, GJ4H+67J, RKDA3643، 3643 Dirab, Riyadh Saudi Arabia Riyadh SA, الرياض",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",4.4
تموينات رفعه بداح الدوسري,24.5286968,46.6332688,"2864 سماك بن أوس, RKHA8046، 8046, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",3.3
أنوار الفضيه مشغل خياطه نسائي,24.5054153,46.6283938,"Wadi Al Ashab, الرثا1",Fashion Stores,"clothing_store,store,point_of_interest,establishment",1
Fawaz neighborhood market,24.5019498,46.6264236,"3461 Wadi Ara Rasha, Riyadh",Restaurants,"pharmacy,clothing_store,supermarket,grocery_or_supermarket,store,health,food,point_of_interest,establishment",3.8
بقالة الافي .,24.53096859999999,46.6344027,"RKHA8298، 8298 سماك بن أوس، 2972, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3.2
تموينات زاد الجنوب,24.5044495,46.6302356,"GJ3J+Q3H, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",5
مقطع وكشنة,24.5274179,46.6361656,"3193, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4.3
نطالب بسوبر ماركت,24.537535,46.6303559,"RKHA7320، 7320 ابن نشوان، 3700, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3
Othaim Markets,24.5042591,46.63204,"شارع وادي الأعشاب, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4
تموينات النهدي,24.507646,46.635609,"7867 ضياء الدين الشافعي, RKDB4390، 4390, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4
البقاله الي كلها يمانيه,24.5077627,46.6356902,"Dirab Branch Road, GJ5P+474, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",
تموينات درة الشرق للمواد الغذائية حي الحزم,24.5240876,46.6401608,"RKHB3575، 3575 الدرب، 7537, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4.1
Alhazm Plaza,24.5039236,46.6325179,"7443 وادي الاعشاب, RKDA4092, 4092, الرياض",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
بقالة نوره,24.531039,46.6381547,"النعمان بن بشير, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.9
Herfy,24.4964041,46.62825859999999,"Dirab Branch Road, FJWH+H86, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.4
فلافل تايم احد - Falafel Time,24.4868034,46.6365005,"حي, شارع البشائر, Riyadh",Restaurants,"restaurant,meal_takeaway,food,point_of_interest,establishment",4.7
مطاعم مكبوسة | Makbusah,24.4868444,46.63641579999999,"6652 البشائر, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
مطعم اندلس الجنوب البخاري,24.4877338,46.6376874,"FJQQ+33V, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.5
مطاعم أضواء الجوهرة,24.4874002,46.6340102,"البريمي _حي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
بوفية جمال النكهة,24.4877843,46.63772569999999,"Al, basher street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.6
Boofiya jamal,24.4877969,46.6377139,"Al Basheer street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
برجر طعم المشوي,24.4878775,46.63719560000001,"6776 البشائر، 3127، حي احد،, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
مخبز تميس وفوال,24.4878347,46.6378513,"حي, 3201 البشائر, 6767, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.7
مطعم وشعبيات عرش المدينه,24.488066,46.6378867,"حي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
شعبيات زرقاء,24.488178,46.63745139999999,"حي أحد, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.3
بوفية شعبيات وفلافل فطيره مطبق حمص وجبات سريعه,24.4885667,46.63824339999999,"RLHA6851، 6851 البشائر،, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.8
Uhud,24.4886687,46.6376971,"RLHA6872، 6872 البشائر, Uraidh, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4.4
وجبات سريعة,24.4886766,46.6377159,"RLHA6872، 6872 البشائر، 3181, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.7
شورما بيتزا جاهز للفرن,24.4886464,46.6382993,"RLHA6851، 6851 البشائر, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.7
كم تنما,24.4887346,46.6385493,"RLHA6875، 6875 البشائر، 3260, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
فوال عمدة الستين للعدس عداااس,24.4895147,46.63883439999999,"FJQQ+RG4, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
فول وفلافل مصرية,24.4901254,46.6393115,"RLHB7031، 7031 البشائر, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.2
بروستد وبيتزا دانة القدية,24.4907257,46.63950699999999,"البشائر, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
اساس المشوي برجر,24.4911876,46.6398598,Riyadh,Restaurants,"restaurant,food,point_of_interest,establishment",4
Dunkin' - دانكن,24.4965084,46.6283946,"6608 Dirab Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4
كافي شوب ديوانيةالحياة,24.4865579,46.6364157,"6652 البشائر, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.4
كوفي شوب,24.4935074,46.64131810000001,"RLHA7401، 7401 البشائر، 3556, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
مقهى فنجال الكيف,24.4857977,46.6232765,"Dirab Branch Road, محطه الدريس, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",3.9
قهوة المغرب,24.4855415,46.62297079999999,Riyadh,Restaurants,"cafe,food,point_of_interest,establishment",3.7
Al fawwaz,24.4918386,46.6269393,"FJRG+PQP, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
Usd,24.4918336,46.62692939999999,"Dirab Branch Road, FJRG+PQP, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
kyan,24.4918296,46.62692140000001,"ديراب،, طريق, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",3.6
شاهي نور,24.4869433,46.6221074,الرياض,Restaurants,"cafe,store,food,point_of_interest,establishment",4.6
Boil coffee,24.4845885,46.6207892,"3780 وادي الزرقاء، ديراب، الرياض 14972،،, الرياض",Restaurants,"cafe,store,food,point_of_interest,establishment",3.7
غلوة شاي,24.48793359999999,46.62071050000001,"Wadi Bijan, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.5
Barn's | بارنز,24.4956815,46.6281743,"طريق ديراب الفرعي, Haramin Station, الرياض",Restaurants,"bakery,cafe,store,restaurant,food,point_of_interest,establishment",3.6
ارابيكا ستار,24.4968888,46.62876279999999,"Dirab Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.8
زد الكيف Z coffee,24.4928313,46.6212254,"Al Haweya, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.8
قهوجي متنقل,24.4993247,46.6303637,"Al Hazm, FJXJ+P4H, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
صيدليه نهر احد,24.4867449,46.63716609999999,"RLHA6659 3139 البشائر, 6659, الرياض",Other Stores,"store,point_of_interest,establishment",4.2
ركن الطلعة (2),24.4868688,46.63656750000001,"8061 طريق ديراب، 2601، حي المروة, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",4
اسواق احد..... تموينات,24.486891,46.63657949999999,أحد 3075 البشائر، أحد، الرياض 14732 6689، الرياض 14732,Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",3.6
Automatic Laundry... مغاسل ملابس,24.4869086,46.6365947,3075 البشائر، أحد، الرياض 14732 6689،,Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.5
خياط انسا,24.4871572,46.6373823,"RLHA6707، 6707 البشائر، 3164, الرياض",Other Stores,"store,point_of_interest,establishment",
تموينات لؤلؤة الكرم,24.4870752,46.63487610000001,"RLHA2898، 2898 البريمي، 6677, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3.7
Innova pharmacy | صيدلية انوفا,24.4875625,46.63693749999999,"FJQP+2Q9, Riyadh",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",4.6
الرياض حي احد,24.4876593,46.6354854,"FJQP+359, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",4
اناقة التنسيق للهدايا والتغليف والورود,24.4877704,46.6371452,"البشائر, Riyadh",Other Stores,"florist,store,point_of_interest,establishment",4.8
أغذية الشفاء,24.4878944,46.6372116,"شارع البشائر, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",4.3
Al bashair street,24.487826,46.6377371,"RLHA6767، 6767 البشائر، 3201, الرياض",Restaurants,"bakery,store,food,point_of_interest,establishment",
محل الاحذیہ لبیغ والتصلیح,24.48791169999999,46.6372073,"حي, 6776 البشائر، 3127, الرياض",Fashion Stores,"shoe_store,store,point_of_interest,establishment",4.7
حزة حلا للحلويات,24.48828860000001,46.637487,"3150 البشائر، أحد, Riyadh",Other Stores,"store,point_of_interest,establishment",4.7
اسواق ومخابز طيف الجوهرة,24.488438,46.6375715,"6816 البشائر, 3150 Al-Bashaer, Uhud, Riyadh 14732. 6816 3150, Riyadh",Restaurants,"shopping_mall,grocery_or_supermarket,store,food,point_of_interest,establishment",4.1
لقيمات البشائر,24.4885152,46.6381957,"RLHA6851، 6851 البشائر, Riyadh",Restaurants,"bakery,store,food,point_of_interest,establishment",4.1
رحلات,24.4885686,46.6382094,"البشائر, Riyadh",Other Stores,"store,point_of_interest,establishment",4.9
تموينات ركن انتبه للتجاره,24.4887813,46.6376617,"RLHA6872، 6872 البشائر, Riyadh",Restaurants,"convenience_store,store,food,point_of_interest,establishment",3.2
تموينات نهال نجد فرع حي أحد,24.4881857,46.6327689,"RLHA2690، 2690 البريمي، 6822, Riyadh",Restaurants,"grocery_or_supermarket,store,food,point_of_interest,establishment",3
اسواق ومخابز ديلي فود فرع رقم 1,24.4860935,46.62326379999999,"Dirab Road, FJPF+F87, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
أسواق وفرة الغذاء,24.4917838,46.6273077,"2126 Dirab Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
تموينات نهال نجد,24.4919233,46.6271453,2126 البريمي، 7188، حي احد، الرياض 14732،,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.6
تموينات صقر المشاهير,24.4919517,46.6270439,"Dirab Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
اسواق صبح المستهلك للمواد الغذائية,24.4846396,46.6206696,"Wadi Az Zarqa, Riyadh",Restaurants,"grocery_or_supermarket,supermarket,store,point_of_interest,food,establishment",4.6
اسواق زاوية الخنشليلة للمواد الغذائية,24.4846469,46.6206685,"شارع الزرقاء, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",1
تموينات سدرة الخليج,24.4956272,46.6279466,"3616 Dirab Branch Road, RKDA6554، 6554, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.1
تموينات سيف القحطاني,24.4881658,46.6197223,"7748 Al Khdoud, RKDC3631، 3631, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
Panda Super 132 | بنده سوبر,24.4972851,46.6287872,"Dirab Branch Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.8
تموينات دانة القدية,24.4976082,46.629275,"ديراب،, حي, 6748 طريق ديراب الفرعي، 3766،, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.7
تموينات الشايب,24.5039284,46.6346223,Riyadh,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
تموينات الكربي,24.5051819,46.63701,"RLHA3093، 3093 البلدة، 8695، حي احد، الرياض 14732،, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
اضواء القلعه للكماليات حي احد,24.4874604,46.63729010000001,"شارع, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.8
محل ألذ سمره,24.4888828,46.62371,"حي, 7380 طريق ديراب الفرعي، ديراب، الرياض 14972 4082،",Shopping Malls,"shopping_mall,point_of_interest,establishment",3
مكارم الخليج للتسوق,24.4907575,46.6250381,"FJRG+823, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.4
لوازم رحلات حي المشعل,24.4868669,46.6222634,"ديراب،, حي, 7148 طريق ديراب الفرعي، 3950،, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.9
Alrjeha markets,24.4926998,46.6257793,"3396 الحريق, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.5
تموينات نبع احد,24.48988229999999,46.6204606,"FJQC+X54, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3
كرز وحلوى للحلويات المخفضه,24.498407,46.6296973,"Dirab Branch Road, RKDB6830, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.1
McDonald's,24.570255,46.69138399999999,Riyadh,Restaurants,"restaurant,point_of_interest,food,establishment",3.8
Mama Noura,24.5717473,46.6653609,"Aishah Bint Abi Bakr, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.2
Jan Burger - جان برجر‎,24.566781,46.687352,"Dirab Branch Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.8
AmoHamza,24.567674,46.68831600000001,"Dirab Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.3
Kudu - Dirab,24.562383,46.682364,"Near City Mall, Dirab Branch Road, Riyadh",Restaurants,"restaurant,meal_delivery,meal_takeaway,point_of_interest,food,establishment",3.8
Al Romansiah,24.570791,46.667267,"Southern Ring Branch Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.4
Alliwan Resturant,24.5720794,46.66455390000001,"شارع عائشة بنت أبي بكر ، شبرا, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Herfy,24.5721651,46.6642631,"شارع عائشة بنت أبي بكر، حي شبرا, HMC7+VP6, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.7
Jan Burger - جان برجر‎,24.569031,46.66058899999999,"Aishah Bint Abi Bakr, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Maestro Pizza,24.5784821,46.6596685,شارع عائشة بنت أبي بكر،، السويدي، الرياض 8051,Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",3.9
Fakher Alshamiyah Restaurant,24.5797481,46.6588199,"8110 Aishah Bint Abi Bakr, Riyadh",Restaurants,"meal_takeaway,restaurant,point_of_interest,food,establishment",4.5
Dunkin' - دانكن,24.573432,46.6634154,"7388 Aishah Bint Abi Bakr, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4
dr. CAFE COFFEE | Manual Brew,24.5742199,46.6768453,"Western Ring Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.2
يسار يمين فوق النار والبارود الكويت البحرين السعودية,24.5746001,46.6771646,"2539 Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
Barn's | بارنز,24.5750428,46.67784999999999,"Petromin Station, Namar Dist, الرياض",Restaurants,"bakery,cafe,store,restaurant,food,point_of_interest,establishment",4
Starbucks,24.5748889,46.6775281,"Drive Thru, Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.5
Focus coffee,24.5753295,46.6783772,"حي, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.4
hines café & bakery,24.5755038,46.67859110000001,"2699 الطريق الدائري الجنوبي الفرعي، 7609، نمار، الرياض 14962،, Riyadh",Restaurants,"bakery,cafe,store,food,point_of_interest,establishment",4.1
لاونج مزاج ون,24.5756901,46.67893649999999,"Southern Ring Branch Road, مخرج 25, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",4.9
Rever coffee,24.5711196,46.6839512,"HMCM+CHW, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.8
Pati,24.574055,46.68356199999999,"مكان أثير بنت دخيل، 7552, RKNA3147، 3147 مرسى مطروح, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
ON OFF Coffee | اون اوف كوفي,24.5763125,46.6798125,"HMGH+GW, الدائري الجنوبي ,نمار, الرياض",Restaurants,"cafe,store,food,point_of_interest,establishment",4.5
SAHEEL Cafe,24.5761441,46.6776415,"4074-4006 Southern Ring Branch Road, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",4.4
المذاق المغربي,24.5763113,46.67794809999999,"6741 الطريق الدائري الجنوبي الفرعي, حي, 4024, الرياض",Restaurants,"cafe,store,food,point_of_interest,establishment",3.6
Tim Hortons Drive Thru,24.57644029999999,46.6781142,"6741 Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.6
لينون روسترى Linon roastery,24.5766335,46.6784053,"Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.7
Morrcan taste,24.5765857,46.67773949999999,"6747 Qaha, 3993, الرياض",Restaurants,"cafe,store,food,point_of_interest,establishment",4.7
سلالة الشاي,24.57422549999999,46.6742234,"Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.9
dr.CAFE COFFEE | د.كيف كافيه‎,24.5728836,46.67235939999999,"Exit 25, Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.3
Coffee Address | عنوان القهوة,24.57909070000001,46.6820645,"4448 Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.3
Starbucks,24.5722365,46.6709778,"Drive thru, Southern Ring Branch Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.4
STC Store,24.5767799,46.6809016,"2917 Southern Ring Branch Road, 2877 الطريق الدائري الجنوبي الفرعي، نمار، الرياض 14962 7740، المملكة العربية الس, Riyadh",Other Stores,"store,point_of_interest,establishment",3.8
Chevrolet & GMC - Aljomaih Automotive | الجميح للسيارات - شفروليه و جي أم سي,24.566758,46.68589000000001,"District, Dirab Rd, Namar, الرياض",Other Stores,"car_dealer,car_repair,store,point_of_interest,establishment",3.8
QASR ALAWANI,24.5715138,46.6696179,"Southern Ring Branch Road, Riyadh",Shopping Malls,"furniture_store,shopping_mall,home_goods_store,store,point_of_interest,establishment",3.7
Hankook Service Center,24.5689562,46.6896955,"Dirab Road, Riyadh",Other Stores,"car_repair,store,point_of_interest,establishment",4.1
Anoosh,24.5612562,46.6793067,"Dirab Road, حي, Riyadh",Restaurants,"store,food,point_of_interest,establishment",4.2
Babyshop - Citymall Shifa,24.5611435,46.68188079999999,"طريق الملك فهد, City Mall, الرياض",Fashion Stores,"furniture_store,clothing_store,home_goods_store,store,point_of_interest,establishment",4.5
Almajed For Oud,24.561023,46.682061,"Dirab Road, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.2
Abdul Latif Jameel Motors – Toyota|عبد اللطيف جميل للسيارات - تويوتا,24.57066399999999,46.665473,"Exit25, Aisha Street, Shobra Distract, Riyadh",Other Stores,"car_dealer,store,point_of_interest,establishment",3.4
شركة الخريص للعود,24.5695207,46.6940909,"3244, 8014 المثنى بن حارثة, 3244, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.8
Baskin Robbins,24.5731997,46.6945291,"Dirab Branch Road, HMFV+7RC, Riyadh",Restaurants,"store,food,point_of_interest,establishment",4.1
صيدلية الشافي | Alshafi Pharmacy,24.5798088,46.6662153,"حي, 2851 Sadir, Riyadh",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",3.9
