name,lat,lon,address,category,types,rating
Kudu - Al Malaz,24.6663876,46.72442909999999,"Al Farazdaq Street, Riyadh",Restaurants,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment",4
Domino's Pizza دومينوز بيتزا,24.654983,46.712067,"Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",4
Amo Hamza,24.651917,46.708341,"Al Washm Street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.5
KFC,24.6518213,46.7078897,"Al Washm Street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.8
Aquarium Boutique Hotel,24.6564725,46.7108184,"Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, Riyadh",Restaurants,"night_club,lodging,cafe,bar,restaurant,food,point_of_interest,establishment",4
Downtown Cairo Cafe,24.64595030000001,46.7023641,"King Fahad Branch Road, Riyadh",Restaurants,"cafe,store,restaurant,food,point_of_interest,establishment",4.1
Falafel Arafah,24.6553162,46.7440301,"Zeid Ibn Al Khattab, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
Grill And Rice,24.6286034,46.7395277,"Al Kharj Road, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.2
Kabab House-Malaz بيت الكباب-الملز,24.6661736,46.73092189999999,"7402 Ibn Shaddad, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.5
Maestro Pizza,24.6662143,46.7308871,"Salah Ad Din Al Ayyubi Road, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",4
مطاعم ركن هاشم الملز - Hashem Rest Malaz,24.6676701,46.73319249999999,"Abdullah Al Hamathani Street, MP9M+378, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.8
KFC,24.6638132,46.706475,"Amer fisal Street Wazarat, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",3.7
Maestro Pizza,24.6611855,46.70123419999999,"King Fahd Road, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",4.1
Subway Murraba,24.661197,46.70113989999999,"King, King Fahad Branch Road, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.9
Al Tazaj,24.6660905,46.71172159999999,"شازع الأمير فيصل بن تركي بن عبدالعزيز ،, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.9
Buffet - Reasturant - بوفيه,24.6473487,46.7238142,Riyadh,Restaurants,"restaurant,food,point_of_interest,establishment",3.6
گجرات مطعم,24.6472117,46.7247065,"Al Farazdaq Street, JPWF+VVP, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
Sahil,24.6472117,46.7247065,"Al Farazdaq Street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
Chef Al Shawya Restaurant,24.6472117,46.7247065,"Al Farazdaq Street, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
Restaurant of Shaabiyat Al - Sadda,24.6457156,46.7205971,"حي 2549, 2549 عبدالحكيم الجمحي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.9
dr.CAFE COFFEE‎,24.66068750000001,46.7251875,"Al Jamiah Street, MP6G+73, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4
Dunkin' Donuts - 10244,24.6288015,46.7101671,"Al Muqaybirah Street, Riyadh",Restaurants,"cafe,bakery,store,food,point_of_interest,establishment",4
Dunkin' - دانكن,24.668699,46.719099,"King Abdulaziz Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",3.8
Café Mr. Dainty,24.6637153,46.70360469999999,"Prince Faisal Bin Turki Bin Abdulaziz St Prince Faisal Bin Turki Bin Abdulaziz Street, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",4.5
Dunkin' - دانكن,24.661731,46.70107600000001,"طريق الملك فهد الفرعي, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.3
..,24.6448201,46.7259579,"Al Farazdaq Street, زيد بن سهل, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",4
ميعاد للمأكولات,24.6425838,46.72311209999999,"شارع أبي جعفر المنصور, JPVF+26Q, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
الشا,24.6424043,46.7228861,"JPVC+J2Q, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",5
قهوة الجوز,24.6479647,46.7227243,"2762 Ibn Al Anbari, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
OTHAYI. BOOFIYA (ALIYANS),24.6450121,46.719927,Riyadh,Restaurants,"cafe,store,food,point_of_interest,establishment",4.7
Hayah Coffee & Juice,24.6461432,46.7187874,"Al Garabbi Street, JPW9+9GV, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",5
MK Tea Time,24.640987,46.7211343,"ثابت بن النعمان، العمل،،, JPRC+9FR, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",3.3
شاي احمر للمشروبات,24.643265,46.7185195,"العمل،, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.4
خيط الصبح,24.642327,46.7189121,"Al Bathaa, JPR9+WHM, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
Team Cafe,24.6445433,46.71793779999999,Riyadh,Restaurants,"cafe,store,food,point_of_interest,establishment",5
مقهى المجالس,24.64310129999999,46.7181929,"حي, شارع اسد بن الفرات, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
"SIPP COFFEE HOUSE, Riyadh",24.6457157,46.71775660000001,"Filipino market, Al Bathaa, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",5
Dunkin’ Donuts,24.6486104,46.72853729999999,"3403 Prince Fahad Ibn Ibrahim Al Saud Street, 8091, Riyadh",Restaurants,"cafe,food,point_of_interest,establishment",4.1
EMAD UNIFORMS,24.6509602,46.71591189999999,"8228 King Abdulaziz Road, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4
Systems Center for Studies and Research Services,24.65205570000001,46.7093565,"Al Washm Street, Riyadh",Other Stores,"store,point_of_interest,establishment",4.7
Digital platform for Information Technology,24.6579133,46.72981859999999,"الشيخ محمد بن ابراهيم, الملز - شارع الامير فهد, Riyadh",Electronics,"bank,electronics_store,store,point_of_interest,finance,establishment",3.8
Al Shuraa Trading Est,24.6474623,46.7222071,"حي, Al Garabbi Street, Riyadh",Other Stores,"store,point_of_interest,establishment",4.1
Basic Systems Co. LTD,24.643394,46.728141,"Omar Al Moukhtar, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",4.1
راكان الالكترونيات صيانة Rakan Electronics repair (Circuit City مدينة الدوائر),24.6300492,46.7131826,"Thamiri St, Electronic Market, Near Of Masmak Fortress, Al Imam Turki Muhammad, الرياض",Electronics,"electronics_store,store,point_of_interest,establishment",4.2
Tetra Tech Co.,24.6457637,46.7245556,"Al Farazdaq Street, Tetra Tech Building, Riyadh",Restaurants,"store,food,point_of_interest,establishment",4.2
Al Qarni Trading Co. QTE شركة محمد صالح القرني للتجارة,24.6443384,46.7328126,"3789 Omar Al Moukhtar, طريق الخرج, Riyadh",Other Stores,"hardware_store,store,point_of_interest,establishment",4.4
Rubber Corner ركن المطاط,24.6454297,46.72780650000001,"Asad Ibn Al Fourat, Riyadh",Other Stores,"store,point_of_interest,establishment",4.9
Roadmaster Riyadh - رودماستر الرياض,24.6615493,46.72609109999999,"Al Farazdaq Street, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",4.3
مؤسسة احمد الحرقان للتجارة,24.630782,46.713437,"3158 Al Thumairi Street, Riyadh",Other Stores,"store,jewelry_store,point_of_interest,establishment",4.9
The lights of the power EST,24.644606,46.72389,"2893 اسد بن الفرات، العمل، الرياض 12643 7612, Riyadh",Other Stores,"store,point_of_interest,establishment",4
ZAHRAT AL YAMAMAH TRADING EST.,24.6447209,46.7248919,"2988 Asad Ibn Al Fourat, Riyadh",Other Stores,"store,point_of_interest,establishment",4.1
Rowad Cables Trading Co. شركة رواد الكابلات للتجارة,24.6433533,46.7223435,"Asad Ibn Al Fourat, Riyadh",Other Stores,"store,point_of_interest,establishment",4.2
ALRIFI FOR CABLES,24.6433889,46.7216157,"7491 Shaiban Bin Muhraz, Riyadh",Other Stores,"store,point_of_interest,establishment",4.2
Albawardi tools and hardware البواردي للعدد والأدوات,24.6427782,46.7246692,"شارع عمر المختار, Riyadh",Other Stores,"home_goods_store,store,point_of_interest,establishment",4.2
Michelin Tyres - World Project EST For Trading,24.6474,46.72320999999999,"Ibn Al Anbari, Riyadh",Other Stores,"car_repair,store,point_of_interest,establishment",4.5
Mayaseem Holding Co - Rail Street Branch,24.643385,46.7261158,"Ar Rail Omar Al Moukhtar, Riyadh",Other Stores,"hardware_store,store,point_of_interest,establishment",4.6
AEG SERVICE CENTER,24.6476598,46.7244626,"Al Farazdaq Road Al Farazdaq Street, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",3.3
Anwar Al Wessam for Trading,24.6428772,46.72134619999999,"7451 Asad Ibn Al Fourat, 2614, Riyadh",Other Stores,"store,point_of_interest,establishment",4.4
NestO Hypermarket Villagio Mall,24.6469764,46.7167205,"2170 سليمان بن مالك, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,bakery,clothing_store,furniture_store,home_goods_store,store,point_of_interest,food,establishment",4.3
LuLu Hypermarket - Al Batha,24.6337003,46.7156861,"Commercial Center, Al Batha St, Ibn Sulaiman, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,clothing_store,furniture_store,home_goods_store,store,point_of_interest,food,establishment",4.2
Meed - ميد‎,24.6608045,46.7347452,"2313 Salah Ad Din Al Ayyubi Road, Riyadh",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.6
Nesto Hypermarket Batha,24.6355755,46.7188212,"Al Bathaa, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,clothing_store,home_goods_store,store,point_of_interest,food,establishment",4
تموينات صالح حميداني,24.6459836,46.7222577,"شارع عبدالحكيم الجمحي، حي العمل, JPWC+9WR, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
Gurabi Bakkala بقالة اسماعيل,24.6459045,46.7220576,"Abdulhakeem Al Jamhi, JPWC+9R7, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
الأصداف للتجارة | ALASDAF Trading Est,24.6437763,46.72491449999999,"Unnamed Road, Riyadh",Restaurants,"hardware_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
تموينات القوز,24.6472117,46.7247065,"Al Farazdaq Street, JPWF+VVP, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
المهندالتنجيدالسيارت إشراف السلال,24.6457604,46.7203239,"2536 ابن سلامة, 7711, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
Al Hogail Trading Co,24.6428686,46.72082559999999,"2552 Asad Ibn Al Fourat, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
Office Supplies Trading Company,24.6418509,46.7220007,"Omar Al Moukhtar, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
شركة عددكم التجارية Edadcom Trading Co,24.6415977,46.72208750000001,"Omar Ibn Al Khattab Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
مؤسسة الشرق التاسع للتجارة NINE EAST,24.6438509,46.7273789,"Omar Al Moukhtar, حي ثليم تقاطع, Riyadh",Restaurants,"electronics_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.8
Makkah Hypermarket مكه هايبرماركت,24.644689,46.7179894,"2323 ابن طلحة, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
Sun City Supermarket,24.6402495,46.72120029999999,"Batha Thanit Ibn An Numan, P.B #42343Behind Riyadh Bank ,Batha, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
QASAR HYPERMARKET,24.6439613,46.71792109999999,"Al Bathaa, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.3
تموينات ومخابز ركائز الرسام,24.6472801,46.7184108,"Al Garabbi Street, JPW9+W97, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
SAJ HYPER MARKET- Shamokh Al Jazeerah Trading Est.,24.6451239,46.7178043,"Al Bathaa, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.5
Elite10 Hypermarket,24.645665,46.71785269999999,"Elite10 Hypermarket, Filipino Market Batha, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
تموينات ومخابز ركائز الوسام,24.64725229999999,46.7183786,"Al Garabbi Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.7
MyOwn,24.6401702,46.7166194,"Khalf Ibn Saad, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4
Ingenious Riyadh,24.6339124,46.7182245,"حي, 2493، الإمام عبدالرحمن بن فبصل,6429, RCSB2493, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
shop alshriqi for safety tools,24.6569563,46.7350334,"محطة وقود ساسكو, Dhahran Street, معرض رقم 1 ، عمارة السلامة ، مقابل, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
شركة الاعلان المتقدم للدعاية والاعلان (فرع رقم 1 ) ADVANCED AD FOR ADVERTISING,24.6314026,46.7350982,"مجمع الوسط النجاري, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
Popular Hilla market,24.6274795,46.72115139999999,"7821 Al Ras Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.8
Elegant Centre,24.6619769,46.7295842,"3429-3467 Al Jamiah Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
Bisht Souq,24.629195,46.71237730000001,"3047, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
Al Batha Commercial Center,24.639678,46.71722419999999,"Al Bathaa, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4
Al-Taamir Market For Meat and Vegetables,24.6298008,46.71901319999999,"طارق بن زياد, JPH9+WJC, Riyadh",Restaurants,"shopping_mall,grocery_or_supermarket,food,point_of_interest,store,establishment",4
معرض شركة العبدالكريم (موادومعدات كهربائية),24.64436989999999,46.72353589999999,"شارع Asad Ibn Al Fourat, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.4
مؤسسة أوتاد المتقدمة للتجارة,24.6453216,46.7246537,"2963 Ahmad Taymour, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",
AKB شركة ابناء عبدالكريم اباحسين,24.6458101,46.7227773,"7753 Al Adl Al Waez, 2760, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.8
شركة الذوق المميز لبيع محامص ومطاحن القهوة وعدد الحلويات,24.6457933,46.7246667,"7751 Al Farazdaq Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.1
توفير المنتجات المخفضه,24.64722039999999,46.724454,"Al Farazdaq Street, JPWF+VQP, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
مؤسسة العدد,24.642629,46.7253464,"عمر المختار، العمل،, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.8
Al Fares Trading,24.6426953,46.7255808,"JPVG+36G, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
SANAFA CAR ACCESSORIES / (الصنافة) السنافة لزينة السيارات,24.6475157,46.72204299999999,"2683 Ibn Al Anbari, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,store,establishment",4.9
مؤسسة سعيد محمد باسليمان للتجارة Saeed Mohammed Basuliman Est,24.6432025,46.72620550000001,"Omar Al Moukhtar, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.7
عملاق الغرابي لزينة السيارات,24.6442696,46.72039969999999,"7737 Ibn Salamah, Street الرياض SA",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
Abdullah Hashim Co.- Honda Power Products Showroom شركة عبدالله هاشم المحدودة - معرض هوندا,24.6422376,46.7249173,"Ar Rail, JPRF+XX8 عمر المختار،, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.4
Herfy,24.6399265,46.6931508,8905 الامام عبدالعزيز بن محمد بن سعود الرياض 12741,Restaurants,"restaurant,point_of_interest,food,establishment",3.8
Anardana,24.6669554,46.6963365,"King Fahad Branch Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Canton,24.6638237,46.683067,المعذر ، شارع التخصصي،،,Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Casa Pasta,24.663725,46.6827321,"التخصصي،, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.2
Domino's Pizza دومينوز بيتزا,24.664531,46.68249999999999,"Al Takhassousi, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4
Wow burger,24.6659377,46.6819459,3361 6922,Restaurants,"restaurant,point_of_interest,food,establishment",3.3
McDonald's,24.66497099999999,46.67766200000001,"Al Faisal University (Food Court, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4
Holiday Inn Meydan,24.6782811,46.6915016,"at the Crossing With, طريق الملك فهد, Khurais Rd, الرياض",Restaurants,"lodging,restaurant,point_of_interest,food,establishment",4.1
Finding Sushi,24.6430833,46.67441119999999,"Prince Talal Road Prince Talal Ibn Abd Al Aziz, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.3
Fraser Suites Riyadh,24.6792087,46.6918415,"Olaya Street, Riyadh",Restaurants,"lodging,restaurant,point_of_interest,food,establishment",4.3
Maestro Pizza,24.6542458,46.6691844,"حي, 6478 وادي الليسن, شارع لأميرهشام بن عبد العزيز, الرياض",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4
Dunkin' - دانكن,24.680744,46.69455699999999,"Makkah Al Mukarramah Road, Riyadh",Restaurants,"cafe,bakery,store,restaurant,point_of_interest,food,establishment",4.2
Golden Tulip Al-Nasiriah hotel,24.6595734,46.683504,"King Saud Road, MM5M+RCC, Riyadh",Restaurants,"cafe,lodging,store,food,point_of_interest,establishment",3.6
Blue Rose Garden Hotel Olaya,24.6739384,46.6938199,"Abdulmalik Ibn Marwan, Riyadh",Restaurants,"cafe,lodging,store,food,point_of_interest,establishment",3.6
Dunkin' - دانكن,24.6551358,46.68800469999999,"Prince Fahd Bin Salman Road, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.1
Continent Al Waha Hotel,24.680947,46.68927799999999,"Wadi AlDawasir Street, Riyadh",Restaurants,"cafe,lodging,restaurant,food,point_of_interest,establishment",4.1
مقهى أماسي الخليج,24.65592669999999,46.70112659999999,"5060 حي, RBJA8952، 8952 الملك فهد الفرعي, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.3
No Brand,24.6583151,46.7006727,"King Fahad Branch Road, MP52+87F, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
RIYADH COFFEE,24.6583445,46.69178180000001,"Al Amir Fahad Ibn Salman Ibn Abdulaziz, MM5R+8PM, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.6
جوارسته كافيه,24.6605239,46.6923207,"MM6R+6W4, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
Dunkin' - دانكن,24.6618125,46.7001875,Riyadh,Restaurants,"cafe,store,food,point_of_interest,establishment",4
مقهى مجلس المضياف,24.6530117,46.68907939999999,Riyadh,Restaurants,"cafe,store,food,point_of_interest,establishment",3.9
تيلر | teller - النموذجية,24.6515658,46.68979270000001,"MM2Q+HWR, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",4.1
القحطاني للحفلات والمناسبات,24.6515336,46.6897864,"MM2Q+JW7, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",5
villagio mall,24.6515431,46.689746,"Nasseriyah Street, MM2Q+JWF, Riyadh",Restaurants,"cafe,store,food,point_of_interest,establishment",
Budget Rent A Car | بدجت لتاجير السيارات,24.6643062,46.7077153,Riyadh,Other Stores,"car_rental,car_dealer,store,point_of_interest,establishment",3.9
Garden Lights - Riyadh Branch,24.6509189,46.7048375,"Al Washm Street, Riyadh",Other Stores,"home_goods_store,store,point_of_interest,establishment",3.3
AlHarthi for Cameras,24.65131700000001,46.70609770000001,"Prince Abdallah Ibn Jalawi Ibn Turki, Riyadh",Electronics,"home_goods_store,electronics_store,store,point_of_interest,establishment",4.1
AL-Dakheel Oud Company,24.6654395,46.6978512,"طريق الملك فهد الفرعي, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.1
Al Rasheed Pastries & Sweets,24.651391,46.7063977,"Al Washm Street, MP24+HH2, Riyadh",Restaurants,"store,food,point_of_interest,establishment",4
Hasoub Company,24.6655856,46.6998688,"6075 الامير عبدالعزيز بن مساعد بن جلوي, 2904, Riyadh",Electronics,"electronics_store,store,point_of_interest,establishment",3.8
Malabar Gold and Diamonds - Avenue Mall - Riyadh,24.664412,46.703309,"Lulu Hyper Market, Riyadh Avenue Mall, Murabbah, Riyadh",Other Stores,"jewelry_store,store,point_of_interest,establishment",4.9
Kawader For Commercial Kitchen & Café Equipment,24.6613754,46.7091691,"حي, 7206 Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, Riyadh",Other Stores,"furniture_store,home_goods_store,store,point_of_interest,establishment",4.5
شركة المصادر الخامسه للمستلزمات الطبيه MSCO5,24.6674475,46.70310860000001,"Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, MP83+X6H, Riyadh",Other Stores,"store,health,point_of_interest,establishment",2.1
Noufasera,24.6661491,46.6875655,"Umm Salmah Al Ansari Street, MM8Q+F24, Riyadh",Other Stores,"furniture_store,home_goods_store,store,point_of_interest,establishment",3.7
Sid Boutiques Riyadh,24.6666378,46.68778409999999,"Umm Salmah Al Ansari Street, MM8Q+M43, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.1
لو 66 LE 66,24.6667764,46.68748459999999,"7116 شارع جابر بن عبدالله، المؤتمرات الرياض 12712 3859 Jabir Ibn Abdullah Street, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",3.7
Manar Hayatak Medical Company,24.6661338,46.7069383,"Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, MP84+FQ4, Riyadh",Other Stores,"store,health,point_of_interest,establishment",
Panda Super 26 | بنده سوبر,24.6395041,46.6932205,"Near TV station, Olysha, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
Meed - ميد,24.6760625,46.71543750000001,"Prince Mansour Bin Abdulaziz Street, MPG8+C5, Riyadh",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.4
تاج فايف ماركت,24.6546889,46.6882774,"حي, 8131 شارع الأمير سعود بن فيصل بن عبدالعزيز، النموذجية، الرياض 12734 3943،",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
اسواق خيرات الحزم للمواد الغذائيه,24.6569102,46.6865026,Riyadh,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.8
تموينات كيفان,24.6563051,46.6862929,"Al Washm Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.7
LuLu Hypermarket - Riyadh Avenue Mall - Murabba,24.6637609,46.70368729999999,"طريق الملك عبدالعزيز, Riyadh Avenue Mall, Level 1, Prince Faisal Bin Turki Bin, الرياض",Restaurants,"supermarket,grocery_or_supermarket,clothing_store,furniture_store,home_goods_store,store,point_of_interest,food,establishment",4.3
اسواق العثيم (سيتي) | Othaim Markets (city)‏,24.650008,46.706274,"متفرع من, شارع الوشم, شارع الأمير عبدالله بن جلوي, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4
دوامي,24.6639154,46.7040692,7511 أم رومان، حي الضباط، الرياض 12625 3977،,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.6
تموينات السهام الذهبي,24.646302,46.7025114,"7412 Muafa Al Sedeed, RBGA5282، 5282, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
Meed - ميد,24.6666875,46.6988125,"King Fahd Road, MM8X+MG3, Riyadh",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.8
Al Annas Supermarket,24.6640753,46.7060854,"Prince Faisal Bin Turki Bin Abdulaziz Street, MP74+JCP, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",2.5
Rawad Supermarket,24.6436794,46.6933563,"7117 الإمام عبد العزيز بن محمد بن سعود،, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
مركت,24.6531814,46.7099695,"RCRA6327، 4168, MP35+7XH, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
اطياف البياض,24.6420585,46.6940976,"JMRV+RJH, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
تموينات طارق احمد طويل التجارية,24.6457224,46.7073645,"Al Amir Abdullah Ibn Jalawi Ibn Turki, JPW4+7WC, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.7
تموينات عليشة,24.6413045,46.69308789999999,"3832 حي, RBGA9153، 9153 الإمام عبدالعزيز بن محمد بن سعود الفرعي, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.7
Mawred Trading Company,24.6668978,46.7071135,"MP84+QR5, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
Panda Hyper 10026 | بنده هايبر,24.6647236,46.6823775,"Al Takhassousi, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
اسواق ربيع الخزان المركزية,24.6415422,46.7048194,Riyadh,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.7
AlMaather Square,24.6644158,46.68267039999999,"Al Takhassousi, MM7M+Q37, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
مؤسسة مورا للاتصالات,24.65681530000001,46.7012206,"حي, King Fahd Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3
مدن الإنجاز للخدمات العامة,24.6567548,46.6865923,8544، الناصرية، الرياض 12732 3660،,Shopping Malls,"shopping_mall,point_of_interest,establishment",1.7
Riyadh Avenue Mall,24.6629868,46.7035022,"Prince Faisal Bin Turki Bin Abdulaziz Street, Riyadh",Shopping Malls,"shopping_mall,department_store,store,point_of_interest,establishment",4.3
Lulu head office,24.663183,46.7032651,"MP73+78, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.1
مكتبة حكاية أيام,24.6501537,46.7061428,"MP24+3F6, Unnamed Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",2.9
سوق المربع سكوير,24.650729,46.7065229,9091 2418 الامير عبدالله بن جلوي بن تركي الرياض 12631,Shopping Malls,"shopping_mall,point_of_interest,establishment",3.8
