lat,lon,external_id,title,price,area,floors,apartments,purpose,rent_frequency,location
24.684098468817,46.693838613223,87704695,"Building for rent in Al Olaya, Riyadh",388000.0,600.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.764858647144,46.750325494383,87722897,"Building for rent on King Abdullah bin Abdulaziz Al Saud Street, Al Hamra District, Riyadh City, Riyadh Region",1321500.0,1200.0,,,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Hamra
24.588273032437,46.71991214205,87723179,"Building for rent on Jabal Al-Oloom Street, Al-Yamamah District, Riyadh City",300000.0,293.0,,,for-rent,yearly,KSA > Riyadh > Central Riyadh > Al Yamamah
24.594506777118,46.712191002074,87717095,"Building For Rent in Al Yamamah, Riyadh",16000.0,212.0,,,for-rent,yearly,KSA > Riyadh > Central Riyadh > Al Yamamah
24.890924715451,46.606889413833,87676603,"Building for Rent in Al Arid, North Riyadh",400000.0,770.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.785096640954,46.800030806377,87675912,"Residential Building For Rent in Al Khaleej, Riyadh",300000.0,9701.0,,,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Khaleej
24.573344728241,46.536463602154,87623752,"Building For Rent in Tawiq, West Riyadh",300000.0,960.0,,,for-rent,monthly,KSA > Riyadh > West Riyadh > Tuwaiq
24.614628029207,46.637405672694,87819966,Residential Building in West Riyadh，Al Uraija Al Wusta 3 bedrooms 150000 SAR - 87819966,150000.0,400.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Al Uraija Al Wusta
24.870409266731,46.608177594789,87809021,"Residential Building For Rent in Al Arid, Riyadh",1200000.0,750.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.88120241189,46.603724831754,87823391,"Residential Building For Rent in Al Arid, Riyadh",70000.0,750.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.8679861876,46.655283858741,87809697,Luxurious building for rent in Al-Narjis neighborhood – hotel license and a rare investment opportunity,1850000.0,930.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.863722602705,46.673086028341,87809453,"Residential Building For Rent in Al Narjis, Riyadh",2500000.0,935.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.604623795519,46.62105911312,87791971,"Residential Building For Rent in Al Uraija Al Wusta, Riyadh",220000.0,400.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Al Uraija Al Wusta
25.04004773544,46.454329475971,87682518,Residential rooms for rent,550000.0,607.0,,,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Kair District
24.802348313402,46.771949718549,87791742,"Residential Building For Rent in Al Yarmuk, Riyadh",38000.0,100.0,,,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Yarmuk
24.558974659653,46.612475125299,87667342,"Building for rent on Al-Tawheed Street, Al-Awali District, City of Riyadh, Riyadh Region",45000.0,900.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Alawali
24.689750276523,46.593668684693,87708241,Distinctive investment opportunity – Commercial building (shell) for rent in full,1200000.0,825.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Irqah
24.622708961992,46.509888702803,87784232,Residential Building in West Riyadh，Dhahrat Laban 1100000 SAR - 87784232,1100000.0,1428.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Dhahrat Laban
24.606584192005,46.668214798175,87686518,"Residential Building for Rent in Dhahrat Al Badiah, West Riyadh",30000.0,900.0,,,for-rent,yearly,KSA > Riyadh > West Riyadh > Dhahrat Al Badiah
