trip_id,pickup_time,dropoff_time,distance_km,car_model,start_lat,start_lon,end_lat,end_lon,num_segments
1049615,2015-07-05 05:43:30,2015-07-05 06:01:33,21.06,TAURUS,24.7408771315895,46.6487709291314,24.8498003891725,46.71679707624829,177
1126357,2015-10-25 05:13:37,2015-10-25 05:30:46,15.85,Elentra,24.8268758679382,46.630846933985794,24.8674941619763,46.70347915757999,123
1195740,2016-01-31 05:26:41,2016-01-31 05:36:23,10.97,santafe,24.8083889738986,46.6526540802559,24.8498003891725,46.71679707624829,102
1044813,2015-06-28 05:49:13,2015-06-28 06:04:03,20.91,TAURUS,24.741857797416397,46.6484730524337,24.8498003891725,46.71679707624829,190
1235609,2016-03-31 05:01:01,2016-03-31 05:17:42,15.10000038,Inova,24.8268758679382,46.630846933985794,24.8674941619763,46.70347915757999,116
1326238,2016-10-19 05:03:32,2016-10-19 05:17:13,10.47999954,Fortuner,24.8223077530101,46.688748344505704,24.8498003891725,46.71679707624829,43
1042122,2015-06-23 05:47:41,2015-06-23 06:07:16,21.36,Innova,24.745205974563103,46.646769080344896,24.8400132079103,46.7271744938853,181
1077723,2015-08-18 05:33:25,2015-08-18 06:14:15,32.27,Innova,24.7015150910436,46.65062063413551,24.8498003891725,46.71679707624829,362
1118104,2015-10-14 05:08:23,2015-10-14 05:32:05,11.41,Elentra,24.8312168317262,46.641132117903204,24.8498003891725,46.71679707624829,94
1042750,2015-06-24 05:48:00,2015-06-24 06:04:04,21.01,Yukon,24.740946620426396,46.6488150994546,24.8498003891725,46.71679707624829,174
1050158,2015-07-06 05:41:59,2015-07-06 06:01:47,21.38,Fortuner,24.740946620426396,46.6488150994546,24.8498003891725,46.71679707624829,202
1122689,2015-10-20 05:46:23,2015-10-20 05:56:58,9.24,Innova,24.827969986999896,46.654732440531795,24.8498003891725,46.71679707624829,60
1216032,2016-03-02 05:08:00,2016-03-02 05:34:07,15.5,Fortuner ,24.8268758679382,46.630846933985794,24.850287379219104,46.719005756232,138
1134396,2015-11-05 05:32:28,2015-11-05 05:47:30,12.37,Prado,24.814658680542102,46.649052314897006,24.8498003891725,46.71679707624829,113
1234907,2016-03-30 05:14:33,2016-03-30 05:25:37,10.21000004,Fortuner ,24.8189767612192,46.6592544980658,24.8498003891725,46.71679707624829,58
1041429,2015-06-21 05:57:23,2015-06-21 06:12:42,20.79,Prado,24.740946620426396,46.6488150994546,24.8498003891725,46.71679707624829,170
1067864,2015-08-03 05:32:31,2015-08-03 07:54:20,22.38,Fortuner,24.8353336240737,46.651005653534696,24.8498003891725,46.71679707624829,71
1065330,2015-07-30 05:16:34,2015-07-30 06:27:04,21.74,Sonata,24.6826959065173,46.69921642584001,24.6303212711397,46.698217846171296,167
1142786,2015-11-16 05:41:27,2015-11-16 07:15:57,30.76,Innova,24.732580091002102,46.67538674595839,24.7476551055028,46.76666479767679,1467
1096516,2015-09-13 05:03:54,2015-09-13 05:47:25,18.22,Innova,24.8197079318468,46.755343993132,24.769028313797303,46.786433641664495,428
1039424,2015-06-17 05:45:13,2015-06-17 06:08:18,13.77,Ford Taurus,24.786398312669398,46.719246632975796,24.7527208382989,46.7748197494386,221
1115669,2015-10-11 05:13:59,2015-10-11 05:48:54,21.69,Fortuner,24.800518623196897,46.711228630043294,24.769149101199197,46.821375017381705,409
1093211,2015-09-09 05:54:15,2015-09-09 06:20:55,14.73,Innova,24.705515881627303,46.682643498043795,24.748953139699697,46.7687550551098,224
1052785,2015-07-09 05:42:00,2015-07-09 06:04:50,24.48,Innova,24.849561220510303,46.805691565126295,24.7577691871908,46.7710810845967,213
1078990,2015-08-20 05:35:32,2015-08-20 06:09:31,15.97,Ford Taurus,24.691849034482104,46.67531477968161,24.7577691871908,46.7710810845967,313
1071664,2015-08-09 05:06:12,2015-08-09 05:30:25,27.76,Yukon,24.742146811982003,46.5765016381458,24.7526986631813,46.7629332779118,300
1196369,2016-02-01 05:58:16,2016-02-01 06:22:38,18.34,Camry,24.7003022858845,46.6829910106276,24.773672049360698,46.7939172417571,235
1037597,2015-06-15 05:25:58,2015-06-15 06:05:06,18.73,Prado,24.675008764588,46.806081061272295,24.705131016915498,46.7403248389773,254
1069882,2015-08-06 05:34:02,2015-08-06 05:45:02,7.74,Yukon,24.7876531213583,46.675072382324295,24.800518623196897,46.711228630043294,111
1077028,2015-08-17 05:52:03,2015-08-17 06:23:52,21.58,Elantra ,24.7446705650112,46.780825115667895,24.798233447480502,46.679434884986,277
1090933,2015-09-06 05:44:15,2015-09-06 05:52:30,5.6,Innova,24.818099529889604,46.6571443295908,24.7966919528873,46.674988557961996,93
1273673,2016-06-01 05:41:05,2016-06-01 05:59:07,14.76000023,Fortuner,24.7916188539212,46.757937120804,24.796686413810896,46.6748784471216,128
1212219,2016-02-25 05:23:49,2016-02-25 05:36:48,9.84,FORTUNER,24.7700484078406,46.6937928527188,24.8100077239085,46.659556695521005,123
1155664,2015-12-03 05:08:29,2015-12-03 05:42:08,10.77,Taurus,24.7225920186202,46.6629998149131,24.743207744257997,46.726249218333905,396
1298612,2016-08-10 05:23:01,2016-08-10 05:41:20,13.05000019,Fortuner,24.761354430517002,46.791315296680004,24.7900719784533,46.8821545828257,84
1257266,2016-05-03 05:20:27,2016-05-03 05:43:32,17.87000084,Fortuner,24.750472483389203,46.790207022435204,24.800369827641802,46.8656624534958,99
1234910,2016-03-30 05:25:53,2016-03-30 05:46:47,20.20000076,elantra,24.7240964584155,46.79069614341821,24.8241758628594,46.813315287501204,168
1092487,2015-09-08 05:38:54,2015-09-08 06:24:18,22.99,Fortuner,24.7446705650112,46.780825115667895,24.680903553885603,46.6420174859777,471
1324201,2016-10-13 05:34:41,2016-10-13 06:05:41,13.22000027,Santafe,24.725280394836897,46.6476644987463,24.675598298291302,46.6286049425365,177
1097516,2015-09-14 05:49:37,2015-09-14 06:02:33,0,Sonata,24.7794243483012,46.6554979797961,24.737125001979198,46.698155519538794,160
1240395,2016-04-07 05:47:24,2016-04-07 06:39:10,27.76000023,Elantra,24.560216822122698,46.716430837842104,24.7364234124362,46.706864246253204,419
1090956,2015-09-06 05:55:23,2015-09-06 06:10:00,8.82,Innova,24.740518963497895,46.696439991987,24.7069547894745,46.698774589662,86
1247396,2016-04-18 05:47:33,2016-04-18 06:22:42,17.89999962,Tahoe,24.740518963497895,46.696439991987,24.7999318925218,46.709834592054,368
1238991,2016-04-05 05:42:01,2016-04-05 07:26:34,48.84000015,Fortuner,24.7445103500073,46.69458850170239,24.8040055838388,46.7195302235019,1926
1091720,2015-09-07 05:41:07,2015-09-07 05:56:26,8.03,elantra,24.7794243483012,46.6554979797961,24.737125001979198,46.698155519538794,169
1041522,2015-06-21 05:01:14,2015-06-21 05:33:22,39.82,Innova,24.849561220510303,46.805691565126295,24.657115130297104,46.7027674415596,298
1206675,2016-02-16 05:00:45,2016-02-16 05:38:40,22.39,Innova,24.7687711144835,46.703716676614896,24.631742795402104,46.693261734244096,386
1251699,2016-04-24 05:14:31,2016-04-24 05:39:32,11.84000015,Camry,24.7429166821538,46.667833446938104,24.685999034840805,46.7090876769776,207
1339970,2016-11-15 05:31:31,2016-11-15 06:58:20,28.81999969,Yukon,24.7029934378033,46.67992253267771,24.697788935082503,46.6828831145742,484
1229360,2016-03-21 05:43:31,2016-03-21 06:08:59,11.78999996,Elentra,24.7429166821538,46.667833446938104,24.685999034840805,46.7090876769776,173
1239657,2016-04-06 05:43:34,2016-04-06 06:15:45,13.22000027,FORD TAURUS,24.7415006355407,46.664450030127,24.685999034840805,46.7090876769776,294
1323191a,2016-10-10 05:31:23,2016-10-10 06:03:46,18.220840533228717,COROLLA,24.7018863488507,46.680821894239905,24.6295396895034,46.7153714532646,152
1219441,2016-03-07 05:36:50,2016-03-07 06:12:34,19.52,Fortuner ,24.7486804609206,46.716312421865794,24.685999034840805,46.7090876769776,347
1112143,2015-10-06 05:47:03,2015-10-06 06:07:27,14.52,Innova,24.735857890128397,46.646842426843605,24.6484372132727,46.7004732262251,260
1175494,2015-12-31 05:35:03,2015-12-31 06:00:59,21.85,Fortuner,24.801854829123997,46.7088631917372,24.694955243544,46.684368235067,375
1257995,2016-05-04 05:13:34,2016-05-04 05:52:20,14.39999962,Fortuner,24.7448236468264,46.6723252637118,24.685999034840805,46.7090876769776,206
1197758,2016-02-03 05:50:23,2016-02-03 06:15:25,18.04,Innova,24.7834200333577,46.665028620327796,24.6629731219316,46.69634079765721,285
1158338,2015-12-06 05:23:36,2015-12-06 05:54:39,11.29,Yukon,24.708380372464298,46.6775992002628,24.6655680495807,46.7105518542355,342
1247377,2016-04-18 05:00:49,2016-04-18 05:27:43,11.88000011,FORD TAURUS,24.7448236468264,46.6723252637118,24.685999034840805,46.7090876769776,151
1128512,2015-10-28 05:59:15,2015-10-28 06:23:14,18.38,Innova,24.7834200333577,46.665028620327796,24.661878978064898,46.7020737903495,297
1064016,2015-07-28 05:18:34,2015-07-28 05:31:16,10.41,Fortuner,24.7776140058846,46.7237043121372,24.790933406219697,46.6612530745538,140
1038494,2015-06-16 05:05:20,2015-06-16 05:50:26,19.46,Yukon,24.832276162668098,46.758570228675204,24.798399106945702,46.6574943910032,278
1233179,2016-03-27 05:15:03,2016-03-27 05:36:08,7.449999809,Innova,24.7838290007873,46.679337969077,24.7508111798136,46.66002401594629,201
1285119,2016-06-28 05:24:40,2016-06-28 05:48:31,11.64000034,Elentra,24.7731292000041,46.714050758567495,24.7899710354251,46.6617310683376,148
1080970,2015-08-23 05:58:18,2015-08-23 06:12:14,14.07,ELANTRA,24.7942069206036,46.671767353099696,24.771321806265696,46.7369152657988,149
1064603,2015-07-29 05:52:15,2015-07-29 06:06:50,10.79,Ford Taurus,24.7776140058846,46.7237043121372,24.7868507983503,46.651602119937,99
1258014,2016-05-04 05:37:46,2016-05-04 06:09:00,21.39999962,Fortuner ,24.7781781468857,46.677216038501705,24.781425973471,46.6868860614316,591
1287099,2016-07-04 05:12:39,2016-07-04 05:31:12,11.22999954,Fortuner,24.7731292000041,46.714050758567495,24.7899710354251,46.6617310683376,130
1139774,2015-11-12 05:49:17,2015-11-12 06:18:08,18.49,Innova,24.7939736580583,46.621765577042396,24.7696926628124,46.7155258031559,681
1134415,2015-11-05 05:57:15,2015-11-05 06:08:08,4.59,Fortuner,24.7018863488507,46.680821894239905,24.7195074640229,46.6987503651437,123
1226348,2016-03-16 05:05:43,2016-03-16 05:51:41,25.92000008,Santafe,24.733233797428003,46.837844429859,24.7011117531592,46.6848797185332,325
1191148,2016-01-24 05:44:05,2016-01-24 06:36:27,33.81,Yukon,24.713717927021197,46.6748438153695,24.835850127085,46.794194086493505,554
1243153,2016-04-11 05:08:24,2016-04-11 05:11:59,1.070000052,Camry,24.707998435745303,46.771116330149205,24.703898485232703,46.7816809397036,42
1234271,2016-03-29 05:03:13,2016-03-29 05:07:44,2.289999962,Elantra,24.6963574370994,46.7873654759562,24.7062398206246,46.779913627515604,21
1062907,2015-07-26 05:50:03,2015-07-26 06:10:50,14.69,Elantra ,24.703898485232703,46.7816809397036,24.779794849938803,46.732663325502,163
1064599,2015-07-29 05:29:47,2015-07-29 05:50:27,13.05,Elantra ,24.703898485232703,46.7816809397036,24.7814706028866,46.73277807401529,100
1038546,2015-06-16 05:43:16,2015-06-16 05:58:18,11.02,Innova,24.7509747185529,46.7099123372371,24.8121544583133,46.73765222736421,141
1268231,2016-05-22 05:27:30,2016-05-22 05:52:51,21.06999969,Innova,24.7491823082516,46.716049893923795,24.7201297155773,46.8416531732479,137
1093191,2015-09-09 05:30:44,2015-09-09 06:01:51,22.28,Prado,24.7436779469591,46.713600296982,24.7128650280091,46.84102551382689,323
1165493,2015-12-15 05:44:42,2015-12-15 06:13:27,16.71,Taurus,24.677854586309298,46.680120963411504,24.743207744257997,46.726249218333905,298
1337504,2016-11-10 05:12:44,2016-11-10 05:29:46,13.23999977,fortuner,24.7469110375641,46.7105685834676,24.7856792723663,46.7981131033523,98
1187741,2016-01-18 05:52:00,2016-01-18 06:00:13,6.07,Taurus,24.737125001979198,46.698155519538794,24.7686196184703,46.72581738299971,79
1314613,2016-09-18 05:17:34,2016-09-18 05:40:07,22.65999985,Fortuner,24.786765162529,46.672930371385405,24.782549919334603,46.7931146547783,154
1063440,2015-07-27 05:13:02,2015-07-27 05:40:29,14.29,Suburban,24.747333312170202,46.6528282328216,24.7639347057003,46.73900024050421,249
1099185,2015-09-16 05:31:00,2015-09-16 06:23:22,20.05,Fortuner,24.576315411782797,46.709889965957096,24.713004584000803,46.6911445301231,561
1022090,2015-05-25 05:38:44,2015-05-25 05:48:54,3.3,Yukon,24.6873740805121,46.698512134240104,24.697733694801396,46.6769290636137,90
1124313,2015-10-22 05:42:02,2015-10-22 05:53:33,3.24,GMC 2016,24.686317259639303,46.6965547421307,24.697733694801396,46.6769290636137,105
1242540,2016-04-10 05:34:21,2016-04-10 06:08:47,35.25999832,Fortuber,24.8135515000521,46.693390875726394,24.990519363708895,46.52679958435921,356
1279206,2016-06-12 05:33:07,2016-06-12 05:57:19,23.96999931,Elantra,24.574782027727398,46.7766506228274,24.6903817052354,46.747389552183705,191
1256174,2016-05-01 05:59:23,2016-05-01 06:30:58,29.37000084,Innova,24.6880105031711,46.6240751363373,24.784839885577803,46.74081209358621,306
1242503,2016-04-10 05:58:49,2016-04-10 06:10:36,7.53000021,Elantra,24.79522426547,46.7677557236007,24.7814706028866,46.73277807401529,105
1185197,2016-01-14 05:34:52,2016-01-14 06:20:31,37.29,Ford Taurus,24.814016944822804,46.623532511918704,24.7814706028866,46.73277807401529,648
1289141,2016-07-12 05:22:48,2016-07-12 06:40:47,34.75,Elentra,24.698988709492102,46.803260539052495,24.597723404500105,46.7748000879192,448
1136741,2015-11-08 05:18:58,2015-11-08 05:58:34,22.82,Yukon,24.698754772197297,46.6602098950351,24.603550984755397,46.7688984690877,432
1078346,2015-08-19 05:12:16,2015-08-19 05:36:47,6.65,Ford Taurus,24.584053179068498,46.7891606431804,24.586532821203104,46.78258466257321,11
1128506,2015-10-28 05:40:51,2015-10-28 06:05:09,18.06,Camry,24.800518623196897,46.711228630043294,24.7701370925416,46.6121415789666,263
1214344,2016-02-28 05:19:47,2016-02-28 05:24:29,2.19,Taurus,24.7701370925416,46.6121415789666,24.754561456174503,46.616165690564095,44
1200570,2016-02-07 05:53:52,2016-02-07 06:11:17,9.45,Innova,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,137
1100122,2015-09-17 05:06:00,2015-09-17 05:21:19,8,2013,24.7412904793679,46.6862791409894,24.707942634990896,46.68141530303701,78
1245113,2016-04-14 05:35:51,2016-04-14 06:09:43,18.70999908,Elantra,24.7855197313787,46.7171304513327,24.6946358587191,46.7204841230986,243
1211625,2016-02-24 05:03:09,2016-02-24 05:46:07,41.66,Taurus,24.6223489365084,46.6443617684521,24.715061302003104,46.7060594145259,558
1201225,2016-02-08 05:11:02,2016-02-08 05:29:50,9.57,Innova,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,181
1062893,2015-07-26 05:23:30,2015-07-26 05:57:42,19.93,Prado,24.785197016626803,46.7744075230471,24.712685882039104,46.699969277059004,188
1107540,2015-09-29 05:08:41,2015-09-29 05:35:23,11.88,Santafe,24.770329801416,46.67136084235229,24.693002957656102,46.6853537242408,187
1108786,2015-10-01 05:23:39,2015-10-01 05:43:41,12,Fortuner,24.770329801416,46.67136084235229,24.693002957656102,46.6853537242408,169
1233700,2016-03-28 05:26:10,2016-03-28 05:53:24,17.75,Fortuner,24.782462449007898,46.7826745168858,24.7011117531592,46.6848797185332,301
1214353,2016-02-28 05:54:08,2016-02-28 06:17:55,18.94,Innova,24.782393032692198,46.7831964277148,24.7011117531592,46.6848797185332,254
1203384,2016-02-11 05:44:24,2016-02-11 05:58:48,9.76,Innova,24.760854032547304,46.7200059652277,24.7142670670785,46.678220501400006,152
1344725,2016-11-27 05:26:19,2016-11-27 05:46:55,14.86999989,Trios,24.7856792723663,46.7981131033523,24.736161172055997,46.679321822378704,103
1147086,2015-11-22 05:23:03,2015-11-22 05:48:38,12.88,Expedition,24.7911560946162,46.781986542367605,24.739856285538,46.686756584405295,269
1155663,2015-12-03 05:28:03,2015-12-03 05:45:45,9.42,Yukon,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,184
1201944,2016-02-09 05:44:29,2016-02-09 06:08:44,9.54,Fortuner,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,199
1037599,2015-06-15 05:20:31,2015-06-15 05:52:56,17.12,Fortuner,24.751722553956498,46.7545593729387,24.7118600034631,46.708489270738404,255
1252316,2016-04-25 05:33:53,2016-04-25 05:55:55,13.67000008,Elentra,24.756658038611697,46.6749753768394,24.778712175003,46.6889440819612,165
1301883,2016-08-18 05:04:01,2016-08-18 05:30:01,21.06999969,Elantra,24.8199453677939,46.7987973066362,24.709442560541397,46.699942527628096,181
1097495,2015-09-14 05:49:52,2015-09-14 06:17:52,12.68,Elentra,24.770329801416,46.67136084235229,24.693002957656102,46.6853537242408,227
1192620,2016-01-26 05:46:20,2016-01-26 06:02:40,9.5,santafe,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,169
1197084,2016-02-02 05:36:27,2016-02-02 05:52:42,9.52,Santafe,24.7602553826981,46.6834920814584,24.6974356453545,46.7027963072575,116
1331817,2016-11-01 05:19:15,2016-11-01 05:53:02,25.92000008,Avanza,24.651305457596997,46.6989387979291,24.8224549524976,46.68890553571361,246
1117420,2015-10-13 05:51:56,2015-10-13 06:28:09,10.32,Fortuner,24.640304796153004,46.693838977001704,24.708603560659498,46.7123859984927,262
1198427,2016-02-04 05:08:54,2016-02-04 05:42:35,31.75,Innova,24.745729627442397,46.6623095995854,24.587209420894297,46.6156107523424,338
1087875,2015-09-02 05:47:59,2015-09-02 06:29:04,17.72,Fortuner,24.7779087662562,46.699103798147,24.661878978064898,46.7020737903495,524
1351562,2016-12-15 05:06:07,2016-12-15 05:22:24,10.52999973,FORTUNER,24.774899524892604,46.7175362379939,24.7361784757123,46.639011200534,100
1042614,2015-06-23 05:46:56,2015-06-23 06:07:38,15.74,Innova,24.762170389303698,46.687024478631,24.700790395937,46.6362035241201,147
1126447,2015-10-25 05:43:03,2015-10-25 05:58:16,10.89,Innova,24.7636719578445,46.690581667414506,24.727396424469,46.646753247487,146
1229359,2016-03-21 05:29:22,2016-03-21 05:55:10,30.80999947,Expedition,24.765738423294,46.6954747381587,24.963477440187997,46.700140171986,209
1197736,2016-02-03 05:12:34,2016-02-03 05:40:37,11.27,Prado,24.762170389303698,46.687024478631,24.7142670670785,46.678220501400006,258
1188264,2016-01-19 05:23:23,2016-01-19 05:53:41,15.91,Taurus,24.7684850671355,46.688716083440504,24.748895795316,46.65646513922051,443
1298904,2016-08-11 05:46:26,2016-08-11 06:20:17,20.68000031,Innova,24.688374103157397,46.7008980482288,24.7893974591258,46.683565014237395,152
1172547,2015-12-27 05:33:50,2015-12-27 06:21:24,16.52,Fortuner,24.7602553826981,46.6834920814584,24.7015795493515,46.7044179146469,1674
1059465,2015-07-20 05:20:43,2015-07-20 05:34:55,10.71,Suburban,24.7570099010427,46.6747971713474,24.774537428610802,46.691047118102894,91
1306362,2016-08-28 05:49:53,2016-08-28 06:17:56,14.72999954,SONATA,24.701920016610302,46.8268302883193,24.6524088762532,46.7164507534846,163
1243801a,2016-04-12 05:06:09,2016-04-12 06:06:33,34.25177709441756,Tucson,24.7388269200637,46.8380267432459,24.6326896415956,46.7105181493538,432
1230754,2016-03-23 05:13:54,2016-03-23 05:35:19,13.94999981,Fortuner,24.8230432479307,46.7632717961559,24.746398893726102,46.752738389766904,256
1233168,2016-03-27 05:09:19,2016-03-27 05:27:11,14.32999992,Innova,24.8230432479307,46.7632717961559,24.746398893726102,46.752738389766904,148
1038535,2015-06-16 05:57:51,2015-06-16 06:10:08,11.74,Taurus,24.792938283817,46.7122768374994,24.740124669480902,46.7430002548084,146
1076327,2015-08-16 05:25:51,2015-08-16 05:43:58,13.56,Fortuner,24.79522426547,46.7677557236007,24.7163927418742,46.7580779466348,206
1067874,2015-08-03 05:46:19,2015-08-03 06:14:34,17.68,Fortuner ,24.786398312669398,46.719246632975796,24.6953765752325,46.7117678254865,286
1317557,2016-09-26 05:32:52,2016-09-26 06:18:48,26.73999977,Fortuner,24.804776253089,46.762884066843704,24.663631889315802,46.711297348414405,284
1272508,2016-05-30 05:59:18,2016-05-30 06:20:46,16.46999931,Fortuner ,24.719273002379104,46.608019705961105,24.807215560054498,46.6312362458113,122
1318832,2016-09-29 05:17:11,2016-09-29 05:41:29,10.72000027,Innova,24.7132683881905,46.6183262280029,24.7361784757123,46.639011200534,113
1127772,2015-10-27 05:18:54,2015-10-27 05:36:36,12.05,Innova,24.7363417611925,46.587128024770095,24.720761049562203,46.637388829148904,216
1301900,2016-08-18 05:50:02,2016-08-18 06:47:14,29.19000053,Innova,24.6913381867006,46.5817568604144,24.686997179713,46.6257253338127,214
1136733,2015-11-08 05:01:57,2015-11-08 05:21:52,10.88,2013,24.7300426604771,46.59384154956321,24.720761049562203,46.637388829148904,182
1055467,2015-07-13 05:51:42,2015-07-13 06:13:36,22.82,tahou,24.580926937772304,46.6937132794373,24.7467958173283,46.6581650593097,218
1098231,2015-09-15 05:17:12,2015-09-15 05:59:37,26.89,Innova,24.5905807496452,46.6770205356989,24.737974858463396,46.662006277670095,523
1286797,2016-07-03 05:17:35,2016-07-03 05:49:16,22.68000031,Elantra,24.679676281781603,46.6632841746475,24.5745721067602,46.656217584906905,157
1133608,2015-11-04 05:27:33,2015-11-04 05:54:52,6.28,Ford Taurus,24.6059141763015,46.6515254086348,24.6830432314005,46.7068035813702,127
1262385,2016-05-11 05:21:42,2016-05-11 05:40:20,10.05000019,Fortuner,24.6940542323519,46.853498830107,24.7627829102875,46.8151480471311,58
1321634,2016-10-06 05:25:30,2016-10-06 05:42:41,14.77000046,Taurus,24.718876935279496,46.684208216599906,24.811451394319,46.615524059221,108
1022009,2015-05-25 05:57:38,2015-05-25 06:15:20,7.01,Ford Taurus,24.724687691571997,46.6811330664258,24.6994270669409,46.71286275952829,149
