Name,Subtype,Latitude,Longitude
Wooden Bakery,bakery,24.762519,46.716278
Najd Village,restaurant,24.742561,46.704639
Shawaya House,restaurant,24.742945,46.672423
Subway,restaurant,24.731234,46.666655
Golden Saj,restaurant,24.739644,46.670789
الرومانسية,restaurant,24.695827,46.79236
فطيرة هت,restaurant,24.695698,46.792191
مطاعم الصاج الذهبي,restaurant,24.700458,46.779288
arocaria,cafe,24.708915,46.663001
قصر حلو عبد الرحمن الحلاب وأولاده ١٨٨١,restaurant,24.708807,46.70762
Unnamed,restaurant,24.569256,46.837701
McDonald's,fast_food,24.752238,46.72032
ماكدونالدز,fast_food,24.845592,46.758778
Tony Roma's,restaurant,24.702729,46.680172
Mensa,restaurant,24.809536,46.707222
Starbucks,cafe,24.673405,46.623254
Dunkin' Donuts,fast_food,24.673146,46.623162
Coffee Lounge,cafe,24.688267,46.619167
Unnamed,restaurant,24.689032,46.618998
Coffee Shop,cafe,24.688879,46.618878
Coffee Shop,cafe,24.688813,46.61981
كنتاكي,restaurant,24.651797,46.707856
عمو حمزة,restaurant,24.651899,46.708352
سلامة,restaurant,24.629934,46.718071
اكسير البن,cafe,24.73433,46.611247
Steak Escape,fast_food,24.7781,46.711395
ماكدونالز,fast_food,24.811728,46.769134
Unnamed,restaurant,24.804613,46.781859
Unnamed,restaurant,24.813007,46.777653
هرفي,fast_food,24.81911,46.774504
Unnamed,restaurant,24.81649,46.774842
Unnamed,restaurant,24.81723,46.775615
Unnamed,cafe,24.832771,46.767611
Unnamed,restaurant,24.833823,46.767107
Unnamed,restaurant,24.767443,46.717185
Unnamed,restaurant,24.767394,46.717131
Unnamed,restaurant,24.767335,46.717078
Unnamed,restaurant,24.767257,46.717067
Unnamed,restaurant,24.767189,46.717035
Unnamed,restaurant,24.807202,46.780588
Unnamed,bakery,24.808458,46.779029
منتو يغمش,restaurant,24.800574,46.782976
Unnamed,cafe,24.772669,46.574428
McDonald's,fast_food,24.802689,46.794926
Unnamed,restaurant,24.792934,46.805944
McDonald's,fast_food,24.776282,46.777377
شيخ البلد,restaurant,24.618308,46.72451
Burger King,fast_food,24.73214,46.848262
Mahboob,fast_food,24.759075,46.663992
Herfy,fast_food,24.767528,46.664342
Kudu,restaurant,24.685163,46.677549
Kudu,restaurant,24.70539,46.679815
Herfy,fast_food,24.711538,46.675324
Kudu,restaurant,24.711418,46.675415
Kudu,restaurant,24.689304,46.682654
Kudu,restaurant,24.704312,46.683308
كودو,fast_food,24.628308,46.559671
كودو,fast_food,24.673265,46.673056
Kudu,restaurant,24.684437,46.793663
Kudu,restaurant,24.786477,46.633718
Kudu,fast_food,24.779654,46.788313
Kudu,restaurant,24.588813,46.759605
Kudu,fast_food,24.59381,46.633419
Kudu,restaurant,24.751237,46.573733
Kudu,restaurant,24.634041,46.675502
Kudu,restaurant,24.799338,46.740229
كودو,fast_food,24.781792,46.731649
Kudu,restaurant,24.766848,46.755355
Kudu,restaurant,24.546587,46.650999
Kudu,restaurant,24.742953,46.678612
Kudu,restaurant,24.74053,46.681982
Kudu,restaurant,24.743554,46.659003
Kudu,restaurant,24.959126,46.703197
Kudu,restaurant,24.687108,46.724954
المذاق الرومنسي,restaurant,24.619772,46.744737
Kudu,restaurant,24.603481,46.732648
كودو,fast_food,24.662921,46.70096
كودو,fast_food,24.744742,46.6208
كودو,fast_food,24.738547,46.798644
Kudu,restaurant,24.696244,46.751481
Kudu,restaurant,24.70613,46.766761
Kudu,restaurant,24.685374,46.775275
Kudu,restaurant,24.724048,46.664849
Kudu,restaurant,24.69019,46.776271
كودو,fast_food,24.710856,46.791472
Kudu,restaurant,24.75924,46.777493
السلام موال,fast_food,24.55831,46.636971
Kudu,restaurant,24.561461,46.707911
Kudu,fast_food,24.59873,46.689431
Kudu,restaurant,24.596136,46.697574
Kudu,restaurant,24.823229,46.799313
شجرة الصفصاف,restaurant,24.649361,46.706629
الرشيد للحلويات,restaurant,24.651398,46.706581
احلى حكاية,restaurant,24.64861,46.706526
Layali Cafe,cafe,24.644895,46.703731
