lat,lon,mainlanduse,is_apartment
24.73555474760001,46.6560423574,100000,False
24.735901430000002,46.6559306838,100000,False
24.736010758599992,46.65619086219999,100000,False
24.73527301500002,46.656310432199994,100000,False
24.735663530600004,46.65630290759999,100000,False
24.730304157,46.64853279160002,100000,False
24.7300293046,46.64788128599999,100000,False
24.730104044166676,46.64809773499999,100000,False
24.735723014799998,46.6560206396,100000,False
24.730190582400006,46.648263574199994,100000,False
24.730091269666655,46.64865678683335,100000,False
24.729872652000008,46.64795615442857,100000,True
24.730007710199992,46.64841942860001,100000,False
24.729961522999997,46.648309947200005,100000,False
24.730953352200004,46.66056764060001,100000,False
24.730673511399992,46.660434824400014,100000,False
24.730921970799976,46.66102345780001,100000,False
24.73082728359999,46.660799131,100000,False
24.731011679999995,46.660705826200015,100000,False
24.72650935657143,46.65129490771428,100000,False
24.735359806199995,46.6418871866,100000,True
24.731106367399992,46.660930153,100000,False
24.73104501039999,46.66078478920002,100000,False
24.730743958599998,46.660601724,100000,False
24.728795139800003,46.6494266982,100000,False
24.729195182,46.649324540399995,100000,False
24.73189482639999,46.6393608354,100000,False
24.726189360142865,46.65108143542858,100000,False
24.725938827714288,46.651175465714296,100000,False
24.726352072624998,46.65104307050001,100000,False
24.7409112984,46.65423504580001,100000,False
24.740582736600004,46.65439915800001,100000,False
24.74117414699999,46.654103756,100000,False
24.727882763800004,46.6554626758,100000,False
24.727317897799992,46.65558552939999,100000,False
24.728313987999996,46.649278095166665,100000,False
24.728688210000012,46.649116334666665,100000,False
24.728423447600004,46.6568856194,100000,False
24.7283324276,46.656038096399996,100000,False
24.740687650199995,46.654650995600015,100000,False
24.741229777400008,46.654380210800014,100000,False
24.728426266000007,46.6492379066,100000,False
24.72856270220001,46.64913675700001,100000,False
24.731822515599994,46.642134299,1000000,True
24.727628770800003,46.655591381399994,100000,False
24.72793885560001,46.6553035464,100000,False
24.7286444962,46.656773117,100000,False
24.727730507400008,46.656754302799996,100000,False
24.728408542,46.65621736960001,100000,False
24.728234825399987,46.65649763240001,100000,False
24.72817410839998,46.65566520880001,100000,False
24.7278258822,46.655328117399996,100000,False
24.727571889799993,46.655456823399994,100000,False
24.72898985759999,46.649427168200006,100000,False
24.74025147442857,46.65601874357143,5555,False
24.739385391857127,46.65602891985715,100000,True
24.728747574199986,46.64979819060001,100000,False
24.728533289799987,46.6495032472,100000,False
24.7293451568,46.64968422799999,100000,False
24.733170539800007,46.63805048420001,1000000,True
24.739179225999987,46.65608527300001,100000,True
24.7355985606,46.65303822879999,100000,False
24.728015615799997,46.6559813266,100000,False
24.72780973,46.657197966599995,100000,False
24.728095080166657,46.655316965,100000,False
24.73491733344445,46.63862638044445,1000000,True
24.741016212199987,46.654486884000015,100000,False
24.741276821999985,46.654052470399996,100000,False
24.74134477340001,46.654322772,100000,False
24.728128452,46.6573627714,100000,False
24.728493789399998,46.656418155999994,100000,False
24.728956724142847,46.644229330428566,400000,False
24.73336585840001,46.6428193058,100000,False
24.73805762279999,46.643636310400005,300000,False
24.735170622999988,46.65299431920001,100000,False
24.735979020599984,46.641586655000005,100000,False
24.7276066594,46.65723591399999,100000,False
