latitude,longitude,type,name,district
24.8277715,46.6554992,Houses,Unnamed,
24.827867,46.6554532,Houses,Unnamed,
24.8279669,46.6553997,Houses,Unnamed,
24.8280665,46.6553487,Houses,Unnamed,
24.8281696,46.6552949,Houses,Unnamed,
24.8282655,46.6552448,Houses,Unnamed,
24.828365,46.6551968,Houses,Unnamed,
24.827693,46.6558777,Houses,Unnamed,
24.8277918,46.6558244,Houses,Unnamed,
24.8278874,46.6557824,Houses,Unnamed,
24.827982,46.6557325,Houses,Unnamed,
24.8280806,46.6556796,Houses,Unnamed,
24.8281826,46.6556262,Houses,Unnamed,
24.8282841,46.6555733,Houses,Unnamed,
24.8283849,46.6555221,Houses,Unnamed,
24.8284824,46.6554699,Houses,Unnamed,
24.8284961,46.6550761,Houses,Unnamed,
24.8285569,46.6552179,Houses,Unnamed,
24.8286029,46.6553263,Houses,Unnamed,
24.8286472,46.6554493,Houses,Unnamed,
24.81652,46.6469251,Houses,Unnamed,
24.8161579,46.647104,Houses,Unnamed,
24.8167344,46.6483297,Houses,Unnamed,
24.8165907,46.6479944,Houses,Unnamed,
24.8140674,46.6496796,Houses,Unnamed,
24.8138461,46.6497923,Houses,Unnamed,
24.8139891,46.6495235,Houses,Unnamed,
24.8139483,46.6494133,Houses,Unnamed,
24.8139074,46.6493069,Houses,Unnamed,
24.8138573,46.6491957,Houses,Unnamed,
24.8137797,46.6490182,Houses,Unnamed,
24.8135801,46.6491445,Houses,Unnamed,
24.813757,46.6495566,Houses,Unnamed,
24.8136776,46.6493507,Houses,Unnamed,
24.8135077,46.6489763,Houses,Unnamed,
24.8130844,46.6479691,Houses,Unnamed,
24.8131878,46.6482326,Houses,Unnamed,
24.8134374,46.6481807,Houses,Unnamed,
24.8133769,46.6480512,Houses,Unnamed,
24.8133257,46.6479307,Houses,Unnamed,
24.8132768,46.6478076,Houses,Unnamed,
24.8134863,46.6482999,Houses,Unnamed,
24.8135735,46.6485204,Houses,Unnamed,
24.8136213,46.648632,Houses,Unnamed,
24.8135258,46.6484079,Houses,Unnamed,
24.8136844,46.6488035,Houses,Unnamed,
24.8157967,46.6488064,Houses,Unnamed,
24.8156464,46.6484255,Houses,Unnamed,
24.8156013,46.6483189,Houses,Unnamed,
24.8154127,46.6478688,Houses,Unnamed,
24.8153661,46.6477638,Houses,Unnamed,
24.815322,46.6476521,Houses,Unnamed,
24.815273,46.6475406,Houses,Unnamed,
24.8152277,46.6474291,Houses,Unnamed,
24.8151763,46.6473176,Houses,Unnamed,
24.8151188,46.6471816,Houses,Unnamed,
24.8154568,46.6479778,Houses,Unnamed,
24.8153847,46.6484406,Houses,Unnamed,
24.8154336,46.6485509,Houses,Unnamed,
24.8151019,46.6477419,Houses,Unnamed,
24.815167,46.6479086,Houses,Unnamed,
24.8153242,46.6482855,Houses,Unnamed,
24.8152428,46.6481015,Houses,Unnamed,
24.8155249,46.6481485,Houses,Unnamed,
24.8157156,46.64857,Houses,Unnamed,
24.8155096,46.6487045,Houses,Unnamed,
24.6906075,46.7310231,Houses,Unnamed,
24.6903941,46.7310648,Houses,Unnamed,
24.6901378,46.7309123,Houses,Unnamed,
24.6905695,46.7308166,Houses,Unnamed,
24.6904219,46.7308496,Houses,Unnamed,
24.690306,46.7308787,Houses,Unnamed,
24.6901742,46.7311037,Houses,Unnamed,
24.6907738,46.7307845,Houses,Unnamed,
24.6908403,46.7309678,Houses,Unnamed,
24.6904536,46.7302993,Houses,Unnamed,
24.6900366,46.7306283,Houses,Unnamed,
24.6900075,46.7303744,Houses,Unnamed,
24.8155916,46.6489093,Houses,Unnamed,
24.817573,46.6486359,Houses,Unnamed,
24.8175841,46.6480475,Houses,Unnamed,
24.8175282,46.6478924,Houses,Unnamed,
24.8174844,46.6477866,Houses,Unnamed,
24.8174365,46.6476791,Houses,Unnamed,
24.8173905,46.6475593,Houses,Unnamed,
24.8173022,46.647365,Houses,Unnamed,
24.827716,46.6540914,Houses,Unnamed,
24.8278294,46.6540258,Houses,Unnamed,
24.8279278,46.6539812,Houses,Unnamed,
24.8280461,46.6539243,Houses,Unnamed,
24.8278481,46.6542566,Houses,Unnamed,
24.8278945,46.6543714,Houses,Unnamed,
24.8279397,46.6544894,Houses,Unnamed,
24.8279865,46.6546034,Houses,Unnamed,
24.8280324,46.6547154,Houses,Unnamed,
24.8280815,46.6541324,Houses,Unnamed,
24.8281292,46.654248,Houses,Unnamed,
24.8281773,46.6543632,Houses,Unnamed,
24.8282259,46.6544794,Houses,Unnamed,
24.8282716,46.6545933,Houses,Unnamed,
24.8280532,46.6549004,Houses,Unnamed,
24.8281726,46.6548376,Houses,Unnamed,
24.8282685,46.6547861,Houses,Unnamed,
24.8283875,46.6547243,Houses,Unnamed,
24.8279584,46.6562812,Houses,Unnamed,
24.8281948,46.6561552,Houses,Unnamed,
24.8282786,46.6563431,Houses,Unnamed,
24.8280595,46.656541,Houses,Unnamed,
24.8281394,46.6567329,Houses,Unnamed,
24.8281884,46.6568553,Houses,Unnamed,
24.8283829,46.6566068,Houses,Unnamed,
24.8284326,46.6567235,Houses,Unnamed,
24.8284798,46.6568353,Houses,Unnamed,
24.8285261,46.6569446,Houses,Unnamed,
24.8285744,46.6570603,Houses,Unnamed,
24.8286259,46.6571784,Houses,Unnamed,
24.8283274,46.6571934,Houses,Unnamed,
24.8283774,46.6573093,Houses,Unnamed,
24.8284258,46.6574217,Houses,Unnamed,
24.8282583,46.657025,Houses,Unnamed,
24.8286909,46.6573532,Houses,Unnamed,
24.8284763,46.6575244,Houses,Unnamed,
24.6521929,46.7231933,Houses,Unnamed,
24.678836,46.7314111,Houses,Unnamed,
24.6788581,46.7315449,Houses,Unnamed,
24.6788831,46.7316705,Houses,Unnamed,
24.6789033,46.7317874,Houses,Unnamed,
24.6689432,46.7313755,Houses,Unnamed,
24.6756401,46.7329195,Houses,Unnamed,
24.6754134,46.7329798,Houses,Unnamed,
24.6753867,46.7328165,Houses,Unnamed,
24.6753648,46.7326957,Houses,Unnamed,
24.6753355,46.7325063,Houses,Unnamed,
24.6753107,46.7323082,Houses,Unnamed,
24.6752906,46.7321938,Houses,Unnamed,
24.6755993,46.7326934,Houses,Unnamed,
24.6755673,46.7325103,Houses,Unnamed,
24.6755365,46.7323184,Houses,Unnamed,
24.6755041,46.7321385,Houses,Unnamed,
24.8170975,46.6474793,Houses,Unnamed,
24.8171854,46.6477185,Houses,Unnamed,
24.8172871,46.6479532,Houses,Unnamed,
24.8169937,46.6466185,Houses,Unnamed,
24.8168109,46.6467785,Houses,Unnamed,
24.817065,46.6467725,Houses,Unnamed,
24.8293632,46.6578935,Houses,Unnamed,
24.8294375,46.6580761,Houses,Unnamed,
24.829491,46.6582008,Houses,Unnamed,
24.8295424,46.6583357,Houses,Unnamed,
24.829597,46.6584639,Houses,Unnamed,
24.8296484,46.6585912,Houses,Unnamed,
24.8296956,46.6587055,Houses,Unnamed,
24.829807,46.658945,Houses,Unnamed,
24.8296496,46.6579003,Houses,Unnamed,
24.8297802,46.658206,Houses,Unnamed,
24.8298338,46.6583341,Houses,Unnamed,
24.8298882,46.658462,Houses,Unnamed,
24.8299442,46.658592,Houses,Unnamed,
24.8299962,46.6587136,Houses,Unnamed,
24.830051,46.6588394,Houses,Unnamed,
24.82016,46.6489761,Houses,Unnamed,
24.8200452,46.648719,Houses,Unnamed,
24.8199116,46.6487944,Houses,Unnamed,
24.8197855,46.6488496,Houses,Unnamed,
24.819681,46.6489056,Houses,Unnamed,
24.8195773,46.6489661,Houses,Unnamed,
24.8194695,46.6490229,Houses,Unnamed,
24.819354,46.6490843,Houses,Unnamed,
24.8192406,46.649135,Houses,Unnamed,
24.8191411,46.6491887,Houses,Unnamed,
24.8190406,46.6492379,Houses,Unnamed,
24.8189391,46.6492856,Houses,Unnamed,
24.8188305,46.6493378,Houses,Unnamed,
24.8184902,46.6495144,Houses,Unnamed,
24.8183436,46.6495901,Houses,Unnamed,
24.8195778,46.6493062,Houses,Unnamed,
24.8196868,46.6492453,Houses,Unnamed,
24.8197861,46.6491897,Houses,Unnamed,
24.819895,46.649134,Houses,Unnamed,
24.8200291,46.6490719,Houses,Unnamed,
24.818685,46.6494115,Houses,Unnamed,
24.818528,46.6498344,Houses,Unnamed,
24.8194645,46.6493623,Houses,Unnamed,
24.8193423,46.6494197,Houses,Unnamed,
24.8192112,46.6494926,Houses,Unnamed,
24.8190324,46.649598,Houses,Unnamed,
24.8188853,46.6496541,Houses,Unnamed,
24.8187414,46.6497389,Houses,Unnamed,
24.8198162,46.6499532,Houses,Unnamed,
24.8194374,46.6501445,Houses,Unnamed,
24.8192695,46.6502276,Houses,Unnamed,
24.8191033,46.650311,Houses,Unnamed,
24.8189992,46.6503721,Houses,Unnamed,
24.8188011,46.6504439,Houses,Unnamed,
24.8186432,46.6502072,Houses,Unnamed,
24.8187811,46.6501365,Houses,Unnamed,
24.8188822,46.6500896,Houses,Unnamed,
24.8189887,46.6500388,Houses,Unnamed,
24.8197257,46.649667,Houses,Unnamed,
24.8198265,46.6496142,Houses,Unnamed,
24.8196271,46.6497166,Houses,Unnamed,
24.8195187,46.6497683,Houses,Unnamed,
24.8200632,46.6498274,Houses,Unnamed,
24.8200498,46.6495033,Houses,Unnamed,
24.8201532,46.6494494,Houses,Unnamed,
24.8199366,46.6495529,Houses,Unnamed,
24.819399,46.6498267,Houses,Unnamed,
24.8192558,46.6498919,Houses,Unnamed,
24.8191044,46.6499654,Houses,Unnamed,
24.8201804,46.6497658,Houses,Unnamed,
24.8202874,46.6497085,Houses,Unnamed,
24.820299,46.6493591,Houses,Unnamed,
24.8204264,46.6496278,Houses,Unnamed,
24.8196906,46.6500051,Houses,Unnamed,
24.8172272,46.6461236,Houses,Unnamed,
24.8171577,46.6458835,Houses,Unnamed,
24.8170687,46.6461997,Houses,Unnamed,
24.81697,46.646263,Houses,Unnamed,
24.8160801,46.6467161,Houses,Unnamed,
24.8162182,46.6466437,Houses,Unnamed,
24.815965,46.6468028,Houses,Unnamed,
24.8157862,46.646858,Houses,Unnamed,
24.8170094,46.645945,Houses,Unnamed,
24.816886,46.6460156,Houses,Unnamed,
24.8167602,46.6460898,Houses,Unnamed,
24.8166564,46.6461451,Houses,Unnamed,
24.8165548,46.6461943,Houses,Unnamed,
24.816449,46.6462474,Houses,Unnamed,
24.8163432,46.6462984,Houses,Unnamed,
24.816246,46.6463518,Houses,Unnamed,
24.816142,46.6464025,Houses,Unnamed,
24.8160387,46.6464556,Houses,Unnamed,
24.8159384,46.6465124,Houses,Unnamed,
24.8158374,46.6465661,Houses,Unnamed,
24.8156741,46.6466412,Houses,Unnamed,
24.8194344,46.6473617,Houses,Unnamed,
24.819393,46.6472571,Houses,Unnamed,
24.8193434,46.6471526,Houses,Unnamed,
24.8192981,46.6470494,Houses,Unnamed,
24.8192552,46.6469405,Houses,Unnamed,
24.8192071,46.6468388,Houses,Unnamed,
24.8191644,46.6467269,Houses,Unnamed,
24.8191148,46.6466047,Houses,Unnamed,
24.8190628,46.646484,Houses,Unnamed,
24.819016,46.6463706,Houses,Unnamed,
24.8189693,46.6462557,Houses,Unnamed,
24.8189211,46.6461393,Houses,Unnamed,
24.8188662,46.6460096,Houses,Unnamed,
24.8188194,46.6458978,Houses,Unnamed,
24.8186911,46.6462439,Houses,Unnamed,
24.8187366,46.6463588,Houses,Unnamed,
24.8187846,46.6464722,Houses,Unnamed,
24.8188436,46.6466047,Houses,Unnamed,
24.8188903,46.6467373,Houses,Unnamed,
24.8186363,46.6461157,Houses,Unnamed,
24.8185895,46.6459979,Houses,Unnamed,
24.8189384,46.6468565,Houses,Unnamed,
24.818996,46.6469788,Houses,Unnamed,
24.8190346,46.6470863,Houses,Unnamed,
24.8190981,46.6472088,Houses,Unnamed,
24.8191759,46.6473899,Houses,Unnamed,
24.8203163,46.6394071,Houses,Unnamed,
24.8202127,46.6394564,Houses,Unnamed,
24.8201177,46.6395061,Houses,Unnamed,
24.8200175,46.6395574,Houses,Unnamed,
24.8199174,46.6396068,Houses,Unnamed,
24.819812,46.6396545,Houses,Unnamed,
24.8197066,46.6396983,Houses,Unnamed,
24.8203205,46.6396833,Houses,Unnamed,
24.8202205,46.6397366,Houses,Unnamed,
24.819923,46.6398855,Houses,Unnamed,
24.8198163,46.639944,Houses,Unnamed,
24.8200732,46.6398007,Houses,Unnamed,
24.8204199,46.639652,Houses,Unnamed,
24.8205017,46.6395905,Houses,Unnamed,
24.8200882,46.6380454,Houses,Unnamed,
24.8199843,46.6380897,Houses,Unnamed,
24.8198804,46.6381417,Houses,Unnamed,
24.8197789,46.6381937,Houses,Unnamed,
24.8196798,46.6382457,Houses,Unnamed,
24.8195853,46.63829,Houses,Unnamed,
24.8194838,46.6383446,Houses,Unnamed,
24.819361,46.6384122,Houses,Unnamed,
24.8203998,46.6382041,Houses,Unnamed,
24.8202995,46.6382626,Houses,Unnamed,
24.820198,46.6383147,Houses,Unnamed,
24.8201011,46.6383693,Houses,Unnamed,
24.8199995,46.6384109,Houses,Unnamed,
24.8198839,46.6384656,Houses,Unnamed,
24.8197872,46.6384994,Houses,Unnamed,
24.8196903,46.6385644,Houses,Unnamed,
24.819577,46.6386087,Houses,Unnamed,
24.8194777,46.6386659,Houses,Unnamed,
24.8218102,46.6346379,Houses,Unnamed,
24.8212368,46.6349726,Houses,Unnamed,
24.8211363,46.6350249,Houses,Unnamed,
24.8210312,46.6350678,Houses,Unnamed,
24.8209414,46.6351173,Houses,Unnamed,
24.8206161,46.6352443,Houses,Unnamed,
24.8207616,46.6351718,Houses,Unnamed,
24.8204528,46.6356681,Houses,Unnamed,
24.8207011,46.6380438,Houses,Unnamed,
24.8208055,46.6380001,Houses,Unnamed,
24.8206982,46.6377329,Houses,Unnamed,
24.8205997,46.6377814,Houses,Unnamed,
24.8208806,46.6376422,Houses,Unnamed,
24.8209882,46.6379054,Houses,Unnamed,
24.8205505,46.6381172,Houses,Unnamed,
24.8204427,46.6378477,Houses,Unnamed,
24.8207339,46.6412024,Houses,Unnamed,
24.8206178,46.6412616,Houses,Unnamed,
24.8205233,46.6413445,Houses,Unnamed,
24.8204179,46.6414084,Houses,Unnamed,
24.8203168,46.6414534,Houses,Unnamed,
24.8202159,46.6415032,Houses,Unnamed,
24.8201149,46.6415434,Houses,Unnamed,
24.8200073,46.6416073,Houses,Unnamed,
24.8206146,46.6415567,Houses,Unnamed,
24.8205093,46.6416277,Houses,Unnamed,
24.8204104,46.6416727,Houses,Unnamed,
24.8203051,46.6417201,Houses,Unnamed,
24.8207284,46.6414004,Houses,Unnamed,
24.8208502,46.6414904,Houses,Unnamed,
24.8207428,46.6415496,Houses,Unnamed,
24.8108383,46.6607978,Houses,Unnamed,
24.8104123,46.6604953,Houses,Unnamed,
24.8090795,46.6596215,Houses,Unnamed,
24.8090566,46.6593661,Houses,Unnamed,
24.8096656,46.6593408,Houses,Unnamed,
24.8104867,46.6606795,Houses,Unnamed,
24.8105743,46.6609077,Houses,Unnamed,
24.8122699,46.662136,Houses,Unnamed,
24.8126352,46.6629963,Houses,Unnamed,
24.8123774,46.6623952,Houses,Unnamed,
24.8125116,46.6619946,Houses,Unnamed,
24.8148067,46.6600167,Houses,Unnamed,
24.8145665,46.6601095,Houses,Unnamed,
24.8143664,46.6602279,Houses,Unnamed,
24.8144671,46.6604757,Houses,Unnamed,
24.8146628,46.6603547,Houses,Unnamed,
24.8140528,46.6606996,Houses,Unnamed,
24.8130917,46.6611746,Houses,Unnamed,
24.8128675,46.6612791,Houses,Unnamed,
24.8126673,46.6613811,Houses,Unnamed,
24.8124718,46.6614933,Houses,Unnamed,
24.8122728,46.6615815,Houses,Unnamed,
24.8120726,46.661676,Houses,Unnamed,
24.811878,46.6617805,Houses,Unnamed,
24.8115876,46.6617229,Houses,Unnamed,
24.8133658,46.6615566,Houses,Unnamed,
24.8134687,46.6618249,Houses,Unnamed,
24.8138996,46.6612809,Houses,Unnamed,
24.8151779,46.6622933,Houses,Unnamed,
24.815284,46.6625789,Houses,Unnamed,
24.8153018,46.6622233,Houses,Unnamed,
24.8154445,46.6621523,Houses,Unnamed,
24.8155527,46.6624738,Houses,Unnamed,
24.815392,46.662527,Houses,Unnamed,
24.8187512,46.6457456,Houses,Unnamed,
24.8185274,46.6458506,Houses,Unnamed,
24.8195221,46.6476204,Houses,Unnamed,
24.8192979,46.6477194,Houses,Unnamed,
24.6591427,46.7331973,Houses,Unnamed,
24.6600775,46.7332072,Houses,Unnamed,
24.6600825,46.7335101,Houses,Unnamed,
24.6597858,46.7339049,Houses,Unnamed,
24.6599855,46.7346806,Houses,Unnamed,
24.6597783,46.7346919,Houses,Unnamed,
24.81301,46.6649182,Houses,Unnamed,
24.8137499,46.6660019,Houses,Unnamed,
24.8285292,46.6559637,Houses,Unnamed,
24.8286689,46.6558904,Houses,Unnamed,
24.8288163,46.6558228,Houses,Unnamed,
24.8288918,46.6560682,Houses,Unnamed,
24.8287356,46.6564048,Houses,Unnamed,
24.8289816,46.6562953,Houses,Unnamed,
24.8288127,46.6565873,Houses,Unnamed,
24.8288704,46.65673,Houses,Unnamed,
24.8289349,46.6568784,Houses,Unnamed,
24.8290562,46.6564685,Houses,Unnamed,
24.8291067,46.6565909,Houses,Unnamed,
24.829155,46.6567084,Houses,Unnamed,
24.8291994,46.6568135,Houses,Unnamed,
24.8289941,46.6570178,Houses,Unnamed,
24.8290494,46.6571545,Houses,Unnamed,
24.8290997,46.6572756,Houses,Unnamed,
24.8291495,46.6573875,Houses,Unnamed,
24.8292522,46.6569458,Houses,Unnamed,
24.8293142,46.6570995,Houses,Unnamed,
24.8293783,46.6572485,Houses,Unnamed,
24.8292134,46.6575348,Houses,Unnamed,
24.8294535,46.657427,Houses,Unnamed,
24.8269997,46.6558869,Houses,Unnamed,
24.8271052,46.6561559,Houses,Unnamed,
24.8267321,46.6560202,Houses,Unnamed,
24.8268388,46.6562864,Houses,Unnamed,
24.8265826,46.6560999,Houses,Unnamed,
24.826679,46.6563772,Houses,Unnamed,
24.8271238,46.6567058,Houses,Unnamed,
24.8272282,46.6566507,Houses,Unnamed,
24.8273297,46.656598,Houses,Unnamed,
24.8274338,46.6565516,Houses,Unnamed,
24.8270384,46.6570771,Houses,Unnamed,
24.8271296,46.6570295,Houses,Unnamed,
24.8274043,46.6569079,Houses,Unnamed,
24.8272704,46.6569693,Houses,Unnamed,
24.8275377,46.6568375,Houses,Unnamed,
24.8222756,46.640484,Houses,Unnamed,
24.8221728,46.6405385,Houses,Unnamed,
24.822066,46.6405889,Houses,Unnamed,
24.822384,46.6404342,Houses,Unnamed,
24.8226965,46.6402755,Houses,Unnamed,
24.8215288,46.6408596,Houses,Unnamed,
24.8214165,46.6409101,Houses,Unnamed,
24.821306,46.6409667,Houses,Unnamed,
24.8211994,46.6410171,Houses,Unnamed,
24.8211059,46.6410653,Houses,Unnamed,
24.8209649,46.6411212,Houses,Unnamed,
24.8219044,46.6406845,Houses,Unnamed,
24.8216758,46.6407684,Houses,Unnamed,
24.8225443,46.6403634,Houses,Unnamed,
24.8228253,46.6402066,Houses,Unnamed,
24.8228602,46.6404574,Houses,Unnamed,
24.8211815,46.6412709,Houses,Unnamed,
24.8212939,46.6412247,Houses,Unnamed,
24.8213986,46.6411596,Houses,Unnamed,
24.821511,46.6410967,Houses,Unnamed,
24.8216178,46.6410569,Houses,Unnamed,
24.8221321,46.640805,Houses,Unnamed,
24.822051,46.6408397,Houses,Unnamed,
24.8223607,46.640698,Houses,Unnamed,
24.8224788,46.6406455,Houses,Unnamed,
24.8222493,46.6407619,Houses,Unnamed,
24.8219489,46.6409002,Houses,Unnamed,
24.8217715,46.6409921,Houses,Unnamed,
24.8210536,46.6413388,Houses,Unnamed,
24.6549648,46.7242014,Houses,Unnamed,
24.6688365,46.7329049,Houses,Unnamed,
24.6692652,46.7339288,Houses,Unnamed,
24.6692224,46.7337225,Houses,Unnamed,
24.669915,46.7321549,Houses,Unnamed,
24.6699593,46.7324457,Houses,Unnamed,
24.6699931,46.7326692,Houses,Unnamed,
24.6700528,46.7329029,Houses,Unnamed,
24.836199,46.6495672,Houses,Unnamed,
24.8360735,46.6496298,Houses,Unnamed,
24.8359885,46.6496729,Houses,Unnamed,
24.8358688,46.6497306,Houses,Unnamed,
24.83611,46.6494389,Houses,Unnamed,
24.8360618,46.6493289,Houses,Unnamed,
24.836016,46.6492145,Houses,Unnamed,
24.835958,46.6490994,Houses,Unnamed,
24.8359067,46.6489875,Houses,Unnamed,
24.8358128,46.6487539,Houses,Unnamed,
24.8358584,46.6488687,Houses,Unnamed,
24.8357639,46.6486395,Houses,Unnamed,
24.8124633,46.6625782,Houses,Unnamed,
24.8125375,46.6627597,Houses,Unnamed,
24.8128203,46.66269,Houses,Unnamed,
24.8208967,46.6396618,Houses,Unnamed,
24.8209915,46.63988,Houses,Unnamed,
24.821256,46.6405385,Houses,Unnamed,
24.8214733,46.6404207,Houses,Unnamed,
24.8213909,46.6402029,Houses,Unnamed,
24.8211949,46.6397713,Houses,Unnamed,
24.8211175,46.6395534,Houses,Unnamed,
24.8213166,46.6400386,Houses,Unnamed,
24.8212668,46.6399325,Houses,Unnamed,
24.8210537,46.6400462,Houses,Unnamed,
24.8210915,46.6401617,Houses,Unnamed,
24.8211344,46.640262,Houses,Unnamed,
24.8211739,46.6403681,Houses,Unnamed,
24.8209787,46.6392517,Houses,Unnamed,
24.8209332,46.6391542,Houses,Unnamed,
24.8208008,46.6388382,Houses,Unnamed,
24.8207569,46.6387275,Houses,Unnamed,
24.8206593,46.6384936,Houses,Unnamed,
24.8204469,46.638603,Houses,Unnamed,
24.8208792,46.6389932,Houses,Unnamed,
24.8206681,46.6390904,Houses,Unnamed,
24.8207489,46.6393235,Houses,Unnamed,
24.8205575,46.6388592,Houses,Unnamed,
24.8201451,46.6388287,Houses,Unnamed,
24.8202378,46.6390578,Houses,Unnamed,
24.8199838,46.6389039,Houses,Unnamed,
24.8198518,46.6389777,Houses,Unnamed,
24.8197309,46.6390263,Houses,Unnamed,
24.8192068,46.6392896,Houses,Unnamed,
24.8195307,46.6391412,Houses,Unnamed,
24.8196317,46.63909,Houses,Unnamed,
24.8200827,46.6391211,Houses,Unnamed,
24.8199368,46.6391917,Houses,Unnamed,
24.8198245,46.6392501,Houses,Unnamed,
24.8197172,46.6393021,Houses,Unnamed,
24.8195778,46.6393627,Houses,Unnamed,
24.8192262,46.6418731,Houses,Unnamed,
24.8196964,46.6413877,Houses,Unnamed,
24.8196381,46.641249,Houses,Unnamed,
24.8195902,46.6411375,Houses,Unnamed,
24.8195425,46.6410298,Houses,Unnamed,
24.819501,46.6409189,Houses,Unnamed,
24.8194547,46.6408011,Houses,Unnamed,
24.819402,46.6406886,Houses,Unnamed,
24.8193478,46.6405759,Houses,Unnamed,
24.8193062,46.6404687,Houses,Unnamed,
24.8192552,46.6403579,Houses,Unnamed,
24.8189056,46.6393906,Houses,Unnamed,
24.8189582,46.6395101,Houses,Unnamed,
24.8187986,46.6395243,Houses,Unnamed,
24.8186399,46.6395342,Houses,Unnamed,
24.8186847,46.6396398,Houses,Unnamed,
24.8192078,46.6402035,Houses,Unnamed,
24.8191376,46.6400312,Houses,Unnamed,
24.8190642,46.6398482,Houses,Unnamed,
24.8189892,46.6396706,Houses,Unnamed,
24.818764,46.6397761,Houses,Unnamed,
24.8188439,46.6399537,Houses,Unnamed,
24.8189268,46.6401349,Houses,Unnamed,
24.8189955,46.6403178,Houses,Unnamed,
24.8190638,46.6404921,Houses,Unnamed,
24.8192686,46.6409463,Houses,Unnamed,
24.8193596,46.6411761,Houses,Unnamed,
24.8192118,46.6407821,Houses,Unnamed,
24.81916,46.6406561,Houses,Unnamed,
24.8194354,46.6413512,Houses,Unnamed,
24.8195074,46.6414844,Houses,Unnamed,
24.673844,46.7343928,Houses,Unnamed,
24.674065,46.7343352,Houses,Unnamed,
24.6737752,46.7340047,Houses,Unnamed,
24.6738783,46.7332882,Houses,Unnamed,
24.6738406,46.7330465,Houses,Unnamed,
24.6735896,46.7329564,Houses,Unnamed,
24.6735658,46.7328313,Houses,Unnamed,
24.6738002,46.7328153,Houses,Unnamed,
24.6737499,46.7326013,Houses,Unnamed,
24.6735228,46.732606,Houses,Unnamed,
24.6736087,46.7331118,Houses,Unnamed,
24.6736384,46.7318693,Houses,Unnamed,
24.6736086,46.7316728,Houses,Unnamed,
24.6734094,46.7319214,Houses,Unnamed,
24.6733731,46.731718,Houses,Unnamed,
24.6733315,46.7314745,Houses,Unnamed,
24.6735643,46.7314388,Houses,Unnamed,
24.6728675,46.7323126,Houses,Unnamed,
24.6730991,46.7322778,Houses,Unnamed,
24.6728266,46.7320831,Houses,Unnamed,
24.6724922,46.7335865,Houses,Unnamed,
24.672191,46.730477,Houses,Unnamed,
24.6719518,46.730523,Houses,Unnamed,
24.6725179,46.7323753,Houses,Unnamed,
24.6724741,46.7321401,Houses,Unnamed,
24.67244,46.7319306,Houses,Unnamed,
24.6721702,46.7316955,Houses,Unnamed,
24.671822,46.7317786,Houses,Unnamed,
24.6718727,46.7320328,Houses,Unnamed,
24.6719107,46.7322571,Houses,Unnamed,
24.6719438,46.7325007,Houses,Unnamed,
24.6717094,46.7324831,Houses,Unnamed,
24.6715991,46.7318259,Houses,Unnamed,
24.6716485,46.732134,Houses,Unnamed,
24.6732952,46.7339936,Houses,Unnamed,
24.6751891,46.7337352,Houses,Unnamed,
24.6731666,46.7326867,Houses,Unnamed,
24.6729405,46.7327283,Houses,Unnamed,
24.822436,46.6605835,Houses,Unnamed,
24.8226441,46.6604816,Houses,Unnamed,
24.8225147,46.6607765,Houses,Unnamed,
24.8225684,46.6609062,Houses,Unnamed,
24.8226243,46.6610338,Houses,Unnamed,
24.8226729,46.6611502,Houses,Unnamed,
24.8227173,46.6612595,Houses,Unnamed,
24.8227679,46.6613721,Houses,Unnamed,
24.8228144,46.6614893,Houses,Unnamed,
24.8228598,46.6615987,Houses,Unnamed,
24.8230705,46.6614962,Houses,Unnamed,
24.8230282,46.6613824,Houses,Unnamed,
24.8229776,46.661271,Houses,Unnamed,
24.8229331,46.6611525,Houses,Unnamed,
24.8228867,46.6610353,Houses,Unnamed,
24.822834,46.6609159,Houses,Unnamed,
24.8227782,46.6608021,Houses,Unnamed,
24.8227276,46.6606758,Houses,Unnamed,
24.8229225,46.6617632,Houses,Unnamed,
24.8231326,46.6616531,Houses,Unnamed,
24.8225787,46.6626511,Houses,Unnamed,
24.8225294,46.662541,Houses,Unnamed,
24.8224688,46.6624104,Houses,Unnamed,
24.8224035,46.6622839,Houses,Unnamed,
24.8223529,46.6621589,Houses,Unnamed,
24.8222985,46.6620392,Houses,Unnamed,
24.8222479,46.6619114,Houses,Unnamed,
24.8221962,46.6617754,Houses,Unnamed,
24.8224504,46.6616503,Houses,Unnamed,
24.8225058,46.6617713,Houses,Unnamed,
24.8225553,46.6618896,Houses,Unnamed,
24.8226047,46.6620066,Houses,Unnamed,
24.8226663,46.6621426,Houses,Unnamed,
24.8227256,46.6622677,Houses,Unnamed,
24.8227799,46.6624241,Houses,Unnamed,
24.8228329,46.6625383,Houses,Unnamed,
24.8229701,46.6391201,Houses,Unnamed,
24.8228843,46.6388968,Houses,Unnamed,
24.8226964,46.6384649,Houses,Unnamed,
24.8226003,46.6382531,Houses,Unnamed,
24.8226758,46.6390093,Houses,Unnamed,
24.8227675,46.6392178,Houses,Unnamed,
24.8225781,46.6387941,Houses,Unnamed,
24.8224824,46.6385699,Houses,Unnamed,
24.8223904,46.6383409,Houses,Unnamed,
24.8227626,46.638656,Houses,Unnamed,
24.822804,46.6387603,Houses,Unnamed,
24.8195165,46.6285708,Houses,Unnamed,
24.8194497,46.6284217,Houses,Unnamed,
