latitude,longitude,name,category
24.6854191,46.7184977,Aldrees Fuel Station,gas stations
24.7246834,46.6907569,Aldrees,gas stations
24.6882888,46.6875219,SASCO,gas stations
24.7438125,46.6554375,Aramco Station,gas stations
24.8043815,46.7065906,Aldrees,gas stations
24.669543,46.7064243,Aldrees,gas stations
24.6755123,46.6672182,Mosam Petrol Station,gas stations
24.8346726,46.7356177,SASCO,gas stations
24.8815409,46.5873528,Well Gas station,gas stations
24.6945261,46.7025499,%D8%B1%D9%88%D8%A7%D8%AF %D8%A7%D9%84%D8%A8%D8%AA%,gas stations
24.7661818,46.6926262,SASCO,gas stations
24.7083036,46.6278616,SASCO,gas stations
24.6263179,46.7805591,Aldrees,gas stations
24.6764983,46.7078743,Aldrees,gas stations
24.788247,46.6341301,Aldrees,gas stations
24.7577046,46.6626031,Aldrees,gas stations
24.6622442,46.7085575,SASCO,gas stations
24.7817729,46.7428759,Sahel,gas stations
24.7248097,46.6532726,Aldrees,gas stations
24.6796437,46.7011294,Aldrees,gas stations
24.6933386,46.7241836,SASCO - %D8%B3%D8%A7%D8%B3%D9%83%D9%88%E2%80%AD,gas stations
24.7488259,46.6785351,JAWHAR Petrol Station,gas stations
24.6271411,46.7398994,Aldrees,gas stations
24.6782489,46.7751032,Aldrees,gas stations
24.7799224,46.6638242,Aldrees,gas stations
24.6719785,46.7213076,SASCO Xpress,gas stations
24.6873405,46.6361881,Aldrees,gas stations
24.7501299,46.6699545,Aldrees,gas stations
24.6671073,46.7010741,Aldrees,gas stations
24.7316833,46.6882568,SASCO Xpress,gas stations
24.7356772,46.6763179,Sahel,gas stations
25.5266888,45.9468037,Well Gas Stations Al Atsh,gas stations
24.7688285,46.6674409,Petromin Station,gas stations
24.8508533,46.6030004,Benzene Petrol station,gas stations
24.7375167,46.6884106,Aldrees,gas stations
24.8756538,46.5899273,well petrol station,gas stations
24.7373727,46.7071332,Petrolat,gas stations
24.6903895,46.6883753,SASCO Xpress,gas stations
24.7280454,46.7685171,TotalEnergies,gas stations
24.6820401,46.6976392,Sahel Fuel Station,gas stations
24.6817323,46.8163365,Diesel Fuel Station,gas stations
24.7205273,46.689996,Aldrees,gas stations
24.6748378,46.6669796,Aldrees,gas stations
24.7513511,46.6565693,Petromin,gas stations
24.9189443,46.9403338,PETROLY GAS STATION,gas stations
24.7563248,46.7181859,Sahel,gas stations
24.5630949,46.8958497,ENOC Station,gas stations
24.7687259,46.6221916,Joil Petrol station %D9%85%D8%AD%D8%B7%D8%A9 %D8%A,gas stations
24.6960688,46.6944698,SASCO - %D8%B3%D8%A7%D8%B3%D9%83%D9%88%E2%80%AD,gas stations
24.7598189,46.6730229,Aldrees,gas stations
24.684435,46.6522198,NAFT,gas stations
24.6664942,46.6989362,%D9%85%D8%AD%D8%B7%D8%A9 %D9%83%D8%B1%D9%88%D9%81%,gas stations
24.8054055,46.6096825,GO station,gas stations
24.69102,46.76114,SASCO Xpress,gas stations
24.7745913,46.6667441,Aldrees,gas stations
24.80355,46.76862,SASCO Xpress,gas stations
24.7994293,46.7595123,Aldrees,gas stations
24.7341771,46.7702378,ADNOC Service Station %7C Rawdhat Al Riyadh %28204,gas stations
24.7549888,46.7201329,R012-Liter Gas Station%7C%D9%85%D8%AD%D8%B7%D8%A9 ,gas stations
24.687781,46.640012,Aldrees,gas stations
24.6999537,46.6518989,Aldrees,gas stations
24.6899262,46.5941451,R028-Liter Gas Station %7C %D9%85%D8%AD%D8%B7%D8%A,gas stations
24.6915666,46.7184045,ADNOC Service Station %7C King Abdul Aziz Road %28,gas stations
24.7567404,46.67456,R008-Liter Gas Station%7C%D9%85%D8%AD%D8%B7%D8%A9 ,gas stations
24.7360625,46.7821875,Aldrees,gas stations
24.662037,46.7000042,Aramco Station,gas stations
24.7718049,46.6523591,%D9%85%D8%AD%D8%B7%D8%A9 %D9%88%D9%82%D9%88%D8%AF%,gas stations
24.6729134,46.7084927,%D8%A8%D8%AA%D8%B1%D9%88%D9%84 %D8%AC%D8%A7%D9%87%,gas stations
24.7974274,46.7355439,R039-Liter Gas Station %7C %D9%85%D8%AD%D8%B7%D8%A,gas stations
24.8451877,46.6038269,Orange Gas Station Mansourah %7C %D9%85%D8%AD%D8%B,gas stations
24.7143259,46.6779913,Asia,gas stations
24.780707,46.6843154,R017-Liter Gas Station%7C%D9%85%D8%AD%D8%B7%D8%A9 ,gas stations
24.6884898,46.6658057,Aldrees,gas stations
24.7305491,46.7885263,NAFT,gas stations
24.6939282,46.7700637,Petrol station,gas stations
24.7856159,46.6355111,Asia petrol station,gas stations
24.5860382,46.7860384,Gas Station,gas stations
24.5690958,46.616626,Gas station,gas stations
24.6935977,46.7217483,Aljamaan station,gas stations
24.7635344,46.6827702,Petrol Station,gas stations
24.6991289,46.6426978,Oruba fuel station,gas stations
24.7388531,46.6844882,Aljamaan station,gas stations
24.6758053,46.7201209,Riyadh Compound,compounds
24.8149038,46.8509587,Vives Compound,compounds
24.8088047,46.7327395,Al Nakhla Residential Resort,compounds
24.6984852,46.702648,Miraj Compound,compounds
24.6730608,46.669293,West compound,compounds
24.7682476,46.6705703,Florida Compound,compounds
24.7679528,46.659364,Alghadeer Compound,compounds
24.8091926,46.6830078,FAY Compound %D9%83%D9%85%D9%88%D8%A8%D8%A7%D9%86%,compounds
24.7934946,46.7296625,Al Hamra Oasis Village Compound,compounds
24.7444428,46.5876985,Al-Murjana compound,compounds
24.7887393,46.6548475,La Via Compound,compounds
24.7496096,46.6608977,THE VILLAGE COMPOUND,compounds
24.7838545,46.5624406,District Compound,compounds
24.8186218,46.6621166,Emerald Village Residential Compound,compounds
24.7794095,46.5869851,Taleed Compound,compounds
24.8063522,46.7232735,Cordoba Oasis Village Compound,compounds
24.7907781,46.5616561,Antara Compound,compounds
24.7015444,46.614291,Star Compound,compounds
24.7492433,46.6770199,"Summerland Compound, king Fahd",compounds
24.6716008,46.7207013,"Russell compound, Mousab Ibn Oumaid",compounds
24.7674211,46.6288307,Alshulah Compound,compounds
24.8019199,46.6560163,Kingdom City,compounds
24.7133577,46.6132649,Rio Compound,compounds
24.7034067,46.6970256,Al Rajhi Compound,compounds
24.7786736,46.7134678,OLAYA COMPOUND,compounds
24.6421943,46.6716633,Al Fakhiriya Compound,compounds
24.7477773,46.699505,"Arabian Homes Compound ,",compounds
24.7919921,46.6848466,ARCADIA Compound%2Fcomplex,compounds
24.7108044,46.6169214,Delta 1 Compound,compounds
24.7049452,46.6895322,Aljazeera Compound,compounds
24.7137426,46.7655289,36 compound,compounds
24.6562874,46.6194559,Makshaff Compound,compounds
24.8743456,46.5998113,Azure La Palma Compound,compounds
24.695545,46.7087249,The calm oasis compound riyadh,compounds
24.7205878,46.7931946,Ranco Village Compound,compounds
24.8403806,46.7668036,Munsiyah compound %D8%A7%D9%84%D9%85%D9%88%D9%86%D,compounds
24.8541145,46.6222173,Riviera Compound,compounds
24.739722,46.6422858,East Village Compound,compounds
24.7935052,46.7506188,Eid Villas Compound,compounds
24.7272387,46.6724956,Wurud Residential Compound,compounds
24.6503504,46.6536502,Wareef Compound,compounds
24.7616065,46.6546899,Al Murooj Compound,compounds
24.6437041,46.6352034,B-2 Housing Compound,compounds
24.716328,46.6570213,Rahmaniyah Compound,compounds
24.8107631,46.717451,Fal Compound,compounds
24.775732,46.8023643,Seder Village Compound,compounds
24.7058064,46.6147598,Palms Estate Compound,compounds
24.9414376,46.7999475,Andorra Village,compounds
24.7239487,46.6584415,Green City Compound.,compounds
24.7761822,46.7030562,Vienna compound,compounds
24.6887333,46.7266607,Rilam Al Malaz Compound,compounds
24.719345,46.7644138,Rotunda Compound,compounds
24.7009667,46.7444655,Al Rabwa Compound,compounds
24.6891676,46.6790197,Mena Compound,compounds
24.7638255,46.7118793,Hammad compound,compounds
24.7073529,46.6973437,Sulimaniyah Compound 2,compounds
24.7108209,46.690363,Mena house compound,compounds
24.9902405,46.5208383,SBAHC Compound,compounds
24.8106435,46.7633345,Tolima Compound %7C %D8%AA%D9%88%D9%84%D9%8A%D9%85,compounds
24.8012291,46.6895594,Al Nada Compound,compounds
24.6367461,46.6699189,Rafiah Compound,compounds
24.6847936,46.7511945,The Nest Compound,compounds
24.7827339,46.6669317,Nafal Village Compound,compounds
24.7211628,46.7856885,Riyan Compound,compounds
24.6574772,46.6256057,Venecia Compound,compounds
24.7120196,46.6694303,Levels Compound,compounds
24.8288922,46.688485,La Casa Compound by Al Akaria %7C %D9%85%D8%AC%D9%,compounds
24.6868702,46.7459671,Azure Rabwah,compounds
24.7291455,46.6952902,Nesma Oasis Village,compounds
24.6891927,46.7277543,Rayhanah Oasis Compound,compounds
24.8309754,46.6281893,riyadh homes BY RAFA,compounds
24.6860547,46.6381218,Al Sadan Compound,compounds
24.6806299,46.6444469,Dur Alhada Compound %E2%80%93 %D9%85%D8%AC%D9%85%D,compounds
24.8103911,46.7202397,California Resort Riyadh,compounds
24.793983,46.7548976,Nakheel Village,compounds
24.6936833,46.7922288,Compound 23,compounds
24.7476908,46.8443014,Cecil Compound,compounds
24.7873497,46.7546334,Granada Village Compound,compounds
24.7915822,46.6152396,Florentina Compound,compounds
24.7931479,46.8059136,Ishbilia Residential Compound,compounds
24.666032,46.66715,%D9%83%D8%A7%D8%B1%D9%88%D9%84%D9%8A%D9%86%D8%A7 %,compounds
24.697163,46.7112822,Sulaimaniyah Compound,compounds
24.7552158,46.5264573,"DHC, Diriyah Hills Compound",compounds
24.7169963,46.6942814,Euro1Residence,compounds
24.6736035,46.6711002,West Compound Community Hall,compounds
24.8250819,46.622137,Layaly Compound,compounds
24.7550875,46.7676954,Adam%27s Compound,compounds
24.7123887,46.7867867,Orchid Compound,compounds
24.7626652,46.7120849,Hammad compound,compounds
24.838789,46.646279,Al Yasmine compound,compounds
24.6349176,46.6866283,Mamo Compound,compounds
24.7831377,46.6332347,Ramzi Al Aqiq Residential Compound,compounds
24.8086284,46.6139599,Almalga village compound,compounds
24.765317,46.6873624,"Summerland Compound, Al Masif",compounds
24.7971828,46.8117972,Eastern Village Compound,compounds
24.8155898,46.614912,Al Malqa Residential Compound,compounds
24.694257,46.8263584,Al Yamama 1 Compound,compounds
24.7304004,46.6957572,Desert Rose Compound,compounds
24.7351168,46.598377,Al Nakheel Housing,compounds
24.6992247,46.6838481,%D8%A7%D9%84%D8%B1%D8%A7%D8%A6%D8%AF %D9%83%D9%88%,compounds
24.798232,46.63276,Ayan Hotel %26 Suites %D9%81%D9%86%D8%AF%D9%82 %D9,hotels
24.751494,46.669924,Al Muruj Hotel Apartments,hotels
24.6659992,46.6306265,"The Ritz-Carlton, Riyadh",hotels
24.7113676,46.6743073,Four Seasons Hotel Riyadh At Kingdom Center,hotels
24.7119068,46.6762064,ibis Riyadh Olaya Street,hotels
24.7852124,46.7275942,Hilton Riyadh Hotel %26 Residences,hotels
24.7901357,46.7646396,Lavera inn hotel,hotels
24.5591938,46.8929492,Cristal Amaken Hotel,hotels
