lat,lon,parcel_type
24.73188864,46.642091274,villa
24.729774013,46.645167768,villa
24.732855801,46.647748053,villa
24.730224714,46.640787721,villa
24.732743737,46.643520892,villa
24.733827827,46.644175351,villa
24.735218859,46.64535284,villa
24.734863185,46.646766365,villa
24.729669256,46.646355987,villa
24.727228131,46.64385885,villa
24.729552317,46.64662689,villa
24.729876335,46.645787358,villa
24.730570657,46.646111906,villa
24.730811841,46.646235287,villa
24.729581551,46.642836928,villa
24.732578078,46.647815108,villa
24.732504993,46.647984087,villa
24.730059051,46.642418504,villa
24.734514819,46.6431427,villa
24.728029663,46.645484269,villa
24.726633678,46.639612913,villa
24.735165265,46.644465029,villa
24.734770613,46.64480567,villa
24.734086059,46.642662585,apartment
24.727313401,46.648064554,apartment
24.732656035,46.64372474,villa
24.726760365,46.641334891,villa
24.733182247,46.641946435,villa
24.733174938,46.641495824,villa
24.732777844,46.642343402,villa
24.732980045,46.642144918,villa
24.732578078,46.642102003,villa
24.732982482,46.641705036,villa
24.73514334,46.642697453,villa
24.729079687,46.64224416,villa
24.735537991,46.642914712,apartment
24.726587389,46.641549468,villa
24.726636115,46.641273201,villa
24.727218386,46.643528938,apartment
24.733606138,46.644714475,villa
24.727103881,46.643797159,villa
24.731384348,46.647471786,apartment
24.73278028,46.64190352,villa
24.726928469,46.639765799,villa
24.730804533,46.64734304,villa
24.72704541,46.644918323,villa
24.730339216,46.640881598,villa
24.730132138,46.645020247,apartment
24.735957001,46.64804846,villa
24.731883767,46.646272838,villa
24.730441537,46.639889181,apartment
24.731165091,46.643016636,villa
24.733386884,46.645773947,villa
24.73123574,46.643668413,villa
24.736159198,46.648150384,villa
24.72683589,46.648123562,villa
24.729890952,46.643856168,villa
24.729527954,46.643668413,villa
24.72818802,46.644357741,villa
24.733413682,46.644998789,villa
24.735277326,46.646750271,villa
24.726928469,46.645186543,villa
24.727337763,46.639975011,villa
24.72892864,46.644403338,apartment
24.736505124,46.645580828,villa
24.733284566,46.64629966,villa
24.730244204,46.640090346,apartment
24.73081915,46.644639373,apartment
24.733886295,46.643727422,villa
24.734010538,46.646535695,villa
24.735367463,46.646052897,villa
24.73446366,46.64360404,villa
24.73443199,46.644912958,villa
24.728205074,46.645017564,villa
24.72727442,46.644387245,villa
24.726545972,46.643188298,apartment
24.732185854,46.643542349,villa
24.73616407,46.645165086,villa
24.73479741,46.644011736,villa
24.727496121,46.645964384,villa
24.734285822,46.64738059,villa
24.730512188,46.645540595,villa
24.73673168,46.646959484,villa
24.733754743,46.645411849,villa
24.727613062,46.645693481,villa
24.733645116,46.643051505,apartment
24.730524369,46.644515991,apartment
24.732008013,46.643145382,villa
24.735927768,46.645395756,villa
24.727613062,46.640117168,villa
24.73418594,46.645422578,villa
24.727968757,46.645621061,villa
24.732712067,46.648091376,villa
24.731969034,46.644046605,villa
24.729593732,46.644033194,apartment
24.732600003,46.643848121,villa
24.72668484,46.645693481,villa
24.734777921,46.646144092,villa
24.733204172,46.640476584,apartment
24.729542572,46.645964384,villa
24.733981305,46.641710401,villa
24.730344089,46.642785966,villa
24.735106798,46.646543741,villa
24.731004301,46.645792723,villa
24.734254152,46.644178033,villa
24.733257768,46.645618379,villa
24.736098295,46.645604968,villa
24.729812993,46.642289758,villa
24.731508594,46.641192734,apartment
24.727498557,46.640382707,villa
24.726694585,46.639972329,villa
24.734178632,46.645932198,villa
24.72885068,46.642775238,villa
24.728965184,46.642512381,villa
24.729208808,46.642638445,villa
24.72944025,46.642096639,villa
24.734132345,46.641892791,villa
24.731101749,46.647662222,villa
24.733433171,46.644494534,villa
24.735728007,46.645975113,villa
24.726682404,46.647721231,apartment
24.736941184,46.644945145,villa
24.730831331,46.64537698,apartment
24.730624253,46.645272374,apartment
24.729152774,46.644518673,apartment
24.732638982,46.648260355,villa
24.732724248,46.647471786,villa
24.729186881,46.646795869,villa
24.731057898,46.643266082,villa
24.731757086,46.644545496,villa
24.735033714,46.643781066,villa
24.729715544,46.643225849,villa
24.727673969,46.640503407,villa
24.732078662,46.643794477,villa
24.731469615,46.644403338,villa
24.734383268,46.644333601,villa
24.731542701,46.646401584,villa
24.729096741,46.642903984,villa
24.727793346,46.643818617,apartment
24.736071498,46.643394828,apartment
24.736339469,46.643928587,villa
24.734770613,46.64422363,other
24.732880163,46.646382809,villa
24.729286767,46.64491564,villa
24.73069734,46.646500826,villa
24.727761674,46.643089056,apartment
24.727500994,46.642954946,apartment
24.727135552,46.642769873,apartment
24.726904106,46.642651856,apartment
24.726667786,46.642528474,apartment
24.728153912,46.642962992,villa
24.727876179,46.642820835,villa
24.727598444,46.642678678,villa
24.727320709,46.642536521,villa
24.727042974,46.642394364,villa
24.726782292,46.642260253,villa
24.729574243,46.647981405,villa
24.730200352,46.648110151,villa
24.729786194,46.648091376,villa
24.730419612,46.647967994,villa
24.728039408,46.643231213,apartment
24.729052888,46.643754244,apartment
24.729696054,46.642566025,villa
24.7273402,46.643590629,apartment
24.732293046,46.643290222,villa
24.732202907,46.642622352,villa
24.73417376,46.642582119,apartment
24.733070183,46.646659076,villa
24.735011789,46.644274592,villa
24.731649893,46.644797623,villa
24.731791192,46.643649638,villa
24.726623933,46.644046605,villa
24.735228604,46.643209755,villa
24.729313566,46.646500826,villa
24.735827888,46.644752026,villa
24.735404004,46.644231677,villa
24.726614188,46.643547714,villa
24.727751929,46.645438671,apartment
24.735925332,46.648413241,villa
24.727681278,46.644086838,villa
24.729583988,46.648287177,apartment
24.72811006,46.640675068,villa
24.726648296,46.64468497,villa
24.735391824,46.644738615,villa
24.734600084,46.64459914,villa
24.728302524,46.64408952,apartment
24.726943086,46.64579004,apartment
24.727033229,46.643435061,apartment
24.733530617,46.642252207,villa
24.728553458,46.644215584,apartment
24.727155043,46.640208364,villa
24.731333188,46.640972793,villa
24.732980045,46.645798087,villa
24.735206679,46.643990278,villa
24.731021355,46.644167304,villa
24.731128548,46.643917859,villa
24.727817708,46.640170813,villa
24.735491704,46.646205783,villa
24.732258939,46.647010446,apartment
24.732526918,46.644027829,villa
24.728816573,46.644674242,villa
24.730378196,46.64514631,apartment
24.732098151,46.648027003,villa
24.732000704,46.648254991,villa
24.734984992,46.64558351,villa
24.732419727,46.644282639,villa
24.732663344,46.640870869,villa
24.737094657,46.647718549,villa
24.729859281,46.640484631,apartment
24.733174938,46.646036804,villa
24.727062464,46.639835536,villa
24.734609828,46.645940244,villa
24.731559754,46.642909348,villa
24.731864278,46.64429605,villa
24.728875043,46.643330455,villa
24.727959012,46.644888818,villa
24.730212533,46.646254063,villa
24.730629126,46.644269228,villa
24.729040707,46.644789577,villa
24.726570335,46.647989452,apartment
24.733133524,46.642804742,villa
24.734926525,46.644169986,villa
24.730134574,46.643982232,villa
24.729425632,46.64691925,villa
24.730680286,46.6427055,villa
24.730434229,46.642576754,villa
24.730083414,46.643394828,villa
24.730331908,46.643518209,villa
24.730451282,46.643236578,villa
24.730570657,46.642962992,villa
24.730185735,46.643158793,villa
24.729713108,46.644094884,apartment
24.731016482,46.641031802,villa
24.730519496,46.647801697,villa
24.73042692,46.647734642,villa
24.73033678,46.647882164,villa
24.729893388,46.64814502,villa
24.730334344,46.648139656,villa
24.729445122,46.647919714,villa
24.729681437,46.648037732,villa
24.730012763,46.648195982,villa
24.730017636,46.64529115,villa
24.731542701,46.645044386,apartment
24.736266386,46.645811498,villa
24.733652425,46.64395541,villa
24.732928886,46.647579074,villa
24.734868058,46.643577218,villa
24.734629317,46.643807888,villa
24.73494845,46.646350622,villa
24.728058898,46.645350158,villa
24.729942113,46.640937924,villa
24.726918724,46.643703282,villa
24.730263694,46.645417213,villa
24.729632712,46.645663977,villa
24.729296512,46.643880308,apartment
24.726947959,46.647855341,apartment
24.729428069,46.646232605,villa
24.733815647,46.644971967,villa
24.728322014,46.644749343,villa
24.731218687,46.640836,villa
24.732431908,46.641544104,villa
24.730770426,46.641536057,villa
24.737038627,46.647115052,villa
24.735211551,46.645859778,villa
24.735289507,46.645956337,villa
24.730348961,46.645932198,villa
24.729942113,46.642692089,villa
24.733652425,46.641313434,villa
24.733435607,46.64316684,villa
24.734522127,46.642048359,apartment
24.732480631,46.647125781,villa
24.731645021,46.641957164,apartment
24.733477022,46.642847657,villa
24.727756802,46.642187834,villa
24.726869998,46.644169986,villa
24.729476793,46.643971503,apartment
24.727525356,46.643684506,apartment
24.736929003,46.644167304,apartment
24.731218687,46.647388637,villa
24.727286602,46.645044386,villa
24.733606138,46.646559834,villa
24.733842444,46.646329165,villa
24.733774232,46.646763682,villa
24.734453916,46.647587121,villa
24.735430802,46.645610332,villa
24.735589149,46.644982696,villa
24.72982761,46.642962992,villa
24.735050767,46.64514631,villa
24.728117369,46.645216048,villa
24.727734875,46.646090448,villa
24.728073516,46.64462328,villa
24.727172097,46.645315289,villa
24.730802096,46.647965312,villa
24.73176683,46.645867825,apartment
24.731654766,46.646133363,villa
24.727515611,46.644513309,villa
24.730953141,46.640634835,villa
24.736444221,46.648362279,villa
24.736376011,46.647359133,villa
24.730451282,46.641133726,villa
24.733279693,46.642608941,villa
24.729398834,46.644644737,apartment
24.732782716,46.647922397,villa
24.729644893,46.644770801,apartment
24.731362423,46.645647883,apartment
24.734349162,46.64694339,villa
24.729532827,46.645041704,villa
24.732809514,46.647273302,villa
24.731876459,46.647911668,apartment
24.732658472,46.646162868,villa
24.735993543,46.644955873,villa
24.735740188,46.643115878,apartment
24.728553458,46.64349407,apartment
24.732064045,46.647469103,apartment
24.734112856,46.64717406,villa
24.734814463,46.64537698,villa
24.730928779,46.640921831,villa
24.731045717,46.648086011,apartment
24.732824131,46.644178033,villa
24.734375959,46.646173596,villa
24.733011716,46.64738059,villa
24.73049757,46.6403988,villa
24.727576518,46.648198664,apartment
24.727157479,46.644650102,villa
24.734714582,46.646583974,villa
24.73469022,46.647356451,villa
24.733952071,46.645653248,villa
24.730736319,46.644019783,villa
24.735615946,46.64362818,villa
24.730675414,46.641780138,villa
24.731028663,46.641836464,apartment
24.731272283,46.642761827,villa
24.733070183,46.643681824,apartment
24.732025066,46.645993888,apartment
24.734544052,46.646377444,villa
24.732882599,46.645535231,apartment
24.726867562,46.640878916,villa
24.727883488,46.641898155,villa
24.729074814,46.640873551,villa
24.732266248,46.641710401,villa
24.734276078,46.64337337,villa
24.73062669,46.641898155,villa
24.729369599,46.643587947,villa
24.729686309,46.643751562,villa
24.733762051,46.642169058,villa
24.735031278,46.646972895,villa
24.733883859,46.642686725,apartment
24.730292928,46.646063626,villa
24.732600003,46.64468497,villa
24.731257666,46.644896865,apartment
24.734176196,46.64459914,villa
24.731140729,46.640736759,villa
24.736402808,46.644513309,villa
24.735659796,46.646409631,villa
24.733581776,46.645205319,villa
24.732434344,46.648155749,villa
24.733905784,46.641069353,apartment
24.736585515,46.644735932,villa
24.733944762,46.642391682,villa
24.730760681,46.645666659,villa
24.731362423,46.644652784,villa
24.726882179,46.640066206,villa
24.733537926,46.640881598,villa
24.727859125,46.641257107,villa
24.727956575,46.641034484,villa
24.728034536,46.640854776,villa
24.735757241,46.645186543,villa
24.732390493,46.645175815,villa
24.73316763,46.645513773,villa
24.733815647,46.641511917,villa
24.730020072,46.644255817,apartment
24.736334597,46.645374298,villa
24.730933652,46.647579074,villa
24.731269847,46.647745371,apartment
24.727198896,46.639905274,villa
24.737072732,46.648080647,villa
24.727047846,46.645540595,apartment
24.727851816,46.645822227,villa
24.730843512,46.643770337,villa
24.731550009,46.642118096,villa
24.731435508,46.642329991,villa
24.730709521,46.6481933,villa
24.732561025,46.646423042,villa
24.729347673,46.642313898,villa
24.729786194,46.646087766,villa
24.732565897,46.641409993,villa
24.735793782,46.643845439,villa
24.732938631,46.643933952,villa
24.728470626,46.644406021,villa
24.729837355,46.644159257,apartment
24.726721385,46.639658511,villa
24.730115084,46.641045213,villa
24.736658598,46.647874117,villa
24.730241768,46.641112268,villa
24.734017847,46.642482877,villa
24.732709631,46.644432843,villa
24.732495248,46.644929051,villa
24.734385704,46.641651392,apartment
24.728801955,46.643625498,apartment
24.732461142,46.641074717,villa
24.731328316,46.641415358,apartment
24.729703363,46.640811861,apartment
24.735345538,46.645508409,villa
24.732380748,46.647364497,villa
24.732285737,46.647584438,villa
24.730063924,46.640634835,villa
24.732103024,46.645028293,villa
24.730948269,46.643520892,villa
24.727145298,46.641975939,other
24.726891924,46.641847193,villa
24.727103881,46.641678214,other
24.727191587,46.641477048,other
24.728426773,46.641359031,other
24.727717822,46.641584337,villa
24.72735969,46.64031297,villa
24.726787164,46.643311679,apartment
24.732193162,46.647801697,villa
24.729469485,46.643099785,villa
24.72988608,46.644896865,apartment
24.732790025,46.641691625,other
24.732064045,46.641469002,villa
24.734412501,46.645698845,villa
24.734073878,46.643960774,villa
24.731576808,46.644151211,villa
24.731055462,46.640532911,villa
24.735559916,46.645768583,villa
24.731050589,46.647302806,villa
24.732867982,46.641112268,villa
24.730923907,46.64439261,villa
24.734069006,46.641267836,apartment
24.732207779,46.644778848,villa
24.733401501,46.646184325,villa
24.735896099,46.646178961,villa
24.731425764,46.643223166,villa
24.726792037,46.645446718,villa
24.726570335,46.644864678,villa
24.735411313,46.643432379,villa
24.727476631,46.640047431,villa
24.73190082,46.64339751,villa
24.731684,46.643901765,villa
24.732312535,46.644532084,villa
24.73367435,46.642429233,villa
24.732159056,46.647249162,apartment
24.735121415,46.64575249,villa
24.733554979,46.645980477,villa
24.73147936,46.643099785,villa
24.728665526,46.643223166,villa
24.735628127,46.644507945,villa
24.731342933,46.643413603,villa
24.731995832,46.645275056,apartment
24.731160218,46.645543277,apartment
24.731250358,46.645916104,villa
24.730996993,46.645462811,apartment
24.733055567,46.645275056,apartment
24.730802096,46.640768945,villa
24.730548731,46.642080545,villa
24.73411042,46.645328701,villa
24.726753056,46.644435525,villa
24.728412155,46.644540131,villa
24.727842071,46.645157039,villa
24.729854409,46.64768368,other
24.726736002,46.643609405,villa
24.734699965,46.64337337,villa
24.734005666,46.64439261,villa
24.730699776,46.640202999,villa
24.729208808,46.643504798,villa
24.734261461,46.645513773,villa
24.733942326,46.64696753,villa
24.730263694,46.642973721,villa
24.722379847,46.647023857,apartment
24.722150828,46.647560298,apartment
24.721924245,46.648099422,apartment
24.721436968,46.647243798,villa
24.720995981,46.64734304,villa
24.721110492,46.647074819,villa
24.721432096,46.647568345,villa
24.721173838,46.647434235,villa
24.721283476,46.647493243,villa
24.720564738,46.64691925,other
24.721622134,46.646801233,villa
24.720657321,46.646313071,villa
24.720757214,46.646364033,villa
24.721020345,46.648230851,villa
24.720908271,46.646439135,villa
24.720922889,46.646119952,apartment
24.720511137,46.64591074,apartment
24.721327331,46.646326482,apartment
24.720688995,46.648067236,villa
24.721134856,46.64796263,villa
24.72121282,46.646594703,villa
24.721736644,46.646535695,apartment
24.720803506,46.647796333,villa
24.720540374,46.646254063,villa
24.742030063,46.64980799,apartment
24.744207815,46.650003791,villa
24.74448064,46.649842858,villa
24.744375895,46.650089622,villa
24.744539103,46.65017277,villa
24.744173712,46.649684608,villa
24.743964221,46.649877727,villa
24.744068966,46.649931371,villa
24.744068966,46.649630964,villa
24.744312561,46.649757028,villa
24.742682905,46.650655568,villa
24.740894888,46.65245533,apartment
24.740773088,46.652747691,apartment
24.741632996,46.652828157,villa
24.741406449,46.652712822,villa
24.741160413,46.65258944,villa
24.741879032,46.652951539,villa
24.741323625,46.653021276,villa
24.741160413,46.652943492,villa
24.7409972,46.652860343,villa
24.741559917,46.653144658,villa
24.741754796,46.653243899,villa
24.741345549,46.653166115,other
24.741457605,46.653093696,villa
24.742931374,46.654281914,villa
24.744003196,46.655311882,villa
24.744166404,46.65492028,villa
24.743306513,46.648474932,apartment
24.744151788,46.648863852,apartment
24.744358844,46.648965776,apartment
24.743730369,46.648689508,apartment
24.743523313,46.648584902,apartment
24.743949605,46.648759246,apartment
24.744219995,46.649290323,villa
24.744029991,46.649153531,villa
24.743825371,46.649051607,villa
24.743523313,46.648938954,villa
24.743401515,46.648877263,villa
24.743277281,46.648815572,villa
24.743143303,46.648745835,villa
24.743647547,46.649000645,villa
24.744283329,46.649145484,villa
24.742427128,46.653233171,villa
24.742702393,46.653726697,villa
24.742505079,46.653627455,villa
24.743106764,46.653930545,villa
24.742902143,46.653828621,villa
24.742302893,46.653525531,villa
24.74209827,46.653423607,villa
24.742775472,46.653410196,villa
24.742626878,46.653335094,villa
24.743077532,46.653563082,villa
24.743230998,46.653640866,villa
24.742222505,46.653131247,villa
24.742975222,46.653509438,villa
24.742872911,46.653458476,villa
24.743498954,46.652562618,villa
24.743343052,46.652935445,villa
24.743252922,46.652439237,villa
24.743389335,46.652828157,villa
24.742103142,46.651698947,villa
24.743827807,46.650510728,villa
24.743788832,46.653375328,villa
24.743871655,46.653176844,villa
24.743598828,46.65328145,villa
24.744327176,46.653643548,villa
24.743981272,46.653471887,villa
24.744154224,46.653557718,villa
24.744497692,46.653732061,villa
24.74368165,46.653082967,villa
24.744409998,46.653447747,villa
24.744064094,46.653273404,villa
24.744237046,46.653359234,villa
24.744198071,46.653002501,villa
24.744302817,46.653056145,villa
24.744458717,46.653133929,villa
24.743822936,46.652817428,villa
24.74409089,46.652948856,villa
24.744280893,46.652806699,villa
24.744385639,46.652860343,villa
24.744541539,46.652938128,villa
24.743905758,46.652618945,villa
24.744173712,46.652753055,villa
24.743983708,46.652895212,villa
24.74406653,46.652699411,villa
24.742203018,46.654885411,villa
24.742261481,46.654735208,villa
24.742451488,46.650982797,villa
24.744222431,46.650687754,villa
24.744173712,46.650805771,other
24.744319868,46.650486588,other
24.744290637,46.650435627,other
24.744263842,46.650588512,other
24.744232175,46.651441455,villa
24.742622006,46.654129028,villa
24.741876596,46.652401686,villa
24.742539183,46.654391885,villa
24.743406387,46.657087505,apartment
24.74055141,46.655649841,apartment
24.742495335,46.656628847,apartment
24.74161838,46.655067801,villa
24.741503889,46.655775905,apartment
24.742200582,46.655671299,villa
24.744266278,46.6567415,villa
24.741511197,46.655322611,villa
24.740880272,46.655462086,apartment
24.743611008,46.657192111,apartment
24.740963096,46.655856371,apartment
24.74222007,46.656138003,apartment
24.744029991,46.657404006,apartment
24.74281932,46.655982435,villa
24.740919248,46.654719114,villa
24.741167721,46.655958295,apartment
24.741920443,46.655220687,villa
24.743732805,46.65689975,apartment
24.74370601,46.65468961,villa
24.741289521,46.655668616,apartment
24.741896083,46.65632844,apartment
24.743815628,46.657294035,apartment
24.742994709,46.656880975,apartment
24.743998324,46.656607389,villa
24.743939861,46.657004356,apartment
24.743528185,46.656795144,apartment
24.743593956,46.654960513,villa
24.743486774,46.655215323,villa
24.741815696,46.655931473,apartment
24.742005703,46.655263603,villa
24.744151788,46.657111645,apartment
24.740339477,46.655542552,apartment
24.742507515,46.655445993,villa
24.742307765,46.655416489,villa
24.741084897,46.65556401,apartment
24.742027627,46.655585468,villa
24.742417384,46.656237245,apartment
24.742071475,46.654729843,other
24.740756036,46.655751765,apartment
24.743272409,46.653104424,villa
24.742617134,46.656336486,apartment
24.740461278,46.655250192,apartment
24.74213481,46.655327976,villa
24.74209827,46.656427681,apartment
24.743511133,46.655990481,villa
24.742020319,46.656036079,apartment
24.743118944,46.656588614,apartment
24.743323565,46.65669322,apartment
24.743070224,46.652873755,villa
24.743469722,46.652275622,other
24.741791336,46.655153632,villa
24.741379653,46.656065583,apartment
24.742127502,46.651173234,villa
24.740675647,46.65535748,apartment
24.742458796,46.655566692,villa
24.742375972,46.655759811,villa
24.741854672,46.655496955,villa
24.741328497,46.654922962,villa
24.742824192,46.656441092,apartment
24.74169146,46.656223834,apartment
24.742293149,46.656526923,apartment
24.742765728,46.654201448,villa
24.743094584,46.654365063,villa
24.742509951,46.654072702,villa
24.743201766,46.656985581,apartment
24.741684152,46.655408442,villa
24.743423439,46.649306417,villa
24.742699957,46.656733453,apartment
24.741214005,46.654445529,villa
24.742546491,46.651918888,villa
24.741659792,46.654375792,villa
24.741657356,46.650577784,apartment
24.742290713,46.6499421,villa
24.741927751,46.65107131,villa
24.740098311,46.65438652,apartment
24.743623187,46.654188037,villa
24.744290637,46.651175916,villa
24.74161838,46.653624773,villa
24.740298065,46.653906405,apartment
24.744146917,46.654102206,villa
24.743876526,46.652055681,villa
24.74171582,46.654767394,villa
24.742512387,46.652138829,villa
24.741347985,46.65348798,villa
24.740967968,46.654024422,villa
24.742989838,46.65461719,villa
24.74245636,46.654348969,villa
24.742695085,46.648965776,villa
24.742327253,46.651275158,villa
24.743744985,46.653898358,villa
24.742894835,46.648496389,villa
24.74440269,46.652329266,villa
24.743408823,46.651465595,villa
24.74378396,46.651656032,villa
24.741952111,46.651623845,villa
24.743284589,46.651755273,villa
24.744380767,46.65420413,villa
24.740210368,46.654888093,villa
24.741871724,46.651816964,villa
24.743513569,46.649652421,villa
24.742553799,46.652514338,villa
24.741557481,46.65461719,villa
24.741533121,46.650870144,apartment
24.744190764,46.65222466,villa
24.740646415,46.65383935,villa
24.744353972,46.656529605,villa
24.743011761,46.651261747,villa
24.742887527,46.651551425,villa
24.739791371,46.655116081,apartment
24.742205454,46.653922498,villa
24.742054423,46.653847396,villa
24.744310125,46.651932299,villa
24.743535493,46.65379107,villa
24.739981382,46.655437946,apartment
24.74258303,46.654839814,villa
24.744405126,46.654635966,villa
24.74448064,46.654456258,villa
24.741121437,46.654821038,villa
24.74046615,46.653506756,apartment
24.743226126,46.649207175,villa
24.741082461,46.652023494,apartment
24.741347985,46.652149558,villa
24.74176454,46.654649377,villa
24.743138431,46.655118763,villa
24.742824192,46.655255556,villa
24.742660982,46.654453576,villa
24.74240764,46.65402174,villa
24.742332125,46.654287279,villa
24.742924066,46.655727625,villa
24.741221313,46.655177772,villa
24.742008139,46.652230024,villa
24.742154298,46.652315855,villa
24.742354048,46.652415097,villa
24.741749924,46.652114689,villa
24.742022755,46.651894748,villa
24.743026377,46.649105251,villa
24.742173786,46.650400758,villa
24.74207391,46.652511656,villa
24.742427128,46.65505439,villa
24.741148233,46.654115617,villa
24.741442989,46.651918888,villa
24.740897324,46.653238535,villa
24.741301701,46.653764248,villa
24.743279717,46.650237143,villa
24.743698702,46.650446355,villa
24.743934989,46.650564373,villa
24.743179843,46.649904549,villa
24.743377156,46.650003791,villa
24.743632931,46.650129855,villa
24.742687777,46.649939418,villa
24.742787652,46.649708748,villa
24.743530621,46.650078893,villa
24.743498954,46.650347114,villa
24.741942367,46.65001452,apartment
24.740609875,46.654869318,villa
24.742955734,46.652122736,villa
24.74292163,46.649352014,villa
24.743827807,46.649510264,villa
24.742872911,46.652321219,villa
24.74265611,46.655899286,villa
24.744524487,46.652036905,villa
24.742597646,46.64920181,villa
24.743213946,46.651363671,villa
24.744217559,46.654472351,villa
24.743983708,46.65030688,villa
24.742268789,46.652015448,villa
24.741177465,46.651792824,apartment
24.740212804,46.654104888,apartment
24.742334561,46.6490677,apartment
24.74263175,46.648364961,apartment
24.743172535,46.64948076,villa
24.742743805,46.65201813,villa
24.742931374,46.649781168,villa
24.743031249,46.649829447,villa
24.743079968,46.650137901,villa
24.742833936,46.65001452,villa
