DISTRICTNAME_AR,DISTRICTNAME_EN,DISTRICT_ID,CITY
المصيف,Al Masif,00100001042,
المصيف,Al Masif,00119001003,
المصيف,Al Masif,00105073021,
المصيف,Al Masif,00104007012,
المصيف,Al Masif,00107017015,
المصيف,Al Masif,00104021007,تمير
المطار,Airport,00104001024,
المعارض,Al Maarid,00113001017,
المعارف,Al Maarif,00104021006,تمير
المعترضة,Al Muutaridah,00122002028,
المعتلا,Al Muetala,00122002019,
المعتلا,Al Muetala,00106001004,
المعتلا الجنوبى,Southern Al Muetala,00106001013,
المعذر,Al Mathar,00100001006,
المعذر الشمالي,North Mathar,00100001175,
المعيزيلة,Al Maizialah,00122002008,
المعيزيلة,Al Maizialah,00100001139,
المغرة,Al Mugharrah,00103082023,
المفيجر,Al Mufijir,00118001002,الحريق
المقابل,Al Muqabil,00106001037,
الملز,Al Malaz,00100001067,
الملقا,Al Malqa,00100001021,
الملقا,Al Malqa,00101001008,
الملقا,Al Malqa,00102002011,الخرج
الملقا,Al Malqa,00109001005,شقراء
الملك,Al Malik,00101001001,
الملك سلمان,King Salman,00104001015,
الملك سلمان,King Salman,00100001029,
الملك سلمان,King Salman,00108001046,
الملك سلمان,King Salman,00120001037,
الملك سلمان1,King Salman1,00120001020,
الملك عبدالعزيز,King Abdulaziz,00112001002,
الملك عبدالعزيز,King Abdulaziz,00104001021,
الملك عبدالعزيز,King Abdulaziz,00105073008,
الملك عبدالعزيز,King Abdulaziz,00100001135,
الملك عبدالله,King Abdullah,00108001018,
الملك عبدالله,King Abdullah,00105073014,
الملك عبدالله,King Abdullah,00107017007,
الملك عبدالله,King Abdullah,00107001029,
الملك عبدالله,King Abdullah,00120001031,
الملك عبدالله,King Abdullah,00104001027,
الملك عبدالله,King Abdullah,00100001182,
الملك عبدالله,King Abdullah,00116001014,
الملك عبدالله1,King Abdullah1,00120001039,
الملك فهد,King Fahd,00104005006,
الملك فهد,King Fahd,00120001014,
الملك فهد,King Fahd,00100001032,
الملك فهد,King Fahd,00103236001,
الملك فهد,King Fahd,00103001004,
الملك فهد,King Fahd,00122002040,
الملك فهد,King Fahd,00107001021,
الملك فهد,King Fahd,00104001023,
الملك فيصل,King Faisal ,00100001081,
الملك فيصل,King Faisal ,00104005005,
الملك فيصل,King Faisal ,00103236008,
الملك فيصل,King Faisal ,00122002030,
المناخ,Al Manakh,00100001124,
المنار,Al Manar,00108001011,
المنار,Al Manar,00115001022,
المنار,Al Manar,00100001128,
المنار,Al Manar,00110001026,
المنار,Al Manar,00102002040,الخرج
المنار,Al Manar,00104006006,روضة سدير
المنتزة,Al Muntazah,00104001017,
المنتزة,Al Muntazah,00107001016,
المنتزة,Al Muntazah,00108001008,
المنتزة,Al Muntazah,00106001007,
المنتزة,Al Muntazah,00113001015,
المنتزة,Al Muntazah,00119001020,
المنتزة,Al Muntazah,00111001007,عفيف
المنصورة,Al Mansurah,00100001082,
المنصورية,Mansuriyah,00100001026,
المنطقة الصناعية,Industrial Area,00120001028,
المنطقة الصناعية,Industrial Area,00116001005,
المنطقة الصناعية1,Industrial Area1,00116001016,
المنطقة المركزية,Central District,00120001013,
المهدية,Al Mahdiyah,00100001166,
المونسية,Al Munisiyah,00100001038,
الناصرية,An Nasriyah,00121001001,
الناصرية,An Nasriyah,00100001174,
الناصفة,An Nasifah,00122002029,
الناصفة,An Nasifah,00102002016,الخرج
النخبة,Al Nakhbah,00100001076,
النخيل,Al Nakhil,00107001013,
النخيل,Al Nakhil,00120001018,
النخيل,Al Nakhil,00104004011,
النخيل,Al Nakhil,00100001059,
النخيل,Al Nakhil,00115001005,
النخيل,Al Nakhil,00105131001,
النخيل,Al Nakhil,00104007002,
النخيل,Al Nakhil,00112001001,
النخيل,Al Nakhil,00121001023,
النخيل,Al Nakhil,00113001013,
النخيل,Al Nakhil,00119001016,
النخيل,Al Nakhil,00110001030,
النخيل,Al Nakhil,00117001019,
النخيل,Al Nakhil,00116001010,
النخيل,Al Nakhil,00102002006,الخرج
النخيل,Al Nakhil,00104006004,روضة سدير
النخيل,Al Nakhil,00109001001,شقراء
النخيل,Al Nakhil,00103023015,ساجر
النخيل,Al Nakhil,00111001009,عفيف
الندوة,Al Nadwah,00100001016,
الندى,An Nada,00100001105,
الندى,An Nada,00108001010,
الندى,An Nada,00104004024,
الندى,An Nada,00120001036,
الندى,An Nada,00102002050,الخرج
الندى,An Nada,00104006009,روضة سدير
الندى,Al Aqabani,00118001004,الحريق
النرجس,An Narjis,00104004016,
النرجس,An Narjis,00115001009,
النرجس,An Narjis,00100001092,
النرجس,An Narjis,00102002039,الخرج
النرجس,An Narjis,00109001018,شقراء
النزهة,An Nuzhah,00109006007,
النزهة,An Nuzhah,00104004012,
النزهة,An Nuzhah,00106001020,
النزهة,An Nuzhah,00105073007,
النزهة,An Nuzhah,00107001003,
النزهة,An Nuzhah,00100001037,
النزهة,An Nuzhah,00103001006,
النزهة,An Nuzhah,00120013002,
النزهة,An Nuzhah,00105131004,
النزهة,An Nuzhah,00115001019,
النزهة,An Nuzhah,00103023005,ساجر
النسيم,Al Naseem,00105073011,
النسيم,Al Naseem,00102002042,الخرج
النسيم الشرقي,East Naseem,00100001086,
النسيم الغربي,West Naseem,00100001023,
النصايف,Nassayif,00103082022,
النظيم,An Nadheem,00100001168,
النفل,An Nafl,00119001009,
النفل,An Nafl,00100001125,
النفل,An Nafl,00104038004,
النفل,An Nafl,00108001036,
النفل,An Nafl,00102002052,الخرج
النفل,An Nafl,00104021013,تمير
النقيعه,Al Naqieuh,00122002036,
النموذجية,An Namudhajiyah,00100001091,
النموذجية,An Namudhajiyah,00104005013,
النهضة,An Nahdah,00121001006,
النهضة,An Nahdah,00103001013,
النهضة,An Nahdah,00100001066,
النهضة,An Nahdah,00105073013,
النهضة,An Nahdah,00113001007,
النهضة,An Nahdah,00107001005,
النهضة,An Nahdah,00102007001,
النهضة,An Nahdah,00104004003,
النهضة,An Nahdah,00109006002,
النهضة,An Nahdah,00104007011,
النهضة,An Nahdah,00117001026,
النهضة,An Nahdah,00108001042,
النهضة,An Nahdah,00110001029,
النهضة,An Nahdah,00103043008,
النهضة,An Nahdah,00102002037,الخرج
النهضة,An Nahdah,00103023003,ساجر
النهضة,An Nahdah,00109001003,شقراء
النهضة,An Nahdah,00111001006,عفيف
النور,An Noor,00100001004,
النور,An Noor,00122002002,
النور,An Noor,00108001038,
النويعمة,Al Nowema,00106001030,
الهدا,Al Hada,00114001023,
الهدا,Al Hada,00100001150,
الهدا,Al Hada,00113001016,
الهداء,Al Hada,00102002017,الخرج
الهده,Al Hadah,00122222017,
الهدية,Al Hadia,00118001016,الحريق
الهفوف,Al Hafuf,00122002039,
الهلالي,Al Hilali,00107017003,
الواحة,Al Wahah,00104004014,
الواحة,Al Wahah,00107001007,
الواحة,Al Wahah,00114001001,
الواحة,Al Wahah,00103001001,
الواحة,Al Wahah,00108001045,
الواحة,Al Wahah,00101002012,
الواحة,Al Wahah,00115001018,
الواحة,Al Wahah,00105073016,
الواحة,Al Wahah,00102002041,الخرج
الواحة,Al Wahah,00118001010,الحريق
الوادي,Al Wadi,00121001004,
الوادي,Al Wadi,00100001097,
الوادي,Al Wadi,00104004027,
الوادي,Al Wadi,00101002009,
الوادي,Al Wadi,00116001022,
الوداعين,Al Wadaein,00107017005,
الورود,Al Wurud,00106001019,
الورود,Al Wurud,00119001006,
الورود,Al Wurud,00104007004,
الورود,Al Wurud,00113001008,
الورود,Al Wurud,00107017006,
الورود,Al Wurud,00107001009,
الورود,Al Wurud,00115001003,
الورود,Al Wurud,00105040001,
الورود,Al Wurud,00114001005,
الورود,Al Wurud,00110001036,
الورود,Al Wurud,00111114009,
الورود,Al Wurud,00105001030,
الورود,Al Wurud,00122222016,
الورود,Al Wurud,00100001181,
الورود,Al Wurud,00108001029,
الورود,Al Wurud,00105073015,
الورود,Al Wurud,00102002015,الخرج
الورود,Al Wurud,00103023017,ساجر
الورود,Al Wurud,00111001011,عفيف
الورود,Al Wurud,00103076001,عروى
الوزارات,Al Wizarat,00100001077,
الوسام,Al Wasam,00100001192,
الوسام,Al Wasam,00111001001,عفيف
الوسطة,Al Wasata,00104005004,
الوسطى,Al Wusta,00122002021,
الوسيطاء,Al Wusayta,00122002031,
الوسيطاء,Al Wusayta,00100001177,
الوشام,Al Wisham,00100001147,
الوصيل,Al Wasil,00101002008,
"الوطن
",Alwatan,00104021005,تمير
الوقف,Al Wakf,00109001006,شقراء
الولامين,Al Walamin,00106001031,
الياسمين,Al Yasmin,00104004017,
الياسمين,Al Yasmin,00119001010,
الياسمين,Al Yasmin,00115001006,
الياسمين,Al Yasmin,00122222009,
الياسمين,Al Yasmin,00114001010,
الياسمين,Al Yasmin,00104001012,
الياسمين,Al Yasmin,00121001003,
الياسمين,Al Yasmin,00105073010,
الياسمين,Al Yasmin,00109006001,
الياسمين,Al Yasmin,00108001041,
الياسمين,Al Yasmin,00100001148,
الياسمين,Al Yasmin,00110001031,
الياسمين,Al Yasmin,00103236022,
الياسمين,Al Yasmin,00111114005,
الياسمين,Al Yasmin,00104021009,تمير
الياسمين,Al Yasmin,00109001004,شقراء
الياسمين,Al Yasmin,00103023019,ساجر
الياسمين,Al Yasmin,00103076002,عروى
اليرموك,Al Yarmuk,00104004001,
اليرموك,Al Yarmuk,00122002011,
اليرموك,Al Yarmuk,00104001007,
اليرموك,Al Yarmuk,00100001123,
اليرموك,Al Yarmuk,00108001040,
اليرموك,Al Yarmuk,00116001019,
اليرموك,Al Yarmuk,00102002032,الخرج
اليمامة,Al Yamamah,00120001011,
اليمامة,Al Yamamah,00108001023,
اليمامة,Al Yamamah,00100001014,
اليمامة,Al Yamamah,00113001012,
اليمامة,Al Yamamah,00122002037,
اليمامة,Al Yamamah,00103001026,
اليمامة,Al Yamamah,00107001019,
اليمامة,Al Yamamah,00102002012,الخرج
اليمامة,Al Yamamah,00104006012,روضة سدير
اليمامة,Al Yamamah,00111001012,عفيف
ام رديهة,Umm Radiha,00103082010,
ام رغل,Om Rughul,00103023008,ساجر
ام طلحة,Umm Talha,00122222020,
ام طلحه,Om Talha,00103082012,
ام عاذر,Om Azer,00103082016,
بدر,Badr,00103001005,
بدر,Badr,00104004026,
بدر,Badr,00121001016,
بدر,Badr,00100001189,
بدر,Badr,00108001037,
بدر,Badr,00102002054,الخرج
برزان,Barzan,00103236018,
برق الخيل,Barq Al Khayl,00105131006,
بنبان,Banban,00100001096,
بهجة,Bahja,00106001014,
بهدي,Bihady,00120001006,
ثليم,Thulaim,00100001093,
جامعة الإمام محمد بن سعود الإسلامية,Imam Muhammed Bin Saud Islamic University,00100001088,
جامعة الملك سعود,King Saud University,00100001171,
جبرة,Jabrah,00100001116,
جرير,Jareer,00100001024,
جفارة الجبيري,Jfara Al Jubeiry,00105001049,
جفارة السعدان,Jafara Al Saadan,00105001013,
حضار,Hadar,00114001017,
حطين,Hittin,00103001017,
حطين,Hittin,00108001019,
حطين,Hittin,00100001129,
حي 1156,Dst 1156,00119001015,
حي ج1,Dst C1,00117001012,
حي ج10,Dst C10,00117001027,
حي ج11,Dst C11,00117001011,
حي ج12,Dst C12,00117001028,
حي ج13,Dst C13,00117001004,
حي ج14,Dst C14,00117001002,
حي ج15,Dst C15,00117001029,
حي ج16,Dst C16,00117001006,
حي ج17,Dst C17,00117001003,
حي ج18,Dst C18,00117001024,
حي ج19,Dst C19,00117001009,
حي ج2,Dst 2C,00117001013,
حي ج3,Dst C3,00117001010,
حي ج4,Dst C4,00117001022,
حي ج5,Dst C5,00117001001,
حي ج6,Dst C6,00117001018,
حي ج7,Dst C7,00117001016,
حي ج8,Dst C8,00117001015,
حي ج9,Dst C9,00117001007,
خشم العان,Khashm Al An,00100001194,
خضار,Khudar,00110001012,
خضرا و عشيران,Khudra and Ushayran,00107017008,
ديراب,Dirab,00100001068,
رماح,Rumah,00115001002,
رميثان,Rumaythan,00118001015,الحريق
روافة,Rawafa,00113001018,
زبدة,Zubada,00110001032,
زمزم,Zamzam,00110001005,
زميقة,Zamiqa,00121001008,
زياد,Ziyad,00110001011,
سحاب,Sahab,00107001012,
سدرة,Sedra,00100001003,
سدير,Sudayr,00121001014,
سكيرينة,Skirinah,00100001104,
سلام,Salam,00101002007,
سلام,Salam,00100001173,
سلطانة,Sultanah,00100001089,
سلطانة,Sultanah,00102007009,
سلطانة,Sultanah,00104007009,
سمحان,Samhan,00101001010,
سمنان,Semnan,00108001028,
سهلة,Sahla,00103082020,
سوق الغنم,Suq Al Ghanam,00107001028,
سوق الماشية,Suq Al Mashiya,00120001016,
سوق الماشية,Suq Al Mashiya,00105001017,
سوق الماشية1,Suq Al Mashiya1,00105001046,
شبرا,Shubra,00100001157,
شخيب,Shukhib,00114001021,
شراف,Sharaf,00104005007,
صحارى,Sahara,00103236004,
صقرة,Saqra,00103236003,
صقرة الشمالي,Saqra Al Shamali,00103236023,
صناعية الحديدية,Sinaiyah Al Hadidia,00106001029,
صناعية الشرافا,Sinaiyah Al Sharafa,00106001009,
صناعية بعشيرة,Sinaiyah Bieashira,00104038003,
صناعية مزعل,Sinaiyah Mazal,00105001037,
صياح,Siyah,00100001160,
ضاحية نمار,Dahiyat Namar,00100001169,
طويق,Tuwaiq,00108001025,
طويق,Tuwaiq,00113001014,
طويق,Tuwaiq,00100001137,
طويق,Tuwaiq,00114001020,
طويق,Tuwaiq,00119001019,
طويق,Tuwaiq,00102002038,الخرج
طويق ,Tuwaiq,00106001034,
طيبة,Taibah,00103001009,
طيبة,Taibah,00100001114,
ظهرة البديعة,Dhahrat Al Badeah,00100001178,
ظهرة العودة شرق,Dhahrat Al Awdat Sharq,00101001003,
ظهرة لبن,Dhahrat Laban,00100001193,
ظهره العودة غرب,Dhahrat Al Awdat Gharb,00101001014,
عبلية,Eiblia,00122002038,
عتيقة,Utayqah,00100001101,
عديبات,Eadibat,00118001011,الحريق
عرقة,Irqah,00100001012,
عريض,Oraid,00100001170,
عريعرة,Urierah,00108001047,
عشيرة,Ushayra,00122002026,
عقرباء,Aqraba',00101002011,
عكاظ,Uqaz,00100001131,
علقة,Alkah,00108001009,
عليشة,Olaishah,00100001058,
غبيرا,Ghabira,00100001002,
غرناطة,Ghirnatah,00104004015,
غرناطة,Ghirnatah,00122002014,
غرناطة,Ghirnatah,00119001011,
غرناطة,Ghirnatah,00100001084,
غرناطة,Ghirnatah,00114001018,
غرناطة,Ghirnatah,00108001033,
غرناطة,Ghirnatah,00111001010,عفيف
غسلة,Gaslah,00109001002,شقراء
غصيبة,Ghusaiba,00107001023,
غياضة,Gheyadah,00102002009,الخرج
فرزان,Farzan,00102002008,الخرج
فيضة الجمش,Faydet Al Jumsh,00103082024,
فيضة الفوازين,Faydat Al Fawazin,00103236007,
قبيبان,Qubiban,00122002041,
قرطبة,Qurtubah,00104004019,
قرطبة,Qurtubah,00120001023,
قرطبة,Qurtubah,00103001002,
قرطبة,Qurtubah,00100001151,
قرطبة,Qurtubah,00108001034,
قرطبة,Qurtubah,00109001019,شقراء
قرية بديدة علو غثاة,Village Badida Ealu Ghuthatan,00111114003,
قريوة,Qaryuh,00101001002,
قعضبا,Qaedaba,00122222006,
كميت,Kumet,00120001027,
لبب,Lubib,00117001023,
لبن,Laban,00100001100,
مانح,Manih,00120001035,
مخطط 1149,Subdivision 1149,00121001020,
مخطط 144,Subdivision 144,00103264002,
مخطط 144,Subdivision 144,00115001021,
مخطط 303,Subdivision 303,00122053001,
مخطط 315,Subdivision 315,00111114001,
مخطط 326,Subdivision 326,00122059001,
مخطط 331,Subdivision 331,00122104001,
مخطط 415,Subdivision 415,00121001026,
مخطط 423,Subdivision 423,00122112001,
مخطط 433,Subdivision 433,00107029001,
مخطط 476,Subdivision 476,00121001029,
مخطط 525,Subdivision 525,00107029005,
مخطط 543,Subdivision 543,00121001028,
مخطط 555,Subdivision 555,00121001015,
مخطط 557,Subdivision 557,00121001025,
مخطط 590,Subdivision 590,00121001024,
مخطط 607,Subdivision 607,00107029002,
مخطط 679,Subdivision 679,00107029009,
مخطط 699,Subdivision 699,00107029004,
مخطط 739,Subdivision 739,00107029007,
مخطط 749,Subdivision 749,00111172001,
مخطط 802,Subdivision 802,00107029003,
مخطط 87,Subdivision 87,00116001009,
مخطط 907 مشرفة,Subdivision 907 Musharafa,00111114006,
مخطط 923,Subdivision 923,00121001027,
مخطط 94,Subdivision 94,00115001007,
مخطط آل سلطان,Subdivision Al Sultan,00110012002,
مخطط الاراض البيضاء1,White Land Organization Subdivision1,00116001001,
مخطط الاراض البيضاء2,White Land Organization Subdivision2,00116001002,
مخطط الاراضي البيضاء3,White Land Organization Subdivision3,00116001018,
مخطط الاراضي الحكومية1,Government Lands Subdivision1,00115001012,
مخطط الاراضي الحكومية2,Government Lands Subdivision2,00115001023,
مخطط الاراضي الحكومية3,Government Lands Subdivision3,00115001024,
مخطط الاراضي الحكومية4,Government Lands Subdivision4,00115001020,
مخطط الاشعرية,Ash'ari Subdivision,00111151001,
مخطط البلدية,Al Baladiyah Subdivision,00107017001,
مخطط الرميثي,Al Rumaythi Subdivision,00111068002,
مخطط الفيضة القديم,Al Faydat Al Qadim Subdivision,00103264004,
مخطط المعلق,Al Muealiq Subdivision,00111172002,
مخطط رقم 0824,Subdivision No. 0824,00105190004,
مخطط رقم 0832,Subdivision No. 0832,00105190002,
مخطط رقم 0941,Subdivision No. 0941,00105190003,
مخطط رقم 1033,Subdivision No. 1033,00105001020,
مخطط رقم 1037,Subdivision No. 1037,00105001043,
مخطط رقم 1039,Subdivision No. 1039,00105001023,
مخطط رقم 1067,Subdivision No. 1067,00105001035,
مخطط رقم 1083,Subdivision No. 1083,00105001015,
مخطط رقم 1111,Subdivision No. 1111,00105001041,
مخطط رقم 1141,Subdivision No. 1141,00105190005,
مخطط رقم 120,Subdivision No. 120,00103082009,
مخطط رقم 1209,Subdivision No. 1209,00105190001,
مخطط رقم 126,Subdivision No. 126,00109018009,
مخطط رقم 133 ,Refinement No. 133,00116001007,
مخطط رقم 133 ,Refinement No. 133,00116001008,
مخطط رقم 144,Subdivision No. 144,00103043002,
مخطط رقم 1452,Subdivision No. 1452,00120001004,
مخطط رقم 148,Subdivision No. 148,00110015001,
مخطط رقم 18,Subdivision No. 18,00103082005,
مخطط رقم 210,Subdivision No. 210,00103043004,
مخطط رقم 214,Subdivision No. 214,00103082001,
مخطط رقم 232,Subdivision No. 232,00103082004,
مخطط رقم 24,Subdivision No. 24,00103082007,
مخطط رقم 242,Subdivision No. 242,00103082002,
مخطط رقم 247,Subdivision No. 247,00109018001,
مخطط رقم 250-أ,Subdivision No. 250 A,00109018003,
مخطط رقم 258,Subdivision No. 258,00110008002,
مخطط رقم 30,Subdivision No. 30,00103082003,
مخطط رقم 32,Subdivision No. 32,00103082006,
مخطط رقم 333,Subdivision No. 333,00109018007,
مخطط رقم 359,Subdivision No. 359,00105001029,
مخطط رقم 4,Subdivision No. 4,00105131003,
مخطط رقم 430,Subdivision No. 430,00110008001,
مخطط رقم 456,Subdivision No. 456,00109018008,
مخطط رقم 484,Subdivision No. 484,00110012003,
مخطط رقم 496,Subdivision No. 496,00110008003,
مخطط رقم 506,Subdivision No. 506,00110012001,
مخطط رقم 522,Subdivision No. 522,00110015002,
مخطط رقم 571,Subdivision No. 571,00109018010,
مخطط رقم 603,Subdivision No. 603,00109018012,
مخطط رقم 62,Subdivision No. 62,00103082008,
مخطط رقم 621,Subdivision No. 621,00105073006,
مخطط رقم 653,Subdivision No. 653,00120001009,
مخطط رقم 814,Subdivision No. 814,00107024011,
مخطط رقم 822,Subdivision No. 822,00109018004,
مخطط رقم 913,Subdivision No. 913,00105001006,
مخطط رقم 928,Subdivision No. 928,00109018011,
مخطط رقم 946,Subdivision No. 946,00107024014,
مخطط رقم 956,Subdivision No. 956,00109018006,
مخطط رقم 980,Subdivision No. 980,00109018002,
مخطط رقم 985,Subdivision No. 985,00105001021,
مخطط رقم 995,Subdivision No. 995,00105001042,
مخطط رقم725,Subdivision No. 725,00109018005,
مخطط فرعة الرميثي,Fireat Al Rumaithi Subdivision,00111068001,
مخطط منيفة,Munifa Subdivision,00111126001,
مخطط1/242,Organizing The Lands Located East of The Subdivision 242 Subdivision,00116001006,
مخطط2/242,Organizing The Lands Located East of The Subdivision 242 Subdivision,00116001017,
مخطط541,Subdivision 541,00107029008,
مخطط794,Subdivision 794,00107029006,
مدينة الخدمات,Service City,00104038005,
مدينة الملك عبدالله للطاقة,King Abdullah City for Energy,00100001051,
مرخ,Markh ,00108001020,
مركز الحريق (ب),Harik Center (B),00109006011,
مركز السيباني (أ),Al-Sibani Center (a),00113011022,
مركز الشرارة,Al Sharara Center,00103236014,
مركز اللنسيات (ب),Allinsiat Center (B),00111160001,
مركز عين الصوينع,Ain Al-Suwaina Center,00103385001,
مركز ملهم,Malahum Center,00117001030,
مزعل,Mazal ,00105001008,
مشرف,Mishrif,00102002046,الخرج
مشرفة,Mishrifah,00103236006,
مشرفة,Mishrifah,00103001007,
مشرفة,Mishrifah,00102007007,
مشرفة,Mishrifah,00102002007,الخرج
مشرفة,Mushrefah,00103082021,
مشيرفة,Mishyrifah,00114001013,
مصدة,Masida,00103001022,
مطار الملك خالد الدولي,King Khalid International Airport,00100001095,
مطربة,Mutrebah,00103082025,
معكال,Meakal,00100001022,
مغرزات,Al Mughrazat,00100001134,
مناطق خاصة,Private Areas,00102002044,الخرج
منطقة استراحات حمد الجبرين,aistirahat Hamad Al Jibrin,00105001014,
منطقة المستودعات,Warehouse Area,00105001011,
منفوحة,Manfuhah,00100001030,
منفوحة الجديدة,Manfuha Al Jadidah,00100001007,
نتيقة,Netica,00110001021,
نجخ,Najkh,00103082019,
نجد,Najd,00101002001,
نجد,Najd,00122002010,
نجد,Najd,00110001025,
نجد,Najd,00102002029,الخرج
نزوى,Nazwaa,00106001017,
نعام,Nieam,00118001001,الحريق
نمار,Namar,00100001057,
نوارة,Nawara,00114001011,
هجرة بوضة,Hijrat Buda,00101002005,
هجرة سليم,Hijrat Salim,00111114007,
هيت,Hyt,00100001195,
وادي الخليج,Wadi Al Khalij,00104021003,تمير
وادي لبن,Wadi Laban,00100001053,
وسيلة,Wasila,00114001014,
